Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Social Media,Women 35-44,45 days,0.06,16067.57,4.22,Chicago,Mandarin,877,6140,3,Tech Enthusiasts,2022-08-29
Innovate Industries,Display,Women 35-44,60 days,0.1,6711.66,4.73,Washington D.C.,French,1399,12395,10,Outdoor Adventurers,2022-08-24
Alpha Innovations,Social Media,All Ages,30 days,0.05,15281.62,5.39,Los Ángeles,English,803,12700,3,Health & Wellness,2022-08-16
DataTech Solutions,Search,Men 25-34,30 days,0.08,6242.21,7.08,Las Vegas,French,175,10073,9,Tech Enthusiasts,2022-08-21
NexGen Systems,Email,Women 35-44,15 days,0.04,6413.47,7.66,Nueva Orleans,English,107,2491,7,Health & Wellness,2022-08-16
NexGen Systems,Email,Men 18-24,45 days,0.08,19570.87,5.62,Washington D.C.,French,794,6418,9,Health & Wellness,2022-08-21
NexGen Systems,Social Media,Men 25-34,45 days,0.11,10626.4,3.02,San Francisco,Spanish,1815,12941,4,Tech Enthusiasts,2022-08-05
DataTech Solutions,Social Media,All Ages,30 days,0.02,19378.2,5.49,Seattle,Spanish,726,16325,1,Outdoor Adventurers,2022-08-02
Alpha Innovations,Influencer,All Ages,45 days,0.04,18259.98,3.47,Miami,German,192,17236,6,Fashionistas,2022-08-01
Alpha Innovations,Search,Men 18-24,60 days,0.14,10678.03,4.78,Nueva Orleans,French,1243,4266,8,Fashionistas,2022-08-19
Alpha Innovations,Email,Women 35-44,30 days,0.03,16747.11,2.21,Nueva Orleans,Spanish,208,4306,7,Foodies,2022-08-23
Alpha Innovations,Email,Women 25-34,30 days,0.09,13384.81,5.05,Las Vegas,English,575,5980,3,Outdoor Adventurers,2022-08-10
TechCorp,Search,All Ages,45 days,0.15,13715.46,6.0,Boston,German,748,11035,7,Fashionistas,2022-08-22
DataTech Solutions,Influencer,Men 25-34,15 days,0.12,6877.49,3.03,Miami,German,427,15671,7,Fashionistas,2022-08-12
DataTech Solutions,Display,Women 35-44,60 days,0.1,11789.33,5.98,Miami,Spanish,1715,13618,10,Fashionistas,2022-08-26
