Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Alpha Innovations,Influencer,All Ages,45 days,0.14,17044.1,2.49,Chicago,English,369,16907,9,Fashionistas,2022-04-19
TechCorp,Social Media,Men 25-34,30 days,0.09,10731.43,2.27,Nueva York,German,1948,11713,6,Fashionistas,2022-04-02
TechCorp,Social Media,Men 25-34,30 days,0.07,6529.58,3.63,Miami,German,1303,9824,3,Foodies,2022-04-16
Alpha Innovations,Search,Men 25-34,45 days,0.09,15480.49,5.92,Seattle,French,1794,1919,5,Fashionistas,2022-04-04
NexGen Systems,Email,Men 25-34,60 days,0.02,18609.82,7.29,Nueva York,Mandarin,1032,17126,2,Health & Wellness,2022-04-26
DataTech Solutions,Social Media,Men 25-34,15 days,0.12,13254.44,4.42,San Francisco,Spanish,1569,17599,1,Foodies,2022-04-06
Alpha Innovations,Influencer,All Ages,45 days,0.02,15864.61,4.18,Seattle,Spanish,1529,4527,8,Health & Wellness,2022-04-27
NexGen Systems,Social Media,Women 35-44,15 days,0.03,5019.3,6.66,Nueva Orleans,Mandarin,1873,7227,1,Outdoor Adventurers,2022-04-13
Innovate Industries,Search,All Ages,45 days,0.11,13106.98,3.86,Los Ángeles,English,299,7161,6,Foodies,2022-04-13
Alpha Innovations,Social Media,Men 25-34,60 days,0.1,16389.67,5.84,Miami,English,1936,2811,10,Tech Enthusiasts,2022-04-25
NexGen Systems,Influencer,All Ages,15 days,0.09,17544.45,5.7,Washington D.C.,Spanish,139,9801,2,Outdoor Adventurers,2022-04-03
Alpha Innovations,Email,Men 18-24,30 days,0.02,19515.67,3.83,Nueva Orleans,German,1382,5083,2,Fashionistas,2022-04-02
NexGen Systems,Email,All Ages,45 days,0.07,9628.56,3.62,San Francisco,German,276,7851,1,Foodies,2022-04-17
Alpha Innovations,Search,All Ages,15 days,0.12,16555.48,2.9,Las Vegas,English,688,19165,10,Tech Enthusiasts,2022-04-01
Alpha Innovations,Influencer,Women 25-34,45 days,0.06,6113.77,2.6,San Francisco,Spanish,639,7065,8,Tech Enthusiasts,2022-04-19
NexGen Systems,Social Media,Men 25-34,30 days,0.04,17228.98,6.47,San Francisco,English,1941,17167,8,Health & Wellness,2022-04-09
Innovate Industries,Search,All Ages,45 days,0.12,14398.49,2.73,Nueva York,German,784,19272,9,Foodies,2022-04-27
Innovate Industries,Search,Men 18-24,15 days,0.03,6876.66,7.85,Las Vegas,Spanish,1930,15355,2,Foodies,2022-04-08
TechCorp,Social Media,Women 35-44,45 days,0.05,13252.66,4.41,Nueva Orleans,French,1811,5168,1,Health & Wellness,2022-04-28
Alpha Innovations,Social Media,Women 25-34,45 days,0.04,14999.41,5.11,Seattle,German,1953,6021,2,Tech Enthusiasts,2022-04-20
TechCorp,Search,Women 25-34,30 days,0.1,10116.22,6.22,Chicago,German,1342,2274,10,Health & Wellness,2022-04-20
NexGen Systems,Email,Women 35-44,30 days,0.12,7031.68,3.52,Nueva Orleans,German,1086,7201,10,Outdoor Adventurers,2022-04-11
Innovate Industries,Social Media,Men 18-24,30 days,0.11,14276.41,4.15,Miami,Spanish,390,17883,5,Tech Enthusiasts,2022-04-16
TechCorp,Search,Men 25-34,30 days,0.02,12766.76,5.81,Los Ángeles,French,460,14263,1,Outdoor Adventurers,2022-04-10
