Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Search,All Ages,60 days,0.11,6639.68,7.34,Nueva York,Spanish,432,4303,7,Outdoor Adventurers,2024-01-26
Innovate Industries,Email,Women 35-44,30 days,0.15,18229.37,6.09,Miami,English,879,8812,3,Outdoor Adventurers,2024-01-13
Alpha Innovations,Influencer,Women 25-34,15 days,0.11,14254.11,6.64,Nueva York,English,1354,2235,3,Tech Enthusiasts,2024-01-17
Alpha Innovations,Display,All Ages,30 days,0.1,7624.46,3.85,Chicago,English,1871,16379,10,Foodies,2024-01-12
NexGen Systems,Email,Men 25-34,45 days,0.13,10071.52,7.09,Washington D.C.,Mandarin,534,7917,3,Outdoor Adventurers,2024-01-22
DataTech Solutions,Display,Men 25-34,30 days,0.07,9524.55,2.84,Boston,Mandarin,126,9427,5,Health & Wellness,2024-01-16
Alpha Innovations,Social Media,Women 35-44,15 days,0.07,5652.53,6.97,Nueva York,Mandarin,1400,12144,2,Foodies,2024-01-26
Alpha Innovations,Email,Men 25-34,60 days,0.14,7425.84,4.44,Nueva Orleans,English,379,10859,7,Tech Enthusiasts,2024-01-16
Alpha Innovations,Email,Men 25-34,45 days,0.13,10511.25,5.46,San Francisco,French,1873,10463,10,Fashionistas,2024-01-21
Innovate Industries,Search,Women 25-34,60 days,0.15,8456.2,7.75,Chicago,Mandarin,731,5340,6,Health & Wellness,2024-01-07
TechCorp,Influencer,All Ages,45 days,0.06,13064.07,7.43,Chicago,French,1208,3271,6,Foodies,2024-01-14
Alpha Innovations,Display,Men 25-34,60 days,0.01,13928.04,5.09,Boston,English,706,18701,5,Foodies,2024-01-05
NexGen Systems,Display,Women 35-44,30 days,0.09,9538.34,6.86,Miami,Mandarin,1947,11654,7,Health & Wellness,2024-01-16
Innovate Industries,Influencer,Men 25-34,30 days,0.06,14404.08,2.92,Washington D.C.,Mandarin,1769,16048,2,Tech Enthusiasts,2024-01-15
Alpha Innovations,Email,Men 25-34,15 days,0.04,12187.04,6.75,Miami,German,967,18440,7,Foodies,2024-01-18
NexGen Systems,Social Media,Men 18-24,45 days,0.15,7856.36,5.34,Miami,Spanish,1288,13571,3,Tech Enthusiasts,2024-01-02
NexGen Systems,Search,Women 25-34,60 days,0.04,7679.83,2.49,San Francisco,German,731,5830,1,Tech Enthusiasts,2024-01-10
NexGen Systems,Display,Men 18-24,45 days,0.03,17868.09,6.51,Los Ángeles,German,1888,17968,7,Foodies,2024-01-25
DataTech Solutions,Social Media,Men 18-24,60 days,0.02,5471.64,7.62,Nueva Orleans,Mandarin,1757,6036,5,Foodies,2024-01-30
