Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Influencer,Women 35-44,45 days,0.08,8785.31,5.46,San Francisco,Spanish,1328,1944,8,Foodies,2024-01-18
NexGen Systems,Display,Women 25-34,45 days,0.02,15885.36,6.41,Nueva Orleans,German,651,5044,1,Tech Enthusiasts,2024-01-07
Innovate Industries,Email,Men 18-24,30 days,0.06,7166.2,2.39,Seattle,Mandarin,951,16692,8,Health & Wellness,2024-01-21
NexGen Systems,Search,Men 18-24,60 days,0.01,10934.9,3.02,San Francisco,Spanish,118,2732,6,Foodies,2024-01-26
Alpha Innovations,Search,Men 18-24,60 days,0.04,16935.31,3.94,Nueva Orleans,German,363,6370,7,Outdoor Adventurers,2024-01-12
Innovate Industries,Social Media,Women 35-44,60 days,0.11,14532.35,6.5,Nueva Orleans,English,1518,9926,6,Foodies,2024-01-24
Alpha Innovations,Influencer,Men 25-34,15 days,0.06,9592.11,5.63,Los Ángeles,German,599,17284,8,Foodies,2024-01-06
NexGen Systems,Search,All Ages,15 days,0.1,17374.73,2.66,Boston,Mandarin,309,14292,6,Health & Wellness,2024-01-19
DataTech Solutions,Social Media,Women 25-34,60 days,0.11,16761.48,5.06,Miami,English,1957,19142,8,Foodies,2024-01-24
Innovate Industries,Social Media,Women 35-44,45 days,0.1,16250.47,7.41,Boston,French,1739,15565,9,Health & Wellness,2024-01-13
Alpha Innovations,Search,All Ages,45 days,0.05,13653.72,3.95,Las Vegas,German,1696,7616,1,Tech Enthusiasts,2024-01-10
TechCorp,Search,Women 25-34,45 days,0.04,10821.43,2.86,Las Vegas,French,223,6585,9,Outdoor Adventurers,2024-01-10
Innovate Industries,Email,Men 18-24,45 days,0.14,16002.63,3.1,Nueva York,French,1604,17155,6,Fashionistas,2024-01-16
NexGen Systems,Email,Men 18-24,60 days,0.1,13596.93,4.17,Nueva York,French,355,12249,10,Tech Enthusiasts,2024-01-11
DataTech Solutions,Display,Men 18-24,60 days,0.06,5707.33,6.82,Chicago,Mandarin,1124,17407,6,Outdoor Adventurers,2024-01-28
Alpha Innovations,Email,Women 35-44,45 days,0.14,7929.73,2.33,San Francisco,Mandarin,608,19938,10,Health & Wellness,2024-01-17
NexGen Systems,Search,All Ages,60 days,0.02,9438.61,6.65,Nueva York,Spanish,1452,9406,1,Tech Enthusiasts,2024-01-06
DataTech Solutions,Email,Men 25-34,45 days,0.03,13068.8,5.12,Miami,Spanish,1061,11821,8,Fashionistas,2024-01-23
NexGen Systems,Social Media,Men 25-34,15 days,0.04,8653.21,2.2,Chicago,French,1825,13241,3,Tech Enthusiasts,2024-01-06
Alpha Innovations,Influencer,All Ages,45 days,0.05,16701.53,5.96,Nueva York,French,1969,13614,9,Foodies,2024-01-05
NexGen Systems,Social Media,Men 18-24,60 days,0.02,7620.83,3.48,Miami,English,1784,5311,10,Fashionistas,2024-01-04
Innovate Industries,Search,Women 35-44,15 days,0.14,11247.13,3.49,Miami,French,1059,1233,1,Fashionistas,2024-01-20
Alpha Innovations,Search,Women 35-44,45 days,0.14,15529.56,3.74,Nueva Orleans,German,1710,5296,10,Fashionistas,2024-01-09
TechCorp,Influencer,Men 18-24,45 days,0.02,9959.1,4.94,Nueva Orleans,French,1150,9441,2,Outdoor Adventurers,2024-01-07
NexGen Systems,Email,All Ages,15 days,0.09,7896.25,4.78,Los Ángeles,English,1353,14737,8,Tech Enthusiasts,2024-01-30
TechCorp,Search,Women 25-34,60 days,0.07,13460.35,7.3,Nueva Orleans,English,854,1648,6,Health & Wellness,2024-01-27
Innovate Industries,Display,Women 35-44,15 days,0.08,13776.53,7.74,Las Vegas,English,1635,15373,6,Fashionistas,2024-01-03
DataTech Solutions,Email,Men 18-24,30 days,0.12,6258.2,3.51,Miami,French,1994,5946,1,Tech Enthusiasts,2024-01-04
Alpha Innovations,Email,Women 25-34,15 days,0.15,18098.0,7.44,Chicago,Spanish,847,19643,3,Tech Enthusiasts,2024-01-28
DataTech Solutions,Influencer,All Ages,30 days,0.03,14075.57,5.77,San Francisco,French,842,17858,4,Fashionistas,2024-01-27
TechCorp,Influencer,All Ages,45 days,0.06,13850.31,3.68,Seattle,Spanish,843,9586,3,Foodies,2024-01-25
Alpha Innovations,Search,Men 18-24,30 days,0.03,13405.14,7.74,Los Ángeles,Mandarin,1824,19300,8,Outdoor Adventurers,2024-01-08
Innovate Industries,Influencer,Men 18-24,30 days,0.12,7527.2,5.4,Seattle,Spanish,1973,12721,5,Outdoor Adventurers,2024-01-16
Alpha Innovations,Influencer,All Ages,15 days,0.02,11132.95,2.18,Las Vegas,French,1164,7001,9,Foodies,2024-01-24
DataTech Solutions,Display,Men 18-24,15 days,0.14,10576.37,6.37,Nueva York,French,1334,12808,4,Tech Enthusiasts,2024-01-04
Alpha Innovations,Email,Men 18-24,30 days,0.15,15949.53,2.08,Los Ángeles,German,568,10069,6,Fashionistas,2024-01-17
Alpha Innovations,Social Media,Men 18-24,15 days,0.03,9522.56,7.59,Nueva York,German,413,5800,1,Fashionistas,2024-01-25
DataTech Solutions,Influencer,Women 25-34,15 days,0.04,14870.79,7.4,Seattle,French,649,3532,7,Health & Wellness,2024-01-21
DataTech Solutions,Search,Men 18-24,45 days,0.13,16176.99,7.72,Nueva Orleans,Mandarin,999,6120,10,Outdoor Adventurers,2024-01-27
DataTech Solutions,Display,Men 18-24,60 days,0.11,7479.22,5.09,San Francisco,Spanish,1758,8586,8,Fashionistas,2024-01-08
TechCorp,Search,Women 35-44,60 days,0.01,19553.89,2.79,Nueva York,German,281,5043,4,Outdoor Adventurers,2024-01-01
DataTech Solutions,Display,Women 35-44,60 days,0.03,9261.86,7.82,Nueva York,German,1598,13057,6,Tech Enthusiasts,2024-01-20
DataTech Solutions,Social Media,All Ages,15 days,0.04,12752.19,5.42,Washington D.C.,French,1948,18022,5,Outdoor Adventurers,2024-01-30
TechCorp,Search,Women 25-34,15 days,0.11,5421.41,6.05,San Francisco,Mandarin,349,17861,8,Fashionistas,2024-01-05
Innovate Industries,Influencer,Women 25-34,60 days,0.1,7704.94,7.74,Seattle,German,967,6116,9,Foodies,2024-01-30
DataTech Solutions,Display,Women 25-34,45 days,0.04,16567.92,6.27,Los Ángeles,Spanish,155,12257,3,Health & Wellness,2024-01-17
Innovate Industries,Influencer,Women 25-34,60 days,0.12,17905.21,7.68,San Francisco,French,798,18232,7,Health & Wellness,2024-01-17
NexGen Systems,Search,Women 25-34,15 days,0.12,18143.03,6.56,Boston,English,1412,8291,6,Outdoor Adventurers,2024-01-19
Innovate Industries,Email,Women 25-34,15 days,0.12,7569.89,6.87,San Francisco,English,319,18430,4,Fashionistas,2024-01-09
DataTech Solutions,Social Media,All Ages,45 days,0.02,16514.22,2.88,Chicago,Spanish,878,9176,1,Tech Enthusiasts,2024-01-11
NexGen Systems,Email,Men 25-34,60 days,0.03,7705.33,2.22,Washington D.C.,Mandarin,579,19472,1,Fashionistas,2024-01-12
DataTech Solutions,Email,Women 35-44,45 days,0.07,19120.58,3.99,Boston,English,1404,14489,6,Tech Enthusiasts,2024-01-13
DataTech Solutions,Social Media,Men 25-34,60 days,0.03,6075.28,3.3,Los Ángeles,German,1321,19261,3,Outdoor Adventurers,2024-01-29
Innovate Industries,Search,All Ages,30 days,0.14,6575.6,7.34,Las Vegas,French,1405,6820,4,Fashionistas,2024-01-04
Innovate Industries,Social Media,All Ages,15 days,0.13,10291.51,5.46,Boston,German,1091,6406,10,Health & Wellness,2024-01-30
Innovate Industries,Email,Men 25-34,60 days,0.06,13677.98,3.1,Nueva Orleans,Spanish,1688,17955,5,Tech Enthusiasts,2024-01-19
TechCorp,Email,Women 35-44,45 days,0.04,6224.84,6.01,Los Ángeles,English,1688,19901,5,Tech Enthusiasts,2024-01-06
DataTech Solutions,Email,Men 25-34,30 days,0.05,8841.17,2.45,Las Vegas,Mandarin,1589,5124,4,Foodies,2024-01-06
NexGen Systems,Influencer,Men 18-24,45 days,0.12,12273.56,3.73,San Francisco,English,1194,13363,1,Health & Wellness,2024-01-07
DataTech Solutions,Display,Women 35-44,15 days,0.01,10429.67,3.79,San Francisco,French,1065,2178,2,Fashionistas,2024-01-15
Alpha Innovations,Display,All Ages,30 days,0.13,8574.68,4.48,Seattle,French,624,15488,9,Tech Enthusiasts,2024-01-07
Alpha Innovations,Search,Women 35-44,60 days,0.11,15589.24,4.38,Chicago,French,1490,1499,7,Outdoor Adventurers,2024-01-06
