Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Alpha Innovations,Social Media,Women 35-44,15 days,0.02,12925.97,5.6,Nueva York,Spanish,1035,19851,2,Tech Enthusiasts,2024-01-15
NexGen Systems,Email,Men 18-24,60 days,0.1,9109.57,2.04,Washington D.C.,Spanish,1773,14348,2,Health & Wellness,2024-01-23
Innovate Industries,Email,Men 25-34,15 days,0.07,12900.84,2.25,Nueva Orleans,Spanish,339,13600,1,Fashionistas,2024-01-14
NexGen Systems,Influencer,All Ages,60 days,0.12,15302.63,5.87,Seattle,English,1099,5213,6,Health & Wellness,2024-01-20
Alpha Innovations,Influencer,Women 25-34,15 days,0.06,11306.99,4.03,Nueva York,Spanish,128,15751,2,Foodies,2024-01-17
Innovate Industries,Search,Women 25-34,15 days,0.13,13654.05,3.05,Las Vegas,German,1107,14156,6,Outdoor Adventurers,2024-01-04
NexGen Systems,Influencer,Men 25-34,45 days,0.07,15221.61,5.42,Nueva Orleans,German,656,2456,9,Outdoor Adventurers,2024-01-24
Alpha Innovations,Email,Women 35-44,30 days,0.05,18606.31,2.56,Seattle,French,467,19732,2,Fashionistas,2024-01-08
Alpha Innovations,Influencer,Women 35-44,60 days,0.13,7047.49,3.07,Nueva York,Mandarin,1280,12240,1,Outdoor Adventurers,2024-01-03
Innovate Industries,Email,Men 18-24,15 days,0.11,5698.75,6.64,Los Ángeles,English,265,16701,9,Health & Wellness,2024-01-07
TechCorp,Social Media,Women 25-34,45 days,0.1,9457.38,2.03,Washington D.C.,English,1175,3942,5,Foodies,2024-01-09
Innovate Industries,Display,Women 25-34,45 days,0.1,14305.37,6.42,Chicago,English,515,8573,10,Health & Wellness,2024-01-27
DataTech Solutions,Influencer,Women 25-34,15 days,0.14,15142.58,3.26,Washington D.C.,German,536,4752,1,Tech Enthusiasts,2024-01-03
Alpha Innovations,Social Media,Men 18-24,45 days,0.03,12653.65,5.97,Las Vegas,Mandarin,1714,3797,9,Health & Wellness,2024-01-18
NexGen Systems,Search,Women 25-34,15 days,0.07,15830.99,2.5,Nueva Orleans,Spanish,1821,11844,4,Health & Wellness,2024-01-27
NexGen Systems,Email,Men 18-24,30 days,0.1,6063.2,5.68,Washington D.C.,French,1016,9094,1,Health & Wellness,2024-01-30
Alpha Innovations,Social Media,Men 18-24,15 days,0.12,11007.66,2.79,Chicago,Mandarin,1990,14595,6,Foodies,2024-01-08
TechCorp,Display,Women 25-34,30 days,0.03,14274.19,6.87,Los Ángeles,English,1444,5741,7,Health & Wellness,2024-01-18
Alpha Innovations,Influencer,Women 25-34,15 days,0.07,13492.85,4.07,Las Vegas,German,507,17035,5,Outdoor Adventurers,2024-01-23
DataTech Solutions,Social Media,All Ages,60 days,0.1,8837.27,2.27,Boston,Mandarin,1585,6043,4,Fashionistas,2024-01-14
TechCorp,Influencer,All Ages,15 days,0.09,18373.06,6.76,Los Ángeles,English,1370,10937,4,Foodies,2024-01-10
Innovate Industries,Influencer,Men 25-34,15 days,0.08,7904.1,7.47,Las Vegas,German,713,5100,2,Fashionistas,2024-01-04
TechCorp,Search,Men 25-34,15 days,0.15,12862.57,7.92,Nueva Orleans,English,1876,4500,5,Foodies,2024-01-29
Innovate Industries,Search,All Ages,15 days,0.05,6993.14,5.13,San Francisco,Mandarin,598,18191,6,Tech Enthusiasts,2024-01-15
