Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Innovate Industries,Email,Men 18-24,30 days,0.08,14517.85,7.22,Nueva York,German,1875,8147,6,Fashionistas,2022-01-08
TechCorp,Social Media,All Ages,15 days,0.13,18380.95,6.59,Nueva York,French,452,3974,9,Fashionistas,2022-01-14
DataTech Solutions,Social Media,Women 25-34,30 days,0.08,19030.26,3.77,Las Vegas,Mandarin,1065,11825,10,Foodies,2022-01-12
NexGen Systems,Display,All Ages,60 days,0.12,11326.67,5.41,Seattle,English,1785,13708,3,Outdoor Adventurers,2022-01-03
DataTech Solutions,Social Media,Women 25-34,60 days,0.02,14003.7,4.98,Seattle,English,1224,16126,4,Health & Wellness,2022-01-27
DataTech Solutions,Social Media,All Ages,30 days,0.09,6899.78,2.69,Nueva York,Spanish,1150,11812,3,Foodies,2022-01-13
NexGen Systems,Display,All Ages,60 days,0.15,16076.67,7.21,Seattle,French,658,5361,5,Foodies,2022-01-17
NexGen Systems,Social Media,All Ages,30 days,0.07,14869.84,6.56,Miami,Spanish,1969,15810,2,Health & Wellness,2022-01-06
NexGen Systems,Search,All Ages,60 days,0.09,17819.09,5.77,Chicago,Spanish,531,17164,3,Health & Wellness,2022-01-21
DataTech Solutions,Email,Women 25-34,15 days,0.12,10264.11,7.6,San Francisco,French,687,17597,3,Outdoor Adventurers,2022-01-29
NexGen Systems,Influencer,Men 25-34,15 days,0.14,12894.27,6.29,Seattle,German,1640,5702,3,Outdoor Adventurers,2022-01-21
Alpha Innovations,Display,Women 25-34,30 days,0.05,10766.79,2.74,Nueva Orleans,Mandarin,1785,3417,4,Fashionistas,2022-01-07
Innovate Industries,Social Media,Men 18-24,30 days,0.15,5711.76,7.55,Boston,Mandarin,435,4720,8,Tech Enthusiasts,2022-01-08
TechCorp,Email,Men 18-24,60 days,0.12,9235.71,5.72,Nueva York,Spanish,1514,14232,8,Fashionistas,2022-01-09
