Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Social Media,Men 25-34,45 days,0.09,10277.01,6.57,Nueva Orleans,German,262,3938,10,Fashionistas,2022-06-06
NexGen Systems,Search,Men 18-24,45 days,0.05,12765.61,7.48,Chicago,Mandarin,1093,9391,2,Tech Enthusiasts,2022-06-10
Innovate Industries,Email,Men 18-24,60 days,0.04,9961.27,5.67,Chicago,Mandarin,1930,18982,2,Outdoor Adventurers,2022-06-13
Alpha Innovations,Display,All Ages,15 days,0.03,9093.64,4.56,Chicago,German,1030,6713,7,Tech Enthusiasts,2022-06-28
TechCorp,Influencer,Men 18-24,30 days,0.06,17732.9,4.03,Nueva Orleans,Mandarin,470,17273,7,Fashionistas,2022-06-17
Alpha Innovations,Social Media,All Ages,60 days,0.1,14727.9,3.08,Seattle,Mandarin,1398,4672,8,Foodies,2022-06-07
DataTech Solutions,Influencer,All Ages,15 days,0.13,16646.71,3.66,Seattle,English,1413,15156,5,Outdoor Adventurers,2022-06-13
NexGen Systems,Search,Women 35-44,60 days,0.07,6102.27,7.07,Seattle,French,1527,4545,2,Tech Enthusiasts,2022-06-27
TechCorp,Search,All Ages,30 days,0.1,14396.96,7.41,Miami,French,117,15476,5,Outdoor Adventurers,2022-06-28
DataTech Solutions,Search,Women 25-34,15 days,0.05,18880.39,7.78,Boston,English,1996,11507,2,Health & Wellness,2022-06-27
DataTech Solutions,Display,All Ages,30 days,0.05,7842.11,6.52,Chicago,English,776,4426,6,Tech Enthusiasts,2022-06-02
Innovate Industries,Email,Women 35-44,60 days,0.04,17999.18,5.79,Las Vegas,German,161,11527,2,Foodies,2022-06-10
DataTech Solutions,Social Media,Women 35-44,30 days,0.13,17521.41,5.28,Chicago,German,1065,8357,2,Tech Enthusiasts,2022-06-01
Alpha Innovations,Display,Women 35-44,60 days,0.04,14865.99,5.28,Washington D.C.,Mandarin,739,7588,5,Tech Enthusiasts,2022-06-21
Innovate Industries,Display,Men 25-34,30 days,0.02,9949.21,2.16,Los Ángeles,German,141,3583,10,Health & Wellness,2022-06-16
NexGen Systems,Social Media,Men 25-34,45 days,0.05,9415.79,5.77,Los Ángeles,French,119,2785,8,Fashionistas,2022-06-19
Alpha Innovations,Social Media,Women 25-34,15 days,0.07,10914.27,2.79,Washington D.C.,English,1888,19311,10,Health & Wellness,2022-06-08
Innovate Industries,Search,Women 25-34,60 days,0.02,12139.49,3.33,Las Vegas,Spanish,1780,14158,1,Tech Enthusiasts,2022-06-02
TechCorp,Search,Women 25-34,45 days,0.1,16250.13,3.35,Nueva Orleans,Spanish,1488,2194,5,Foodies,2022-06-26
NexGen Systems,Email,Women 25-34,15 days,0.12,17669.85,3.72,Washington D.C.,German,616,19382,4,Health & Wellness,2022-06-26
Alpha Innovations,Social Media,Women 25-34,60 days,0.05,15203.5,5.76,San Francisco,French,372,2911,9,Health & Wellness,2022-06-16
NexGen Systems,Display,Men 18-24,45 days,0.02,11003.35,4.76,Nueva Orleans,French,783,6622,3,Outdoor Adventurers,2022-06-10
NexGen Systems,Email,Men 18-24,45 days,0.01,15595.21,5.15,Chicago,Spanish,1974,3010,10,Foodies,2022-06-08
Alpha Innovations,Social Media,Women 25-34,45 days,0.1,13383.32,3.14,Seattle,French,136,12540,8,Fashionistas,2022-06-01
TechCorp,Search,Men 18-24,30 days,0.06,17645.53,5.66,Los Ángeles,English,749,14629,7,Fashionistas,2022-06-22
DataTech Solutions,Influencer,Women 35-44,60 days,0.1,18354.72,5.32,Los Ángeles,French,387,5448,1,Fashionistas,2022-06-06
Innovate Industries,Social Media,Women 35-44,30 days,0.03,7998.49,7.04,Nueva York,German,143,9662,1,Health & Wellness,2022-06-18
Alpha Innovations,Search,Women 25-34,15 days,0.1,18701.03,4.8,Los Ángeles,German,1378,14300,7,Health & Wellness,2022-06-19
DataTech Solutions,Influencer,Women 25-34,60 days,0.14,11100.0,4.92,Chicago,English,847,6913,4,Foodies,2022-06-09
NexGen Systems,Search,All Ages,60 days,0.02,18315.34,4.95,Chicago,French,1221,9781,1,Fashionistas,2022-06-21
