Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Innovate Industries,Search,Women 25-34,30 days,0.13,12213.35,6.38,Miami,Mandarin,1823,3481,7,Tech Enthusiasts,2022-09-25
NexGen Systems,Email,Men 18-24,15 days,0.02,18590.03,4.58,San Francisco,German,383,12367,4,Tech Enthusiasts,2022-09-11
DataTech Solutions,Display,Men 25-34,15 days,0.02,16138.77,7.25,Nueva Orleans,English,1696,8582,5,Tech Enthusiasts,2022-09-02
DataTech Solutions,Display,Women 35-44,60 days,0.11,10952.91,5.87,Miami,English,955,4292,7,Tech Enthusiasts,2022-09-03
TechCorp,Search,All Ages,45 days,0.11,6799.52,2.44,Nueva York,English,1389,2825,6,Fashionistas,2022-09-22
DataTech Solutions,Display,All Ages,15 days,0.13,15460.66,3.96,Miami,Spanish,1308,19566,2,Foodies,2022-09-02
DataTech Solutions,Display,Women 35-44,30 days,0.12,6907.72,6.24,Chicago,German,1220,9992,10,Outdoor Adventurers,2022-09-21
DataTech Solutions,Social Media,Women 25-34,45 days,0.07,8275.15,3.6,Washington D.C.,Mandarin,708,15481,8,Outdoor Adventurers,2022-09-04
NexGen Systems,Influencer,Men 25-34,15 days,0.02,9245.18,7.0,Washington D.C.,Mandarin,576,19981,9,Health & Wellness,2022-09-15
DataTech Solutions,Influencer,Men 18-24,30 days,0.04,7729.74,5.83,Washington D.C.,Mandarin,584,3283,9,Tech Enthusiasts,2022-09-10
Innovate Industries,Display,All Ages,30 days,0.1,19754.27,3.09,Nueva York,Mandarin,1736,13352,3,Foodies,2022-09-09
DataTech Solutions,Search,All Ages,15 days,0.11,5436.77,3.89,Los Ángeles,Mandarin,1415,16819,8,Tech Enthusiasts,2022-09-11
Alpha Innovations,Search,Men 18-24,30 days,0.03,16553.82,4.2,Nueva Orleans,French,1663,6268,1,Health & Wellness,2022-09-29
DataTech Solutions,Search,Women 25-34,30 days,0.06,12773.65,2.32,Miami,English,1333,5509,5,Tech Enthusiasts,2022-09-01
NexGen Systems,Social Media,Women 25-34,30 days,0.03,14799.83,7.04,Nueva York,French,1341,9975,9,Fashionistas,2022-09-03
Alpha Innovations,Search,Women 25-34,30 days,0.02,10709.53,7.41,San Francisco,Mandarin,1873,7797,6,Tech Enthusiasts,2022-09-25
DataTech Solutions,Social Media,All Ages,30 days,0.13,8530.41,6.12,Miami,German,455,13267,1,Fashionistas,2022-09-22
Alpha Innovations,Display,Men 18-24,15 days,0.02,19813.38,6.95,Boston,English,211,18015,5,Tech Enthusiasts,2022-09-26
NexGen Systems,Social Media,Women 35-44,15 days,0.13,11413.99,5.6,Boston,French,770,15788,1,Foodies,2022-09-04
Innovate Industries,Email,Men 18-24,15 days,0.09,14841.2,3.2,Washington D.C.,French,1086,9120,6,Tech Enthusiasts,2022-09-15
NexGen Systems,Social Media,Women 35-44,45 days,0.05,7903.68,7.3,Miami,Spanish,1268,2316,3,Fashionistas,2022-09-02
DataTech Solutions,Email,Men 25-34,15 days,0.15,12044.44,4.38,Miami,English,183,6403,4,Health & Wellness,2022-09-20
Innovate Industries,Display,Men 18-24,60 days,0.09,9876.32,2.11,Las Vegas,German,1528,1492,3,Fashionistas,2022-09-27
Alpha Innovations,Influencer,All Ages,45 days,0.02,12864.22,2.03,Las Vegas,Spanish,1119,14590,7,Fashionistas,2022-09-05
NexGen Systems,Search,Women 35-44,60 days,0.04,12291.4,7.41,Chicago,Spanish,1985,9211,1,Health & Wellness,2022-09-23
DataTech Solutions,Display,All Ages,30 days,0.05,17349.24,5.94,Chicago,French,1482,9725,8,Foodies,2022-09-12
DataTech Solutions,Social Media,Men 25-34,60 days,0.13,5418.98,3.72,Miami,Spanish,257,4774,9,Fashionistas,2022-09-26
NexGen Systems,Social Media,Women 25-34,15 days,0.07,8907.83,5.11,Miami,German,630,10477,6,Tech Enthusiasts,2022-09-26
DataTech Solutions,Search,Men 18-24,45 days,0.14,6398.82,4.99,San Francisco,French,1840,17922,6,Tech Enthusiasts,2022-09-25
DataTech Solutions,Email,All Ages,60 days,0.03,19391.68,5.2,Miami,Mandarin,1452,16083,4,Tech Enthusiasts,2022-09-04
DataTech Solutions,Email,Women 25-34,45 days,0.14,5307.23,6.71,Washington D.C.,English,807,7610,3,Fashionistas,2022-09-19
