Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Alpha Innovations,Display,All Ages,15 days,0.02,16578.9,5.49,Washington D.C.,German,1565,1449,4,Foodies,2022-07-09
Innovate Industries,Influencer,Women 35-44,15 days,0.03,11751.87,4.3,Nueva Orleans,French,1420,19464,1,Health & Wellness,2022-07-24
Innovate Industries,Influencer,Men 25-34,60 days,0.1,16419.52,6.8,Las Vegas,Spanish,1058,15539,7,Tech Enthusiasts,2022-07-12
TechCorp,Influencer,Women 25-34,30 days,0.11,18269.58,6.0,Washington D.C.,English,1113,14906,7,Health & Wellness,2022-07-30
Innovate Industries,Social Media,All Ages,15 days,0.1,17294.43,4.7,Washington D.C.,English,618,14790,10,Tech Enthusiasts,2022-07-27
Innovate Industries,Social Media,Women 35-44,60 days,0.13,7669.21,5.94,Miami,German,1776,14289,8,Health & Wellness,2022-07-02
TechCorp,Influencer,Women 35-44,60 days,0.06,14399.13,2.64,Chicago,Spanish,1349,3866,9,Outdoor Adventurers,2022-07-19
DataTech Solutions,Influencer,Men 25-34,30 days,0.13,13889.1,7.72,Seattle,French,1715,10469,10,Outdoor Adventurers,2022-07-07
TechCorp,Social Media,Women 35-44,45 days,0.01,11861.75,5.6,Las Vegas,Mandarin,491,16969,1,Health & Wellness,2022-07-27
DataTech Solutions,Influencer,Women 25-34,60 days,0.04,10306.15,4.75,Nueva York,French,214,10844,4,Fashionistas,2022-07-18
Innovate Industries,Social Media,Women 35-44,60 days,0.13,15370.47,2.86,Los Ángeles,German,1755,17428,9,Fashionistas,2022-07-21
NexGen Systems,Display,All Ages,45 days,0.14,18426.71,3.01,Los Ángeles,German,1364,18072,4,Health & Wellness,2022-07-13
DataTech Solutions,Email,Men 25-34,15 days,0.12,11655.02,4.43,Miami,Mandarin,322,12553,6,Outdoor Adventurers,2022-07-09
NexGen Systems,Display,Women 35-44,15 days,0.15,9126.91,7.2,Washington D.C.,Mandarin,1555,12313,5,Fashionistas,2022-07-27
Alpha Innovations,Email,Men 25-34,15 days,0.11,15805.76,5.42,Nueva Orleans,Mandarin,1524,2224,8,Outdoor Adventurers,2022-07-29
DataTech Solutions,Influencer,Women 25-34,60 days,0.04,18182.85,4.18,Nueva York,French,428,17190,6,Fashionistas,2022-07-07
NexGen Systems,Social Media,Women 25-34,30 days,0.13,17962.98,5.46,Las Vegas,English,401,9855,4,Fashionistas,2022-07-17
Innovate Industries,Search,All Ages,30 days,0.1,7679.37,7.35,Washington D.C.,German,880,16201,2,Tech Enthusiasts,2022-07-27
DataTech Solutions,Social Media,All Ages,60 days,0.13,14063.25,3.54,Washington D.C.,English,1894,18538,2,Tech Enthusiasts,2022-07-20
TechCorp,Social Media,Men 25-34,60 days,0.06,14550.82,7.71,Las Vegas,German,1652,14792,8,Fashionistas,2022-07-27
Innovate Industries,Email,Men 18-24,45 days,0.05,10923.52,7.11,Boston,English,1059,14170,10,Health & Wellness,2022-07-06
DataTech Solutions,Social Media,Men 25-34,45 days,0.12,8197.13,5.81,Boston,Mandarin,871,10457,7,Health & Wellness,2022-07-24
DataTech Solutions,Display,Men 18-24,60 days,0.1,12716.36,4.45,Nueva York,German,1846,2504,10,Foodies,2022-07-10
NexGen Systems,Display,Men 18-24,45 days,0.03,5097.75,3.75,Miami,German,306,14906,6,Fashionistas,2022-07-08
TechCorp,Email,Women 25-34,30 days,0.14,14946.07,4.2,Nueva York,Spanish,827,1859,5,Outdoor Adventurers,2022-07-24
TechCorp,Search,Women 35-44,30 days,0.09,13387.84,4.35,Nueva York,Spanish,300,7058,2,Outdoor Adventurers,2022-07-23
NexGen Systems,Search,Men 18-24,30 days,0.12,8575.75,3.91,Miami,French,888,12554,7,Health & Wellness,2022-07-22
Alpha Innovations,Email,Men 25-34,30 days,0.12,19120.01,2.64,Seattle,Spanish,1972,19420,6,Outdoor Adventurers,2022-07-09
TechCorp,Social Media,Men 25-34,60 days,0.14,18370.74,6.65,Nueva Orleans,Spanish,1839,7077,9,Fashionistas,2022-07-22
NexGen Systems,Email,Men 18-24,60 days,0.06,12110.2,6.27,Nueva Orleans,Mandarin,241,14527,10,Health & Wellness,2022-07-01
TechCorp,Search,Men 18-24,60 days,0.06,14147.76,6.58,Nueva Orleans,French,116,15484,9,Foodies,2022-07-04
Innovate Industries,Social Media,All Ages,15 days,0.07,10468.61,3.15,Seattle,Mandarin,457,2556,7,Tech Enthusiasts,2022-07-29
TechCorp,Email,Women 25-34,45 days,0.07,5404.89,4.53,San Francisco,English,358,6676,3,Fashionistas,2022-07-04
Alpha Innovations,Influencer,Women 25-34,30 days,0.03,18647.6,4.01,Seattle,Spanish,248,12218,9,Foodies,2022-07-29
TechCorp,Display,Women 25-34,45 days,0.08,10370.6,7.23,Chicago,Spanish,1355,4121,1,Foodies,2022-07-23
Innovate Industries,Email,Women 35-44,15 days,0.06,15313.37,5.5,Nueva York,German,285,19524,4,Tech Enthusiasts,2022-07-28
Innovate Industries,Social Media,Women 25-34,30 days,0.11,5036.89,4.54,Nueva York,French,776,14227,10,Foodies,2022-07-22
Innovate Industries,Search,All Ages,60 days,0.11,11713.72,3.18,Nueva York,Spanish,517,19117,9,Outdoor Adventurers,2022-07-01
Innovate Industries,Search,All Ages,45 days,0.12,9849.77,2.06,Los Ángeles,English,934,12808,1,Outdoor Adventurers,2022-07-01
NexGen Systems,Influencer,Women 25-34,15 days,0.07,15277.96,3.21,Boston,German,965,2768,4,Health & Wellness,2022-07-12
TechCorp,Social Media,Women 25-34,30 days,0.04,11977.45,7.17,Las Vegas,Spanish,1914,15997,2,Fashionistas,2022-07-01
TechCorp,Influencer,Men 18-24,60 days,0.03,15408.65,2.49,Washington D.C.,French,797,3420,8,Foodies,2022-07-13
DataTech Solutions,Influencer,Women 35-44,15 days,0.09,16546.04,5.5,Miami,German,353,15305,2,Outdoor Adventurers,2022-07-07
Innovate Industries,Display,Men 25-34,15 days,0.11,13022.57,5.89,Nueva Orleans,German,1221,10799,5,Health & Wellness,2022-07-14
Alpha Innovations,Influencer,Men 25-34,30 days,0.06,12007.45,7.06,Miami,French,104,7080,9,Fashionistas,2022-07-30
Innovate Industries,Display,Men 18-24,15 days,0.11,10740.23,6.29,Los Ángeles,English,1882,7970,6,Tech Enthusiasts,2022-07-27
Innovate Industries,Display,Men 18-24,60 days,0.1,19595.71,5.73,Washington D.C.,Spanish,647,15240,5,Fashionistas,2022-07-10
Innovate Industries,Email,Men 18-24,45 days,0.12,5925.2,7.35,Las Vegas,German,1723,4341,4,Tech Enthusiasts,2022-07-08
Innovate Industries,Influencer,Women 35-44,15 days,0.04,11643.46,7.11,Seattle,German,1631,11833,7,Health & Wellness,2022-07-18
DataTech Solutions,Display,Men 25-34,15 days,0.09,5342.79,6.18,Nueva York,Mandarin,1210,9068,6,Foodies,2022-07-17
Innovate Industries,Display,Women 25-34,60 days,0.14,9415.5,7.4,Nueva York,Spanish,1771,13605,6,Foodies,2022-07-09
Innovate Industries,Search,Women 35-44,60 days,0.15,15917.33,5.92,Chicago,English,1923,13407,10,Health & Wellness,2022-07-10
Innovate Industries,Search,All Ages,15 days,0.15,6811.07,4.95,Seattle,French,489,8288,1,Tech Enthusiasts,2022-07-13
Alpha Innovations,Social Media,Men 25-34,15 days,0.09,14685.44,7.11,Seattle,French,1648,9874,10,Outdoor Adventurers,2022-07-06
DataTech Solutions,Display,Women 25-34,45 days,0.11,15691.81,6.79,Nueva York,Mandarin,767,8865,5,Health & Wellness,2022-07-15
Innovate Industries,Influencer,Men 18-24,30 days,0.09,14323.43,4.75,Los Ángeles,French,1581,13378,9,Health & Wellness,2022-07-20
NexGen Systems,Influencer,Men 25-34,45 days,0.09,9339.18,2.23,Nueva Orleans,French,1227,8278,3,Foodies,2022-07-02
Alpha Innovations,Social Media,Men 18-24,45 days,0.08,17650.59,3.67,Nueva York,English,586,12791,5,Tech Enthusiasts,2022-07-02
Innovate Industries,Social Media,Men 25-34,30 days,0.09,7330.12,5.79,Miami,Mandarin,986,10352,3,Fashionistas,2022-07-22
Alpha Innovations,Influencer,Women 35-44,15 days,0.04,14258.37,4.82,Nueva Orleans,Spanish,384,17508,10,Outdoor Adventurers,2022-07-04
TechCorp,Display,Women 25-34,30 days,0.11,15566.35,2.71,Washington D.C.,English,1718,6187,5,Fashionistas,2022-07-28
DataTech Solutions,Search,Women 25-34,45 days,0.05,10599.45,2.3,Washington D.C.,German,1578,11861,7,Fashionistas,2022-07-28
Innovate Industries,Search,Women 25-34,60 days,0.13,11642.92,7.16,Nueva York,English,1937,14502,4,Health & Wellness,2022-07-18
DataTech Solutions,Email,Men 18-24,45 days,0.1,13626.05,5.29,Boston,English,683,1061,9,Tech Enthusiasts,2022-07-02
TechCorp,Display,Women 25-34,15 days,0.13,19596.46,4.96,Washington D.C.,English,233,14712,5,Outdoor Adventurers,2022-07-11
Innovate Industries,Search,Men 18-24,45 days,0.14,18596.19,7.83,Seattle,Spanish,232,5465,6,Outdoor Adventurers,2022-07-09
DataTech Solutions,Display,Women 25-34,30 days,0.14,8290.55,6.18,San Francisco,Mandarin,1623,15458,6,Fashionistas,2022-07-17
Alpha Innovations,Display,Men 18-24,45 days,0.11,13993.55,4.36,Seattle,Mandarin,839,12793,3,Outdoor Adventurers,2022-07-01
DataTech Solutions,Influencer,Men 25-34,60 days,0.1,14053.95,6.45,Los Ángeles,English,470,15810,8,Foodies,2022-07-26
DataTech Solutions,Email,Men 25-34,45 days,0.13,12485.16,6.49,Boston,Mandarin,1060,18317,7,Outdoor Adventurers,2022-07-20
NexGen Systems,Social Media,Men 25-34,30 days,0.15,10263.67,3.54,Washington D.C.,Mandarin,1021,1953,10,Fashionistas,2022-07-02
Alpha Innovations,Social Media,Women 25-34,15 days,0.15,7198.03,3.0,Seattle,English,257,17928,9,Outdoor Adventurers,2022-07-17
Innovate Industries,Search,Women 35-44,45 days,0.1,9856.19,7.18,Las Vegas,Spanish,449,4976,1,Outdoor Adventurers,2022-07-19
DataTech Solutions,Influencer,All Ages,60 days,0.1,6055.17,2.45,Nueva Orleans,Mandarin,671,8717,7,Fashionistas,2022-07-21
Innovate Industries,Influencer,All Ages,15 days,0.06,5500.81,2.01,Miami,Spanish,777,2140,9,Tech Enthusiasts,2022-07-10
DataTech Solutions,Influencer,All Ages,30 days,0.13,10395.01,3.1,Chicago,French,215,19336,2,Health & Wellness,2022-07-20
Alpha Innovations,Search,Women 25-34,45 days,0.14,8610.01,4.06,Washington D.C.,German,332,16133,4,Outdoor Adventurers,2022-07-03
NexGen Systems,Influencer,Men 25-34,15 days,0.04,11029.2,6.86,Miami,Mandarin,506,10788,3,Tech Enthusiasts,2022-07-15
Alpha Innovations,Email,All Ages,30 days,0.04,5494.26,5.23,Los Ángeles,Mandarin,267,4679,6,Fashionistas,2022-07-08
TechCorp,Social Media,Men 25-34,45 days,0.01,16477.67,4.04,Los Ángeles,German,1465,14274,8,Outdoor Adventurers,2022-07-03
Alpha Innovations,Social Media,Women 35-44,60 days,0.03,13126.05,3.65,Miami,Spanish,919,9828,3,Tech Enthusiasts,2022-07-29
TechCorp,Search,Men 18-24,30 days,0.09,5312.13,6.78,Washington D.C.,German,1614,10395,2,Tech Enthusiasts,2022-07-23
NexGen Systems,Email,All Ages,45 days,0.08,6586.2,4.03,Miami,French,1314,12624,2,Tech Enthusiasts,2022-07-25
Innovate Industries,Influencer,Men 18-24,45 days,0.14,11302.2,6.92,Nueva York,English,1586,1325,2,Tech Enthusiasts,2022-07-20
Alpha Innovations,Social Media,Men 25-34,15 days,0.11,12457.77,3.41,Boston,French,1169,6348,10,Tech Enthusiasts,2022-07-06
Innovate Industries,Email,Women 35-44,45 days,0.1,15054.77,3.98,Boston,French,590,15813,3,Tech Enthusiasts,2022-07-23
TechCorp,Email,Men 18-24,60 days,0.02,11491.98,5.98,Boston,Spanish,221,14666,4,Health & Wellness,2022-07-15
TechCorp,Display,All Ages,45 days,0.15,19065.41,2.19,Nueva Orleans,English,455,14762,7,Health & Wellness,2022-07-08
Alpha Innovations,Email,All Ages,60 days,0.09,6751.16,7.26,Boston,German,1480,17659,5,Fashionistas,2022-07-07
NexGen Systems,Display,Men 18-24,45 days,0.05,11436.45,4.18,Washington D.C.,English,1701,18195,5,Foodies,2022-07-25
DataTech Solutions,Display,Men 18-24,30 days,0.01,13706.81,5.24,Miami,French,1776,12488,8,Tech Enthusiasts,2022-07-16
Innovate Industries,Influencer,Women 35-44,60 days,0.03,14625.35,6.2,Boston,Mandarin,1274,1987,7,Fashionistas,2022-07-11
Alpha Innovations,Search,Men 18-24,45 days,0.07,9564.42,3.39,Seattle,Spanish,1857,1909,1,Health & Wellness,2022-07-11
DataTech Solutions,Social Media,Men 18-24,60 days,0.03,6776.7,3.5,San Francisco,Mandarin,1346,5461,9,Fashionistas,2022-07-29
Innovate Industries,Social Media,Men 25-34,30 days,0.04,19629.4,3.32,Chicago,Spanish,1638,10278,7,Outdoor Adventurers,2022-07-19
NexGen Systems,Influencer,Women 35-44,45 days,0.04,16677.31,2.91,Miami,Spanish,376,15772,10,Fashionistas,2022-07-18
Alpha Innovations,Influencer,All Ages,45 days,0.13,5974.31,7.22,Boston,German,1883,2418,4,Health & Wellness,2022-07-20
DataTech Solutions,Search,Men 18-24,15 days,0.1,14653.14,3.2,Las Vegas,Spanish,1592,14804,10,Foodies,2022-07-07
Alpha Innovations,Search,Women 35-44,15 days,0.13,5968.17,4.54,Nueva York,Mandarin,788,18275,4,Foodies,2022-07-24
Alpha Innovations,Search,Women 35-44,45 days,0.02,14115.04,3.46,Nueva York,French,1473,9344,2,Fashionistas,2022-07-05
Alpha Innovations,Social Media,Men 25-34,30 days,0.08,10511.17,5.65,Los Ángeles,Spanish,1041,11741,4,Health & Wellness,2022-07-22
DataTech Solutions,Display,Women 25-34,30 days,0.11,5809.07,7.13,Boston,Spanish,171,19085,7,Tech Enthusiasts,2022-07-12
DataTech Solutions,Influencer,All Ages,15 days,0.15,6260.4,4.22,Boston,German,1229,8188,1,Fashionistas,2022-07-06
Innovate Industries,Search,Women 25-34,60 days,0.03,12381.58,2.39,Washington D.C.,Mandarin,575,6487,7,Health & Wellness,2022-07-17
TechCorp,Influencer,Women 25-34,30 days,0.09,17036.27,5.98,Las Vegas,French,925,16723,1,Foodies,2022-07-28
