Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Email,Men 25-34,60 days,0.09,5380.29,2.98,Washington D.C.,Spanish,172,15513,4,Foodies,2023-06-12
DataTech Solutions,Email,Men 18-24,45 days,0.13,12324.5,5.63,Miami,German,415,18767,4,Tech Enthusiasts,2023-06-07
Innovate Industries,Search,Women 25-34,30 days,0.02,12682.91,5.91,Las Vegas,Spanish,505,5305,9,Fashionistas,2023-06-07
NexGen Systems,Social Media,All Ages,30 days,0.03,16102.66,7.62,Los Ángeles,Spanish,320,9494,6,Fashionistas,2023-06-11
TechCorp,Social Media,Men 25-34,15 days,0.15,13371.66,5.27,Miami,English,1256,15955,6,Fashionistas,2023-06-23
TechCorp,Display,Women 35-44,15 days,0.05,6079.86,5.59,Nueva Orleans,Spanish,1194,15702,3,Fashionistas,2023-06-05
Innovate Industries,Display,All Ages,45 days,0.03,7582.95,2.61,Seattle,English,533,8862,1,Health & Wellness,2023-06-02
Alpha Innovations,Social Media,Men 18-24,15 days,0.14,17712.12,3.71,Los Ángeles,Spanish,156,16648,1,Foodies,2023-06-11
DataTech Solutions,Social Media,Men 25-34,45 days,0.06,13972.1,7.21,Miami,Mandarin,498,17636,10,Foodies,2023-06-29
TechCorp,Email,All Ages,45 days,0.12,13763.79,6.09,Los Ángeles,English,892,15181,2,Foodies,2023-06-18
NexGen Systems,Display,All Ages,60 days,0.14,13829.71,4.01,Miami,German,1809,17730,1,Outdoor Adventurers,2023-06-10
TechCorp,Search,Women 35-44,60 days,0.07,8304.86,5.45,Boston,Mandarin,362,12665,3,Health & Wellness,2023-06-21
NexGen Systems,Email,Women 35-44,45 days,0.03,14836.17,7.57,Seattle,French,1207,10110,4,Tech Enthusiasts,2023-06-28
TechCorp,Influencer,Men 18-24,45 days,0.04,8560.97,6.25,San Francisco,Mandarin,1715,18145,7,Outdoor Adventurers,2023-06-26
NexGen Systems,Display,All Ages,15 days,0.14,19836.02,4.33,Boston,English,806,4174,8,Fashionistas,2023-06-07
TechCorp,Social Media,All Ages,60 days,0.02,16189.71,6.89,Nueva York,German,1823,19822,8,Fashionistas,2023-06-27
Innovate Industries,Social Media,Women 25-34,15 days,0.07,19809.75,2.6,Las Vegas,Mandarin,697,15096,6,Tech Enthusiasts,2023-06-04
TechCorp,Email,Men 18-24,60 days,0.14,6181.93,3.08,Nueva Orleans,English,1633,11229,4,Health & Wellness,2023-06-02
Innovate Industries,Display,Men 18-24,45 days,0.04,14796.72,2.77,Boston,English,1001,8253,4,Outdoor Adventurers,2023-06-07
TechCorp,Search,Men 25-34,45 days,0.07,8714.72,7.7,Los Ángeles,Spanish,1744,8096,7,Foodies,2023-06-21
Innovate Industries,Influencer,All Ages,45 days,0.14,13626.31,6.38,Washington D.C.,German,1822,1907,2,Outdoor Adventurers,2023-06-07
Innovate Industries,Display,Women 35-44,45 days,0.14,6438.91,6.21,Chicago,Spanish,657,2947,8,Health & Wellness,2023-06-18
Innovate Industries,Email,Women 25-34,45 days,0.1,9032.49,3.54,Seattle,French,1568,7869,9,Outdoor Adventurers,2023-06-16
Innovate Industries,Search,Men 18-24,15 days,0.11,7292.8,6.48,Miami,English,260,16439,2,Outdoor Adventurers,2023-06-07
Alpha Innovations,Search,All Ages,30 days,0.02,9528.36,7.94,Nueva Orleans,French,838,8952,5,Tech Enthusiasts,2023-06-13
Innovate Industries,Email,Men 18-24,45 days,0.01,13641.45,5.33,San Francisco,German,370,12798,10,Tech Enthusiasts,2023-06-24
TechCorp,Influencer,Women 35-44,15 days,0.04,16320.22,7.01,San Francisco,Mandarin,1937,9487,7,Health & Wellness,2023-06-07
Alpha Innovations,Influencer,All Ages,30 days,0.06,8593.25,4.99,Nueva York,French,1757,15500,3,Tech Enthusiasts,2023-06-01
TechCorp,Influencer,Men 18-24,15 days,0.09,18164.37,7.02,Nueva Orleans,Spanish,688,15953,4,Foodies,2023-06-25
NexGen Systems,Influencer,All Ages,45 days,0.04,19014.59,5.02,Nueva York,English,1944,8737,3,Foodies,2023-06-11
Alpha Innovations,Search,All Ages,15 days,0.02,12585.85,5.41,San Francisco,German,697,3587,1,Outdoor Adventurers,2023-06-08
Innovate Industries,Display,Women 25-34,15 days,0.11,19187.15,7.17,Miami,French,523,3120,5,Health & Wellness,2023-06-24
TechCorp,Email,Women 25-34,30 days,0.08,13130.63,6.31,Miami,German,606,9459,1,Fashionistas,2023-06-03
DataTech Solutions,Email,Men 25-34,45 days,0.04,16425.79,6.95,Nueva York,German,1424,8307,7,Outdoor Adventurers,2023-06-18
NexGen Systems,Display,Men 18-24,30 days,0.04,6185.39,6.53,Nueva Orleans,Mandarin,248,1039,5,Tech Enthusiasts,2023-06-17
Innovate Industries,Social Media,Men 25-34,60 days,0.09,12667.62,6.15,Seattle,English,387,11362,5,Fashionistas,2023-06-07
TechCorp,Display,Women 25-34,15 days,0.08,16775.63,4.19,Seattle,Mandarin,1589,11658,7,Health & Wellness,2023-06-25
DataTech Solutions,Search,Women 25-34,15 days,0.05,9552.21,5.43,Los Ángeles,German,975,18005,9,Fashionistas,2023-06-08
NexGen Systems,Search,All Ages,45 days,0.11,17603.04,7.01,Chicago,English,1608,11457,8,Outdoor Adventurers,2023-06-03
DataTech Solutions,Email,Men 25-34,30 days,0.07,9890.51,4.97,Nueva York,Mandarin,772,18433,7,Health & Wellness,2023-06-23
TechCorp,Display,Women 35-44,15 days,0.06,13107.71,2.34,Miami,French,1006,1939,9,Tech Enthusiasts,2023-06-16
Innovate Industries,Email,All Ages,30 days,0.13,8876.3,7.87,Las Vegas,Mandarin,128,13485,7,Tech Enthusiasts,2023-06-24
DataTech Solutions,Email,All Ages,15 days,0.05,6233.26,4.22,Los Ángeles,English,830,18566,2,Health & Wellness,2023-06-22
Innovate Industries,Email,Men 25-34,15 days,0.05,17684.85,2.38,Las Vegas,English,836,13344,1,Outdoor Adventurers,2023-06-19
Innovate Industries,Influencer,Men 25-34,45 days,0.14,9010.13,7.8,Boston,German,1213,4127,3,Tech Enthusiasts,2023-06-22
TechCorp,Influencer,Men 25-34,30 days,0.02,8382.28,6.01,Seattle,German,720,3667,3,Health & Wellness,2023-06-02
NexGen Systems,Search,Women 25-34,60 days,0.02,5621.05,6.0,Nueva Orleans,French,513,17453,10,Foodies,2023-06-07
DataTech Solutions,Influencer,Women 35-44,30 days,0.08,7257.45,3.69,Nueva York,Spanish,187,16069,2,Fashionistas,2023-06-16
TechCorp,Influencer,Men 25-34,15 days,0.03,10466.88,6.5,Seattle,English,1492,16826,8,Health & Wellness,2023-06-05
Alpha Innovations,Display,Men 25-34,45 days,0.05,15586.33,3.28,Nueva York,Mandarin,720,14404,1,Foodies,2023-06-11
DataTech Solutions,Search,Women 35-44,30 days,0.06,16132.53,8.0,Nueva York,English,1970,12449,8,Health & Wellness,2023-06-01
NexGen Systems,Email,Men 18-24,15 days,0.15,8127.94,4.37,Los Ángeles,Mandarin,1443,6177,7,Outdoor Adventurers,2023-06-17
Innovate Industries,Search,Women 35-44,60 days,0.11,19996.04,4.2,Las Vegas,German,791,3450,3,Foodies,2023-06-19
Alpha Innovations,Social Media,All Ages,60 days,0.07,17198.48,5.2,Los Ángeles,Mandarin,472,16927,6,Foodies,2023-06-19
NexGen Systems,Influencer,All Ages,30 days,0.01,11847.22,6.43,Las Vegas,English,1820,18805,7,Health & Wellness,2023-06-17
