Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Email,Men 25-34,45 days,0.1,10153.54,3.5,Nueva Orleans,German,157,6869,6,Foodies,2022-07-07
Alpha Innovations,Social Media,All Ages,45 days,0.04,12855.92,5.15,Seattle,English,1972,18682,6,Foodies,2022-07-25
Innovate Industries,Email,Women 35-44,60 days,0.03,17226.28,2.28,Chicago,English,109,9575,10,Outdoor Adventurers,2022-07-04
Alpha Innovations,Display,Women 35-44,15 days,0.04,9766.38,4.26,San Francisco,German,1288,8133,8,Fashionistas,2022-07-17
DataTech Solutions,Email,Men 25-34,15 days,0.13,12765.71,7.99,Boston,German,870,2717,9,Foodies,2022-07-07
TechCorp,Social Media,All Ages,30 days,0.02,10326.19,2.64,Miami,French,1090,1617,9,Fashionistas,2022-07-21
TechCorp,Search,Women 25-34,30 days,0.09,7969.34,4.69,Los Ángeles,French,831,5768,6,Fashionistas,2022-07-08
Alpha Innovations,Influencer,Men 18-24,15 days,0.02,8960.78,3.97,Las Vegas,Spanish,1492,10474,6,Outdoor Adventurers,2022-07-04
Alpha Innovations,Display,Men 25-34,45 days,0.06,11698.74,2.98,Las Vegas,English,109,11487,9,Outdoor Adventurers,2022-07-15
NexGen Systems,Search,Women 25-34,45 days,0.03,11828.69,5.08,Nueva York,German,925,2404,9,Health & Wellness,2022-07-17
DataTech Solutions,Email,Women 35-44,30 days,0.02,10561.85,4.38,Boston,Mandarin,1279,3189,2,Foodies,2022-07-23
Innovate Industries,Search,All Ages,15 days,0.13,18844.4,7.85,Chicago,French,518,10663,1,Health & Wellness,2022-07-15
Alpha Innovations,Search,Women 25-34,15 days,0.06,11505.56,5.48,Washington D.C.,French,1050,16217,9,Fashionistas,2022-07-08
NexGen Systems,Email,Women 25-34,30 days,0.05,11167.42,5.15,Boston,French,1009,8342,1,Foodies,2022-07-01
Innovate Industries,Influencer,Men 18-24,30 days,0.11,9498.03,3.82,Los Ángeles,German,756,19005,2,Outdoor Adventurers,2022-07-05
NexGen Systems,Email,Women 35-44,15 days,0.07,13009.22,5.01,Los Ángeles,Spanish,1695,17921,6,Tech Enthusiasts,2022-07-27
DataTech Solutions,Influencer,Men 18-24,15 days,0.08,13949.71,5.09,Los Ángeles,German,1974,13786,9,Fashionistas,2022-07-20
TechCorp,Display,Men 25-34,45 days,0.07,6119.29,6.16,Las Vegas,German,1908,13389,3,Outdoor Adventurers,2022-07-11
TechCorp,Influencer,Women 35-44,15 days,0.04,8541.37,6.03,Washington D.C.,French,1573,1893,4,Tech Enthusiasts,2022-07-27
Innovate Industries,Email,Men 18-24,45 days,0.02,7198.16,3.08,Nueva Orleans,German,1393,6146,7,Fashionistas,2022-07-03
NexGen Systems,Search,Men 18-24,30 days,0.08,18004.62,2.85,Las Vegas,English,877,17572,7,Health & Wellness,2022-07-14
Alpha Innovations,Social Media,Men 18-24,15 days,0.14,15158.44,6.3,Los Ángeles,German,1320,16979,4,Outdoor Adventurers,2022-07-21
DataTech Solutions,Search,Women 25-34,45 days,0.02,6350.36,7.75,Las Vegas,Mandarin,562,12516,5,Fashionistas,2022-07-20
NexGen Systems,Influencer,Women 25-34,15 days,0.08,7565.1,4.49,Washington D.C.,Mandarin,1485,13252,9,Health & Wellness,2022-07-22
Innovate Industries,Social Media,Men 18-24,30 days,0.01,13834.74,3.55,Boston,Spanish,1365,7674,9,Fashionistas,2022-07-12
