Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Innovate Industries,Social Media,Women 25-34,45 days,0.15,13361.89,6.59,San Francisco,German,1720,5342,5,Outdoor Adventurers,2022-08-20
TechCorp,Influencer,Men 25-34,30 days,0.02,12837.59,7.0,Nueva York,English,286,9097,5,Tech Enthusiasts,2022-08-20
DataTech Solutions,Search,Women 25-34,30 days,0.06,12978.46,7.98,San Francisco,French,1303,9406,6,Health & Wellness,2022-08-27
DataTech Solutions,Influencer,Women 25-34,60 days,0.07,10526.49,2.18,San Francisco,German,1110,5266,9,Outdoor Adventurers,2022-08-16
DataTech Solutions,Search,Women 25-34,45 days,0.02,6109.1,6.94,Chicago,Mandarin,1979,11140,2,Outdoor Adventurers,2022-08-15
DataTech Solutions,Influencer,All Ages,45 days,0.06,6196.28,3.79,Chicago,French,1345,1155,8,Tech Enthusiasts,2022-08-15
TechCorp,Search,Women 25-34,15 days,0.04,10314.15,4.46,Nueva York,English,1336,6860,2,Outdoor Adventurers,2022-08-15
NexGen Systems,Email,Women 25-34,15 days,0.12,15910.83,5.33,Seattle,Mandarin,1029,11514,4,Foodies,2022-08-07
TechCorp,Search,Women 35-44,30 days,0.12,8271.24,7.02,Nueva York,English,1582,16008,3,Foodies,2022-08-08
TechCorp,Display,Men 25-34,60 days,0.14,5621.66,5.09,Nueva Orleans,German,878,5318,5,Outdoor Adventurers,2022-08-30
TechCorp,Display,All Ages,15 days,0.03,9501.37,6.91,Seattle,German,1408,18212,1,Foodies,2022-08-24
Alpha Innovations,Email,Men 25-34,15 days,0.05,10321.63,4.16,Seattle,Mandarin,1466,19784,2,Health & Wellness,2022-08-23
Innovate Industries,Influencer,Women 35-44,45 days,0.04,18484.62,4.28,Los Ángeles,English,1052,14018,2,Tech Enthusiasts,2022-08-13
NexGen Systems,Display,Men 18-24,30 days,0.03,11164.27,2.31,Boston,French,1944,13388,1,Outdoor Adventurers,2022-08-19
TechCorp,Search,Men 18-24,60 days,0.07,14338.6,2.27,Las Vegas,French,1676,11341,6,Foodies,2022-08-16
DataTech Solutions,Email,Men 25-34,60 days,0.14,13886.39,2.6,Nueva York,Spanish,242,2912,7,Health & Wellness,2022-08-17
DataTech Solutions,Influencer,Men 25-34,45 days,0.09,16059.95,5.65,Washington D.C.,Spanish,529,12240,2,Tech Enthusiasts,2022-08-15
NexGen Systems,Social Media,Men 25-34,30 days,0.02,18998.82,2.76,Chicago,German,1303,3530,4,Outdoor Adventurers,2022-08-25
DataTech Solutions,Display,All Ages,45 days,0.08,8422.41,4.64,Seattle,English,643,16350,7,Outdoor Adventurers,2022-08-13
DataTech Solutions,Email,Men 25-34,60 days,0.15,5392.85,2.09,Las Vegas,Mandarin,1898,3750,6,Tech Enthusiasts,2022-08-14
TechCorp,Social Media,Women 35-44,15 days,0.14,17033.45,6.46,Washington D.C.,French,626,9260,1,Fashionistas,2022-08-01
Alpha Innovations,Influencer,All Ages,60 days,0.04,10363.47,4.44,Boston,French,1891,18831,8,Fashionistas,2022-08-20
TechCorp,Email,Women 35-44,30 days,0.13,15871.22,7.3,Los Ángeles,Spanish,939,5242,5,Outdoor Adventurers,2022-08-14
Innovate Industries,Display,All Ages,30 days,0.11,17299.42,4.98,Nueva York,Mandarin,806,18432,6,Outdoor Adventurers,2022-08-14
TechCorp,Email,Women 35-44,30 days,0.09,16785.26,5.2,Nueva York,English,1841,13270,3,Outdoor Adventurers,2022-08-23
Alpha Innovations,Influencer,Women 25-34,15 days,0.11,11043.54,7.01,Los Ángeles,French,1403,9042,10,Health & Wellness,2022-08-17
DataTech Solutions,Email,Women 25-34,45 days,0.03,12217.44,5.37,Nueva York,Spanish,310,19910,5,Tech Enthusiasts,2022-08-01
Alpha Innovations,Influencer,All Ages,45 days,0.12,16055.87,2.04,Seattle,French,1315,1768,4,Foodies,2022-08-26
TechCorp,Search,Women 35-44,15 days,0.03,12044.98,5.87,Nueva York,French,1445,5343,1,Health & Wellness,2022-08-02
TechCorp,Influencer,Women 35-44,15 days,0.08,15258.37,2.43,Miami,German,219,1505,7,Tech Enthusiasts,2022-08-27
Innovate Industries,Email,All Ages,30 days,0.13,19727.49,2.98,Los Ángeles,Spanish,1581,19136,10,Foodies,2022-08-14
DataTech Solutions,Email,All Ages,60 days,0.08,9446.12,3.65,Miami,English,1841,15005,3,Fashionistas,2022-08-12
DataTech Solutions,Influencer,All Ages,45 days,0.09,18011.28,4.9,Los Ángeles,English,1239,14284,5,Health & Wellness,2022-08-08
TechCorp,Display,All Ages,45 days,0.06,19936.5,6.17,Seattle,English,1202,19427,1,Outdoor Adventurers,2022-08-29
Alpha Innovations,Display,Men 18-24,60 days,0.11,13343.76,7.11,Miami,English,352,7989,8,Outdoor Adventurers,2022-08-06
DataTech Solutions,Email,Men 25-34,45 days,0.04,11772.19,2.33,Los Ángeles,German,1062,13670,1,Outdoor Adventurers,2022-08-08
TechCorp,Social Media,Women 25-34,45 days,0.12,9831.45,7.48,Boston,French,1323,18550,10,Outdoor Adventurers,2022-08-12
NexGen Systems,Email,Women 35-44,60 days,0.09,7206.24,4.7,Seattle,French,1141,13997,5,Foodies,2022-08-07
NexGen Systems,Display,Men 18-24,45 days,0.04,16881.45,5.83,Los Ángeles,Spanish,1737,14651,7,Outdoor Adventurers,2022-08-27
NexGen Systems,Email,Men 25-34,45 days,0.08,16305.54,4.23,Chicago,English,537,2484,9,Tech Enthusiasts,2022-08-26
Alpha Innovations,Social Media,Men 18-24,15 days,0.15,18486.32,5.76,Nueva Orleans,English,1991,14600,1,Outdoor Adventurers,2022-08-29
DataTech Solutions,Social Media,All Ages,45 days,0.1,17887.27,5.28,Las Vegas,English,150,2184,8,Outdoor Adventurers,2022-08-21
Alpha Innovations,Email,Women 35-44,45 days,0.07,18102.78,2.05,Washington D.C.,English,1931,7268,1,Fashionistas,2022-08-23
Alpha Innovations,Social Media,Women 35-44,60 days,0.14,9369.08,2.13,Nueva Orleans,English,1957,17801,8,Outdoor Adventurers,2022-08-20
Alpha Innovations,Search,Men 25-34,15 days,0.1,11639.35,2.42,San Francisco,French,503,8961,6,Outdoor Adventurers,2022-08-28
Innovate Industries,Social Media,Women 35-44,15 days,0.09,5011.6,3.6,Nueva Orleans,Spanish,1031,14740,9,Foodies,2022-08-22
Alpha Innovations,Search,All Ages,15 days,0.01,8323.58,2.89,Nueva York,English,1980,13359,6,Outdoor Adventurers,2022-08-23
Alpha Innovations,Social Media,Men 18-24,45 days,0.14,15173.27,2.31,Seattle,German,749,19474,9,Fashionistas,2022-08-03
Innovate Industries,Social Media,All Ages,60 days,0.06,11566.29,5.53,Chicago,Mandarin,1944,6077,4,Fashionistas,2022-08-25
TechCorp,Display,All Ages,15 days,0.14,11017.14,2.47,Chicago,English,965,2854,2,Foodies,2022-08-16
Innovate Industries,Email,All Ages,15 days,0.05,10406.65,5.25,Las Vegas,English,497,9134,6,Health & Wellness,2022-08-13
TechCorp,Email,Women 35-44,30 days,0.07,19254.32,2.7,Washington D.C.,German,1573,8211,9,Tech Enthusiasts,2022-08-08
DataTech Solutions,Influencer,Men 25-34,30 days,0.03,11240.28,5.26,Nueva York,German,1949,3765,6,Health & Wellness,2022-08-28
