Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Influencer,Men 25-34,60 days,0.1,12084.56,2.45,Miami,Mandarin,1149,9817,4,Tech Enthusiasts,2022-12-01
DataTech Solutions,Email,Women 35-44,60 days,0.04,8710.31,3.13,San Francisco,French,1858,8742,10,Foodies,2022-12-02
Alpha Innovations,Email,Men 25-34,30 days,0.13,16258.77,3.47,Los Ángeles,English,481,7924,2,Foodies,2022-12-18
DataTech Solutions,Email,Men 18-24,30 days,0.12,10831.3,5.84,San Francisco,Mandarin,1822,12283,7,Health & Wellness,2022-12-14
DataTech Solutions,Search,Women 35-44,15 days,0.02,14644.56,2.37,Washington D.C.,French,598,12903,7,Tech Enthusiasts,2022-12-03
TechCorp,Influencer,All Ages,30 days,0.1,14812.06,2.69,Los Ángeles,Spanish,701,19409,6,Tech Enthusiasts,2022-12-21
NexGen Systems,Search,Women 35-44,15 days,0.13,19145.57,4.85,Miami,French,1640,16471,8,Health & Wellness,2022-12-14
Alpha Innovations,Search,All Ages,15 days,0.11,5948.79,3.29,Nueva York,Spanish,1104,9669,1,Health & Wellness,2022-12-24
TechCorp,Email,Men 25-34,60 days,0.09,17700.18,2.75,Nueva York,Mandarin,1552,8839,3,Foodies,2022-12-18
Alpha Innovations,Social Media,Men 25-34,15 days,0.14,14370.93,3.96,Washington D.C.,French,888,8272,10,Foodies,2022-12-23
Alpha Innovations,Display,All Ages,30 days,0.13,9476.73,7.76,Las Vegas,English,972,19046,2,Health & Wellness,2022-12-20
DataTech Solutions,Email,Women 25-34,45 days,0.07,5734.83,7.8,Nueva Orleans,German,1356,9264,3,Health & Wellness,2022-12-18
TechCorp,Display,All Ages,15 days,0.12,7756.9,3.25,Miami,English,1616,1035,3,Health & Wellness,2022-12-27
Alpha Innovations,Search,Men 25-34,15 days,0.13,7827.44,7.96,Washington D.C.,Spanish,1361,16280,7,Outdoor Adventurers,2022-12-18
TechCorp,Display,All Ages,45 days,0.02,15715.51,6.8,Washington D.C.,Spanish,266,1141,2,Outdoor Adventurers,2022-12-18
TechCorp,Influencer,Women 25-34,60 days,0.1,14159.37,5.95,Miami,German,317,14364,4,Fashionistas,2022-12-05
NexGen Systems,Influencer,Women 25-34,30 days,0.11,15167.93,2.42,Nueva York,Mandarin,1192,11778,10,Health & Wellness,2022-12-22
DataTech Solutions,Social Media,All Ages,60 days,0.04,17019.11,7.38,Washington D.C.,French,1535,16495,7,Fashionistas,2022-12-19
NexGen Systems,Search,Women 25-34,30 days,0.12,7425.21,6.19,Las Vegas,Mandarin,162,4661,9,Fashionistas,2022-12-02
DataTech Solutions,Influencer,Men 18-24,60 days,0.15,15360.31,2.39,San Francisco,German,229,17476,1,Outdoor Adventurers,2022-12-27
Alpha Innovations,Search,All Ages,30 days,0.09,19314.24,7.83,Chicago,French,1790,8998,7,Foodies,2022-12-28
DataTech Solutions,Influencer,Men 18-24,15 days,0.13,9999.16,6.92,Washington D.C.,German,889,15834,7,Fashionistas,2022-12-21
DataTech Solutions,Social Media,Men 25-34,60 days,0.07,15130.43,2.56,Boston,German,273,14723,2,Tech Enthusiasts,2022-12-30
TechCorp,Social Media,Men 25-34,30 days,0.05,18065.93,6.55,Miami,Spanish,223,2214,1,Health & Wellness,2022-12-08
NexGen Systems,Search,Men 25-34,15 days,0.09,12331.89,4.2,Boston,Mandarin,1366,19618,1,Tech Enthusiasts,2022-12-27
DataTech Solutions,Email,Women 35-44,60 days,0.03,14591.51,7.91,Washington D.C.,French,470,7069,7,Health & Wellness,2022-12-07
DataTech Solutions,Email,All Ages,15 days,0.12,19756.37,2.65,Miami,French,295,14452,3,Foodies,2022-12-30
Innovate Industries,Social Media,Women 35-44,15 days,0.09,16719.34,7.5,Chicago,Mandarin,1700,6725,10,Fashionistas,2022-12-09
DataTech Solutions,Email,Men 18-24,45 days,0.14,14038.24,6.69,Washington D.C.,Spanish,1551,7578,4,Tech Enthusiasts,2022-12-03
Alpha Innovations,Display,Women 25-34,30 days,0.08,8818.89,4.32,Miami,French,1090,5925,6,Health & Wellness,2022-12-14
Alpha Innovations,Email,Men 25-34,30 days,0.11,15052.84,4.75,Miami,French,1944,7510,6,Tech Enthusiasts,2022-12-22
TechCorp,Display,Men 25-34,30 days,0.01,9841.98,7.47,Las Vegas,English,551,7196,10,Fashionistas,2022-12-01
Alpha Innovations,Email,Men 25-34,15 days,0.1,9393.77,3.98,Nueva York,Spanish,1878,14749,10,Tech Enthusiasts,2022-12-28
DataTech Solutions,Display,All Ages,60 days,0.13,7138.78,7.06,San Francisco,Mandarin,850,11904,4,Tech Enthusiasts,2022-12-25
Alpha Innovations,Display,All Ages,15 days,0.06,6553.82,5.69,Boston,German,722,17199,9,Outdoor Adventurers,2022-12-03
Innovate Industries,Search,All Ages,30 days,0.08,17739.44,7.11,Washington D.C.,English,343,17408,2,Tech Enthusiasts,2022-12-22
Innovate Industries,Influencer,Men 18-24,15 days,0.1,5449.1,7.01,Las Vegas,German,1712,14148,9,Foodies,2022-12-08
DataTech Solutions,Influencer,Women 25-34,60 days,0.03,11764.65,6.36,Nueva Orleans,Spanish,1060,19595,10,Health & Wellness,2022-12-14
NexGen Systems,Social Media,Men 25-34,60 days,0.07,8033.68,4.79,Seattle,Mandarin,1704,8264,9,Health & Wellness,2022-12-27
TechCorp,Display,Women 35-44,15 days,0.02,6040.05,2.17,Las Vegas,German,1577,2922,10,Tech Enthusiasts,2022-12-29
TechCorp,Email,Women 35-44,45 days,0.02,7550.3,4.56,Miami,English,543,1947,1,Foodies,2022-12-21
DataTech Solutions,Influencer,Men 25-34,60 days,0.11,18337.6,2.13,Los Ángeles,English,772,10451,1,Health & Wellness,2022-12-16
TechCorp,Display,Women 35-44,15 days,0.03,10446.47,2.78,Las Vegas,Spanish,780,15769,10,Outdoor Adventurers,2022-12-20
Alpha Innovations,Social Media,Men 25-34,30 days,0.08,14157.15,5.23,Las Vegas,German,972,8837,5,Foodies,2022-12-24
NexGen Systems,Social Media,Women 25-34,45 days,0.03,14395.15,4.75,Los Ángeles,English,1102,14729,10,Outdoor Adventurers,2022-12-15
NexGen Systems,Display,Men 25-34,30 days,0.09,8626.82,4.99,Los Ángeles,French,353,11376,9,Outdoor Adventurers,2022-12-08
DataTech Solutions,Influencer,All Ages,45 days,0.07,7447.53,2.46,Las Vegas,French,1026,18802,1,Fashionistas,2022-12-23
Innovate Industries,Email,Men 25-34,30 days,0.09,13711.89,5.71,Nueva Orleans,Spanish,1324,3647,6,Health & Wellness,2022-12-01
Alpha Innovations,Email,Women 35-44,15 days,0.05,11382.68,3.71,Seattle,English,1087,12304,7,Outdoor Adventurers,2022-12-25
TechCorp,Email,Men 25-34,45 days,0.04,12855.91,3.62,San Francisco,German,1218,2404,8,Tech Enthusiasts,2022-12-21
DataTech Solutions,Email,Women 35-44,15 days,0.1,9813.45,3.6,Washington D.C.,Mandarin,1256,2986,7,Foodies,2022-12-06
NexGen Systems,Influencer,All Ages,15 days,0.09,15215.1,3.46,Boston,French,1177,6707,3,Foodies,2022-12-02
Innovate Industries,Search,Men 18-24,45 days,0.04,14108.35,4.73,Washington D.C.,French,300,15618,3,Outdoor Adventurers,2022-12-11
Alpha Innovations,Email,Women 35-44,60 days,0.02,17986.28,6.33,Nueva Orleans,German,1436,14238,5,Outdoor Adventurers,2022-12-02
