Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
NexGen Systems,Display,Men 18-24,45 days,0.12,14149.63,2.67,Washington D.C.,Mandarin,192,16366,8,Tech Enthusiasts,2023-04-24
NexGen Systems,Search,All Ages,30 days,0.06,19274.13,7.6,Boston,German,1875,4783,5,Foodies,2023-04-28
Alpha Innovations,Display,Women 25-34,15 days,0.05,10788.2,5.89,San Francisco,French,1558,14905,10,Foodies,2023-04-06
DataTech Solutions,Social Media,All Ages,15 days,0.03,9947.01,5.59,Chicago,English,1400,14666,10,Health & Wellness,2023-04-29
Alpha Innovations,Influencer,Women 35-44,30 days,0.07,17599.45,2.86,Chicago,French,1799,19758,4,Fashionistas,2023-04-10
Innovate Industries,Search,Men 25-34,45 days,0.13,10163.82,2.48,Nueva Orleans,Spanish,603,17594,10,Foodies,2023-04-17
NexGen Systems,Display,All Ages,30 days,0.1,10292.65,6.93,Los Ángeles,Mandarin,1914,19510,7,Foodies,2023-04-20
Innovate Industries,Email,Men 18-24,15 days,0.07,10205.6,2.77,Chicago,English,1223,1423,9,Health & Wellness,2023-04-22
DataTech Solutions,Social Media,All Ages,60 days,0.03,13131.83,6.07,Nueva York,German,501,19690,10,Fashionistas,2023-04-29
Alpha Innovations,Search,Women 25-34,60 days,0.04,5749.87,7.35,Miami,German,1396,2320,5,Outdoor Adventurers,2023-04-01
TechCorp,Influencer,Men 18-24,30 days,0.05,17282.95,4.65,San Francisco,Mandarin,1792,5138,10,Fashionistas,2023-04-21
Innovate Industries,Display,Men 18-24,30 days,0.07,9656.53,7.18,Los Ángeles,Mandarin,735,2944,7,Outdoor Adventurers,2023-04-04
DataTech Solutions,Social Media,Women 35-44,60 days,0.11,8860.05,6.33,Chicago,German,1888,17484,8,Foodies,2023-04-25
TechCorp,Display,Women 35-44,30 days,0.06,5674.62,2.87,Las Vegas,French,415,6125,5,Foodies,2023-04-25
Alpha Innovations,Influencer,All Ages,30 days,0.12,11010.22,2.31,Chicago,English,1680,7979,3,Outdoor Adventurers,2023-04-07
NexGen Systems,Search,Men 18-24,30 days,0.06,15285.01,2.89,Seattle,Spanish,233,3664,10,Foodies,2023-04-21
DataTech Solutions,Influencer,Men 25-34,60 days,0.09,14776.01,4.39,San Francisco,German,1036,17932,3,Health & Wellness,2023-04-09
NexGen Systems,Influencer,Men 18-24,45 days,0.08,15613.59,6.91,Seattle,Spanish,1109,5931,4,Tech Enthusiasts,2023-04-21
NexGen Systems,Social Media,All Ages,45 days,0.09,10255.37,2.46,Boston,Spanish,1353,16357,1,Fashionistas,2023-04-24
Alpha Innovations,Search,All Ages,45 days,0.1,18583.78,4.96,Boston,French,779,11141,1,Fashionistas,2023-04-03
Alpha Innovations,Influencer,Men 25-34,15 days,0.15,17327.0,6.29,Boston,Spanish,1955,18889,10,Foodies,2023-04-09
TechCorp,Influencer,Women 25-34,60 days,0.05,15542.91,3.68,Boston,Spanish,1788,4442,9,Outdoor Adventurers,2023-04-29
Alpha Innovations,Search,Men 25-34,30 days,0.14,11170.73,7.5,San Francisco,Spanish,1892,11251,5,Outdoor Adventurers,2023-04-03
TechCorp,Influencer,Men 25-34,60 days,0.11,7364.0,7.13,San Francisco,German,588,10237,1,Outdoor Adventurers,2023-04-29
TechCorp,Email,All Ages,45 days,0.08,7441.75,5.54,San Francisco,German,267,19968,1,Tech Enthusiasts,2023-04-02
Alpha Innovations,Display,Women 25-34,45 days,0.11,5842.31,5.5,Chicago,French,1264,16534,8,Foodies,2023-04-27
NexGen Systems,Social Media,Men 25-34,15 days,0.09,7642.26,4.62,Las Vegas,English,1026,6138,9,Outdoor Adventurers,2023-04-23
