Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Influencer,Women 25-34,60 days,0.02,18172.59,2.65,Boston,French,1692,18274,10,Fashionistas,2022-11-22
DataTech Solutions,Display,Women 35-44,30 days,0.14,5827.69,4.61,Nueva York,English,1671,18567,7,Fashionistas,2022-11-10
NexGen Systems,Email,Women 25-34,15 days,0.13,5292.17,3.2,Nueva York,English,1332,2146,9,Fashionistas,2022-11-02
TechCorp,Search,Men 18-24,45 days,0.14,18946.6,7.14,Chicago,Mandarin,1799,17622,7,Outdoor Adventurers,2022-11-26
Innovate Industries,Email,Women 25-34,60 days,0.06,15133.85,6.19,Boston,English,419,16348,8,Tech Enthusiasts,2022-11-20
NexGen Systems,Social Media,Men 18-24,15 days,0.04,9781.69,6.7,San Francisco,German,1173,13988,1,Foodies,2022-11-07
Alpha Innovations,Influencer,Women 25-34,45 days,0.05,12128.21,2.0,Seattle,French,1274,1487,3,Fashionistas,2022-11-11
NexGen Systems,Search,All Ages,60 days,0.13,6641.69,2.86,Chicago,German,606,17453,8,Tech Enthusiasts,2022-11-29
TechCorp,Influencer,Men 25-34,15 days,0.02,18294.59,4.09,Seattle,French,675,11647,5,Health & Wellness,2022-11-03
TechCorp,Search,Men 18-24,30 days,0.1,6600.28,2.09,Las Vegas,French,106,15521,2,Health & Wellness,2022-11-15
DataTech Solutions,Search,Men 25-34,30 days,0.06,5746.91,7.84,Las Vegas,Mandarin,517,16797,6,Outdoor Adventurers,2022-11-18
DataTech Solutions,Display,All Ages,45 days,0.06,9490.49,2.25,Chicago,French,1696,18155,10,Tech Enthusiasts,2022-11-20
NexGen Systems,Search,All Ages,15 days,0.13,17207.07,5.53,Boston,English,335,19931,4,Fashionistas,2022-11-25
DataTech Solutions,Email,Men 18-24,60 days,0.13,9715.21,3.44,Miami,Mandarin,1842,16240,7,Fashionistas,2022-11-03
Alpha Innovations,Social Media,Men 18-24,15 days,0.06,12323.57,5.25,San Francisco,French,1192,19258,3,Health & Wellness,2022-11-06
TechCorp,Email,Men 25-34,60 days,0.04,12296.5,4.61,Chicago,German,1730,6280,4,Fashionistas,2022-11-23
Alpha Innovations,Display,Men 25-34,60 days,0.06,6039.39,6.73,Chicago,Spanish,1764,9275,6,Outdoor Adventurers,2022-11-26
Innovate Industries,Search,Men 25-34,30 days,0.05,5004.91,6.04,Chicago,German,432,1524,6,Outdoor Adventurers,2022-11-10
Innovate Industries,Email,Men 25-34,30 days,0.04,16267.54,3.56,Los Ángeles,Spanish,465,4904,4,Fashionistas,2022-11-17
DataTech Solutions,Display,Women 35-44,15 days,0.04,16794.27,4.19,Seattle,Mandarin,1181,15412,7,Health & Wellness,2022-11-15
Innovate Industries,Email,All Ages,30 days,0.04,15853.62,2.94,Chicago,French,942,3389,3,Outdoor Adventurers,2022-11-16
Alpha Innovations,Email,Men 18-24,30 days,0.12,13945.92,6.93,Nueva York,English,996,10965,10,Outdoor Adventurers,2022-11-16
DataTech Solutions,Display,Men 18-24,45 days,0.07,9470.52,2.09,Seattle,German,1142,5737,7,Fashionistas,2022-11-05
DataTech Solutions,Social Media,Women 25-34,30 days,0.09,9107.86,6.88,Seattle,Spanish,1582,4001,5,Tech Enthusiasts,2022-11-15
TechCorp,Influencer,Women 35-44,45 days,0.07,12552.35,5.67,Chicago,Spanish,104,4930,6,Foodies,2022-11-13
DataTech Solutions,Influencer,Women 35-44,30 days,0.03,19683.48,4.7,Seattle,English,1528,14074,5,Fashionistas,2022-11-06
DataTech Solutions,Influencer,Women 35-44,30 days,0.04,16579.69,2.63,Boston,Spanish,1194,14349,2,Tech Enthusiasts,2022-11-20
NexGen Systems,Display,Women 35-44,15 days,0.05,12533.46,7.41,Nueva Orleans,Mandarin,1178,4275,10,Fashionistas,2022-11-02
DataTech Solutions,Social Media,Women 25-34,60 days,0.1,6290.9,7.03,San Francisco,German,1334,7227,9,Fashionistas,2022-11-28
Alpha Innovations,Display,All Ages,30 days,0.13,13424.07,7.15,Seattle,Mandarin,444,10333,10,Fashionistas,2022-11-05
Innovate Industries,Search,Women 35-44,30 days,0.05,15193.7,2.21,Seattle,English,1713,19496,9,Health & Wellness,2022-11-15
DataTech Solutions,Search,Men 18-24,45 days,0.05,14432.11,2.42,Los Ángeles,Mandarin,939,5695,1,Outdoor Adventurers,2022-11-04
Innovate Industries,Social Media,Women 25-34,30 days,0.09,11823.8,7.66,San Francisco,German,350,6272,3,Health & Wellness,2022-11-08
Alpha Innovations,Social Media,Men 18-24,30 days,0.08,18984.72,7.8,Seattle,German,1141,16709,8,Fashionistas,2022-11-25
Innovate Industries,Display,Women 35-44,60 days,0.12,9402.16,6.43,Las Vegas,Spanish,150,2581,9,Foodies,2022-11-26
Alpha Innovations,Social Media,All Ages,45 days,0.07,8943.51,2.6,Nueva York,French,573,7099,3,Health & Wellness,2022-11-27
DataTech Solutions,Influencer,Women 25-34,60 days,0.11,5597.44,6.25,Boston,Mandarin,1728,15515,7,Outdoor Adventurers,2022-11-09
Alpha Innovations,Display,Men 18-24,60 days,0.13,15627.04,7.54,Seattle,French,686,1785,10,Outdoor Adventurers,2022-11-02
TechCorp,Influencer,Men 25-34,15 days,0.07,15940.13,3.25,Nueva Orleans,English,1751,14580,10,Fashionistas,2022-11-21
