Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
NexGen Systems,Email,Men 25-34,30 days,0.12,5059.22,7.52,Boston,Mandarin,1909,7193,9,Health & Wellness,2022-03-01
DataTech Solutions,Social Media,Women 25-34,60 days,0.07,10918.41,3.84,Miami,Spanish,856,18922,4,Foodies,2022-03-10
DataTech Solutions,Email,Women 25-34,15 days,0.02,14535.31,3.42,Nueva Orleans,Mandarin,380,9627,7,Foodies,2022-03-04
TechCorp,Email,All Ages,30 days,0.04,13885.59,2.45,Los Ángeles,English,1390,6625,4,Tech Enthusiasts,2022-03-18
TechCorp,Search,Men 18-24,45 days,0.03,13251.51,2.22,San Francisco,English,983,13308,1,Outdoor Adventurers,2022-03-30
DataTech Solutions,Display,All Ages,30 days,0.09,17394.64,6.63,Las Vegas,French,1216,14113,9,Fashionistas,2022-03-20
NexGen Systems,Display,Women 35-44,30 days,0.04,16588.82,5.56,Nueva Orleans,English,1172,2346,3,Tech Enthusiasts,2022-03-30
TechCorp,Social Media,Men 25-34,60 days,0.09,13509.3,6.06,Nueva York,German,389,2508,3,Tech Enthusiasts,2022-03-25
Innovate Industries,Display,All Ages,45 days,0.13,10187.6,7.79,Los Ángeles,Mandarin,310,10080,2,Fashionistas,2022-03-06
Alpha Innovations,Social Media,Women 35-44,15 days,0.13,15820.43,6.58,San Francisco,Mandarin,603,8946,3,Tech Enthusiasts,2022-03-04
Alpha Innovations,Email,Women 35-44,45 days,0.14,14136.3,4.88,Los Ángeles,French,844,2667,8,Outdoor Adventurers,2022-03-17
Alpha Innovations,Email,Women 25-34,60 days,0.04,9084.33,5.58,Nueva Orleans,Spanish,1183,17806,2,Foodies,2022-03-13
Alpha Innovations,Influencer,Women 25-34,45 days,0.04,9861.63,6.77,Nueva York,German,1142,1727,3,Foodies,2022-03-30
Innovate Industries,Influencer,Men 18-24,30 days,0.02,11349.81,2.42,Miami,Mandarin,1574,12027,10,Health & Wellness,2022-03-25
TechCorp,Social Media,Men 18-24,60 days,0.12,10747.51,4.59,Seattle,Mandarin,829,5158,7,Fashionistas,2022-03-06
TechCorp,Email,Men 25-34,60 days,0.02,15724.96,3.83,Las Vegas,Spanish,191,8242,4,Foodies,2022-03-18
Alpha Innovations,Display,Men 18-24,30 days,0.01,18255.16,7.48,Nueva York,French,1836,15300,8,Health & Wellness,2022-03-06
Innovate Industries,Influencer,All Ages,15 days,0.03,5726.37,7.18,San Francisco,English,336,15054,2,Tech Enthusiasts,2022-03-28
DataTech Solutions,Email,Women 25-34,45 days,0.02,6947.93,6.03,Miami,French,1241,5045,6,Fashionistas,2022-03-06
Alpha Innovations,Search,Women 25-34,60 days,0.12,18409.02,7.49,Washington D.C.,German,1628,12738,1,Health & Wellness,2022-03-28
Innovate Industries,Search,Women 25-34,60 days,0.14,15736.06,6.5,Seattle,German,824,9113,2,Foodies,2022-03-28
TechCorp,Search,All Ages,60 days,0.13,16799.34,3.67,Boston,German,922,11718,5,Tech Enthusiasts,2022-03-21
DataTech Solutions,Social Media,Men 25-34,15 days,0.1,15818.49,7.15,Nueva York,Mandarin,602,11329,9,Health & Wellness,2022-03-26
Innovate Industries,Search,Women 25-34,15 days,0.08,11278.44,4.86,Los Ángeles,German,447,1701,4,Health & Wellness,2022-03-29
Innovate Industries,Display,Women 35-44,60 days,0.03,16253.2,5.24,San Francisco,German,365,12773,4,Foodies,2022-03-18
NexGen Systems,Search,Women 35-44,30 days,0.13,11761.26,2.69,Las Vegas,German,1606,5422,2,Tech Enthusiasts,2022-03-02
NexGen Systems,Social Media,Men 18-24,60 days,0.02,9368.64,7.1,Chicago,German,661,15162,8,Health & Wellness,2022-03-07
DataTech Solutions,Social Media,Women 25-34,45 days,0.11,10875.28,6.11,Los Ángeles,Spanish,1349,1989,9,Tech Enthusiasts,2022-03-12
Innovate Industries,Display,Men 25-34,30 days,0.03,14434.82,3.95,Chicago,Spanish,1657,1900,1,Outdoor Adventurers,2022-03-03
Alpha Innovations,Social Media,Men 18-24,15 days,0.12,8138.06,3.34,Nueva Orleans,Spanish,445,8859,4,Tech Enthusiasts,2022-03-28
Innovate Industries,Display,Men 25-34,15 days,0.1,14796.9,6.13,Las Vegas,Mandarin,1906,15497,9,Health & Wellness,2022-03-05
Alpha Innovations,Search,Men 18-24,45 days,0.05,12297.16,3.1,Nueva Orleans,Spanish,560,7169,9,Tech Enthusiasts,2022-03-15
NexGen Systems,Display,Men 25-34,15 days,0.11,5873.59,7.59,Boston,Mandarin,223,17734,6,Tech Enthusiasts,2022-03-17
Innovate Industries,Display,Women 35-44,15 days,0.1,9789.05,6.61,Miami,Spanish,993,8295,4,Tech Enthusiasts,2022-03-09
TechCorp,Display,Women 35-44,60 days,0.11,6928.33,6.03,Los Ángeles,Mandarin,835,16220,2,Outdoor Adventurers,2022-03-25
Innovate Industries,Social Media,Women 25-34,60 days,0.02,17945.05,4.16,Miami,English,1531,8255,6,Outdoor Adventurers,2022-03-24
NexGen Systems,Search,Women 25-34,15 days,0.05,11455.18,6.29,Boston,English,1309,4595,4,Health & Wellness,2022-03-12
Alpha Innovations,Social Media,Men 25-34,60 days,0.05,13096.82,6.3,Boston,Spanish,499,15534,2,Foodies,2022-03-19
NexGen Systems,Influencer,Men 18-24,15 days,0.13,19260.7,2.54,Los Ángeles,Spanish,1996,11061,9,Fashionistas,2022-03-18
NexGen Systems,Influencer,Women 35-44,30 days,0.11,18105.29,7.9,Nueva York,German,1396,12518,6,Tech Enthusiasts,2022-03-17
DataTech Solutions,Display,Women 25-34,45 days,0.07,8171.74,2.22,Washington D.C.,French,1533,16351,10,Outdoor Adventurers,2022-03-20
Innovate Industries,Display,Women 35-44,45 days,0.09,17696.62,6.61,Washington D.C.,Spanish,339,1277,8,Outdoor Adventurers,2022-03-18
Alpha Innovations,Search,Men 25-34,15 days,0.13,5876.77,4.33,Chicago,English,1114,17854,10,Fashionistas,2022-03-22
TechCorp,Influencer,Women 35-44,45 days,0.01,11396.03,4.84,Los Ángeles,Mandarin,1550,19522,7,Health & Wellness,2022-03-01
Alpha Innovations,Search,Men 25-34,60 days,0.02,8703.46,4.96,Nueva York,Mandarin,1171,4715,8,Health & Wellness,2022-03-03
NexGen Systems,Influencer,Men 18-24,30 days,0.11,19464.93,6.22,Las Vegas,German,596,12783,3,Tech Enthusiasts,2022-03-30
NexGen Systems,Influencer,Men 18-24,15 days,0.1,17831.74,2.09,Washington D.C.,French,102,15142,9,Outdoor Adventurers,2022-03-03
NexGen Systems,Display,Women 35-44,60 days,0.01,14784.08,5.23,San Francisco,Spanish,1259,13105,9,Health & Wellness,2022-03-23
DataTech Solutions,Search,Women 25-34,30 days,0.04,10576.27,5.7,Los Ángeles,Mandarin,283,5302,4,Fashionistas,2022-03-06
DataTech Solutions,Display,All Ages,15 days,0.14,17560.0,6.97,Chicago,French,232,12813,6,Health & Wellness,2022-03-13
TechCorp,Display,Women 35-44,15 days,0.05,13851.02,6.28,San Francisco,English,639,8004,8,Outdoor Adventurers,2022-03-22
DataTech Solutions,Email,Men 18-24,45 days,0.11,8210.31,3.4,Boston,Spanish,1716,5186,1,Outdoor Adventurers,2022-03-15
Innovate Industries,Influencer,Men 25-34,60 days,0.14,12071.59,5.82,Boston,German,1569,10287,3,Outdoor Adventurers,2022-03-05
TechCorp,Email,Women 35-44,15 days,0.08,19595.14,3.55,Washington D.C.,Spanish,579,7588,4,Tech Enthusiasts,2022-03-01
Alpha Innovations,Search,Women 25-34,45 days,0.15,14407.12,7.91,Las Vegas,Spanish,955,1252,1,Foodies,2022-03-25
TechCorp,Influencer,Men 18-24,60 days,0.14,17063.5,4.2,Los Ángeles,Spanish,1740,6992,2,Tech Enthusiasts,2022-03-23
Alpha Innovations,Search,All Ages,60 days,0.11,5374.27,2.07,Boston,English,988,13788,6,Tech Enthusiasts,2022-03-25
Innovate Industries,Email,Women 35-44,45 days,0.11,6544.58,7.8,Los Ángeles,German,1137,7731,10,Outdoor Adventurers,2022-03-30
TechCorp,Social Media,Men 25-34,30 days,0.14,11188.14,7.2,Nueva York,Mandarin,1844,11448,9,Fashionistas,2022-03-25
DataTech Solutions,Influencer,Women 25-34,30 days,0.1,10600.43,7.76,Chicago,English,1059,14097,1,Tech Enthusiasts,2022-03-22
DataTech Solutions,Influencer,Men 18-24,15 days,0.04,6287.96,3.52,Chicago,German,1714,18992,10,Outdoor Adventurers,2022-03-15
TechCorp,Influencer,Women 35-44,30 days,0.12,18250.24,3.11,San Francisco,Mandarin,1117,9860,5,Fashionistas,2022-03-05
DataTech Solutions,Display,All Ages,15 days,0.14,17284.23,2.69,Boston,German,609,9113,8,Outdoor Adventurers,2022-03-18
Innovate Industries,Influencer,Men 25-34,45 days,0.03,13460.76,3.57,Chicago,English,208,7921,4,Outdoor Adventurers,2022-03-06
NexGen Systems,Email,Men 18-24,60 days,0.04,19010.72,4.8,Chicago,German,898,19224,10,Fashionistas,2022-03-08
Innovate Industries,Search,All Ages,15 days,0.05,12111.4,7.87,San Francisco,Mandarin,680,4529,2,Outdoor Adventurers,2022-03-01
DataTech Solutions,Influencer,Women 35-44,45 days,0.07,5778.78,2.82,Las Vegas,English,1962,6706,9,Foodies,2022-03-28
Alpha Innovations,Social Media,Women 35-44,15 days,0.04,16371.97,3.14,Miami,Spanish,1674,19771,10,Foodies,2022-03-20
DataTech Solutions,Display,All Ages,45 days,0.15,13013.9,3.91,San Francisco,English,969,1531,1,Tech Enthusiasts,2022-03-09
NexGen Systems,Influencer,Men 25-34,30 days,0.06,16737.14,2.39,Los Ángeles,German,630,19823,6,Fashionistas,2022-03-23
Innovate Industries,Social Media,Men 18-24,15 days,0.09,18213.51,4.72,Chicago,English,841,16418,6,Health & Wellness,2022-03-26
Alpha Innovations,Social Media,Women 25-34,60 days,0.02,19135.32,2.23,Seattle,German,1958,15003,8,Tech Enthusiasts,2022-03-12
TechCorp,Display,Men 25-34,15 days,0.06,10909.13,4.73,Seattle,Spanish,1445,2895,3,Fashionistas,2022-03-27
NexGen Systems,Social Media,Women 25-34,30 days,0.04,15969.26,6.72,Nueva Orleans,English,617,13227,4,Health & Wellness,2022-03-13
Innovate Industries,Search,Women 35-44,60 days,0.02,6654.05,5.38,San Francisco,Mandarin,240,1082,2,Fashionistas,2022-03-25
DataTech Solutions,Search,Women 35-44,45 days,0.11,17837.83,3.25,San Francisco,English,316,1647,6,Foodies,2022-03-28
NexGen Systems,Search,Men 25-34,15 days,0.04,16174.17,2.03,Nueva Orleans,Spanish,294,10583,3,Health & Wellness,2022-03-20
NexGen Systems,Display,Women 25-34,30 days,0.09,18032.57,7.51,Chicago,Mandarin,1625,9932,4,Foodies,2022-03-26
Innovate Industries,Search,Women 35-44,45 days,0.09,12851.38,7.13,Seattle,French,1725,2153,10,Foodies,2022-03-26
Alpha Innovations,Social Media,Men 18-24,45 days,0.04,11092.08,5.65,Miami,French,1598,13616,8,Outdoor Adventurers,2022-03-21
Alpha Innovations,Search,Men 25-34,15 days,0.09,6307.85,3.64,Nueva Orleans,French,345,19063,6,Fashionistas,2022-03-10
Innovate Industries,Email,Women 35-44,15 days,0.07,11967.99,7.73,Nueva Orleans,English,1002,3845,4,Outdoor Adventurers,2022-03-23
NexGen Systems,Influencer,All Ages,30 days,0.1,8211.86,5.57,Seattle,English,1069,11132,10,Fashionistas,2022-03-11
DataTech Solutions,Influencer,Women 35-44,30 days,0.13,18351.83,7.39,Nueva York,English,1204,7738,6,Outdoor Adventurers,2022-03-28
Innovate Industries,Social Media,Men 18-24,15 days,0.08,18257.27,7.04,Chicago,French,321,2759,6,Foodies,2022-03-03
Alpha Innovations,Email,Men 25-34,60 days,0.03,9363.31,6.46,Chicago,Mandarin,882,16790,8,Fashionistas,2022-03-09
Innovate Industries,Social Media,Women 25-34,45 days,0.04,16463.8,3.2,Washington D.C.,German,1702,16193,7,Outdoor Adventurers,2022-03-02
Innovate Industries,Email,Women 35-44,15 days,0.1,6631.55,3.22,Seattle,French,1108,2625,7,Tech Enthusiasts,2022-03-03
DataTech Solutions,Influencer,Men 18-24,30 days,0.15,14044.85,6.97,Nueva York,Mandarin,515,4646,1,Outdoor Adventurers,2022-03-13
DataTech Solutions,Email,All Ages,60 days,0.1,17039.19,7.71,Las Vegas,French,394,18460,7,Fashionistas,2022-03-09
DataTech Solutions,Search,Women 35-44,60 days,0.12,7568.57,6.66,San Francisco,German,1033,11523,1,Tech Enthusiasts,2022-03-25
Alpha Innovations,Email,Men 18-24,60 days,0.12,11300.1,6.34,Chicago,German,1398,17033,3,Tech Enthusiasts,2022-03-09
DataTech Solutions,Email,Women 35-44,15 days,0.13,10427.98,7.53,San Francisco,French,552,14557,8,Outdoor Adventurers,2022-03-12
Innovate Industries,Search,Men 25-34,60 days,0.13,11309.28,7.14,Chicago,English,586,3296,7,Outdoor Adventurers,2022-03-15
NexGen Systems,Search,All Ages,30 days,0.09,13185.83,6.4,Los Ángeles,Spanish,539,12103,5,Outdoor Adventurers,2022-03-22
NexGen Systems,Email,Women 35-44,45 days,0.05,14042.07,3.92,Las Vegas,French,1841,7889,9,Fashionistas,2022-03-19
NexGen Systems,Email,Men 18-24,15 days,0.02,10523.51,4.75,Seattle,German,1037,15827,8,Health & Wellness,2022-03-24
TechCorp,Email,Men 25-34,60 days,0.05,16217.31,2.98,Nueva York,Spanish,1098,4221,1,Outdoor Adventurers,2022-03-10
Alpha Innovations,Influencer,All Ages,60 days,0.09,9402.0,4.83,Washington D.C.,English,675,1954,6,Fashionistas,2022-03-11
TechCorp,Search,Men 18-24,60 days,0.1,13765.18,2.99,Nueva Orleans,French,855,4326,4,Foodies,2022-03-21
TechCorp,Display,Men 25-34,15 days,0.12,17185.63,5.22,Nueva York,Mandarin,1734,14723,9,Health & Wellness,2022-03-22
DataTech Solutions,Display,All Ages,30 days,0.11,9963.07,6.54,Los Ángeles,English,601,16155,8,Foodies,2022-03-10
Innovate Industries,Display,All Ages,45 days,0.04,6584.92,2.01,San Francisco,French,1742,6710,10,Foodies,2022-03-21
Innovate Industries,Influencer,Men 18-24,60 days,0.04,18353.54,6.42,San Francisco,French,1267,10402,2,Tech Enthusiasts,2022-03-01
DataTech Solutions,Influencer,Men 25-34,30 days,0.03,7552.0,6.4,Las Vegas,German,589,13751,2,Foodies,2022-03-05
Innovate Industries,Display,All Ages,30 days,0.11,10684.61,6.96,Nueva Orleans,Mandarin,111,3227,4,Tech Enthusiasts,2022-03-29
Innovate Industries,Email,Women 35-44,15 days,0.11,12047.51,5.06,Boston,English,783,13039,8,Health & Wellness,2022-03-09
DataTech Solutions,Search,Men 18-24,15 days,0.03,14951.43,6.03,San Francisco,French,929,1709,3,Health & Wellness,2022-03-24
DataTech Solutions,Search,All Ages,60 days,0.11,14987.35,3.42,Washington D.C.,English,852,14957,2,Health & Wellness,2022-03-12
Innovate Industries,Search,Women 35-44,30 days,0.07,6009.09,2.38,Nueva Orleans,English,1516,17786,7,Outdoor Adventurers,2022-03-11
DataTech Solutions,Influencer,Men 25-34,45 days,0.11,10635.33,4.3,Los Ángeles,French,1867,18112,3,Outdoor Adventurers,2022-03-10
Alpha Innovations,Search,Men 18-24,30 days,0.07,5108.83,5.14,Miami,French,410,1311,2,Health & Wellness,2022-03-20
Alpha Innovations,Influencer,All Ages,15 days,0.12,6622.58,5.67,San Francisco,French,1815,2828,10,Outdoor Adventurers,2022-03-15
Innovate Industries,Email,Women 25-34,45 days,0.01,11791.55,6.84,Las Vegas,Spanish,1965,16714,3,Outdoor Adventurers,2022-03-04
Innovate Industries,Email,Men 25-34,60 days,0.12,16482.35,3.37,Las Vegas,Mandarin,1793,1752,9,Health & Wellness,2022-03-13
Innovate Industries,Email,Women 25-34,45 days,0.13,14835.5,7.99,Nueva York,Mandarin,231,7673,9,Outdoor Adventurers,2022-03-28
Innovate Industries,Influencer,Men 18-24,60 days,0.07,6597.02,7.41,Nueva York,Mandarin,671,10291,1,Tech Enthusiasts,2022-03-11
NexGen Systems,Display,Women 25-34,15 days,0.05,7523.11,2.23,Chicago,French,129,9755,1,Outdoor Adventurers,2022-03-26
DataTech Solutions,Email,All Ages,60 days,0.02,11873.97,7.17,Nueva York,French,1849,4722,3,Tech Enthusiasts,2022-03-18
Alpha Innovations,Search,Men 25-34,15 days,0.03,17935.89,5.5,Boston,German,769,10980,6,Health & Wellness,2022-03-01
TechCorp,Email,All Ages,15 days,0.1,16874.57,3.86,Las Vegas,English,378,19297,2,Fashionistas,2022-03-13
TechCorp,Influencer,Men 18-24,15 days,0.12,14978.39,6.39,San Francisco,French,731,8197,4,Tech Enthusiasts,2022-03-02
TechCorp,Search,Women 35-44,30 days,0.07,8918.4,6.36,Nueva Orleans,French,1112,18436,9,Foodies,2022-03-02
Innovate Industries,Display,Women 25-34,60 days,0.02,10275.58,4.67,Nueva York,Spanish,1543,4338,6,Outdoor Adventurers,2022-03-09
DataTech Solutions,Influencer,All Ages,30 days,0.08,16465.57,3.06,Seattle,English,1456,19946,6,Tech Enthusiasts,2022-03-21
NexGen Systems,Influencer,Men 18-24,15 days,0.09,10964.11,7.18,Boston,French,202,4821,1,Health & Wellness,2022-03-30
TechCorp,Influencer,Men 18-24,60 days,0.1,6586.83,3.76,Chicago,Spanish,429,4205,4,Health & Wellness,2022-03-14
DataTech Solutions,Display,Women 25-34,60 days,0.11,16353.99,7.93,Los Ángeles,English,1438,4668,6,Tech Enthusiasts,2022-03-06
NexGen Systems,Display,Men 18-24,45 days,0.14,11643.12,4.61,Boston,Mandarin,1528,12777,7,Fashionistas,2022-03-21
Alpha Innovations,Search,Women 25-34,60 days,0.12,7106.09,5.54,Los Ángeles,Mandarin,929,11743,4,Foodies,2022-03-01
TechCorp,Email,Women 35-44,60 days,0.09,12545.15,5.04,Nueva York,Spanish,1301,15369,5,Outdoor Adventurers,2022-03-24
TechCorp,Email,Men 18-24,60 days,0.12,11308.99,6.77,San Francisco,Spanish,966,10290,4,Outdoor Adventurers,2022-03-12
Alpha Innovations,Email,Women 35-44,30 days,0.09,14205.83,2.84,Las Vegas,French,346,9856,1,Foodies,2022-03-05
TechCorp,Email,Men 25-34,15 days,0.09,14222.17,4.52,Miami,French,1173,6629,10,Foodies,2022-03-04
Alpha Innovations,Influencer,Men 25-34,15 days,0.04,10621.03,4.22,Las Vegas,German,1553,18584,4,Fashionistas,2022-03-16
Alpha Innovations,Influencer,Men 18-24,45 days,0.13,15208.13,7.74,San Francisco,Spanish,467,10864,6,Tech Enthusiasts,2022-03-24
NexGen Systems,Social Media,Men 18-24,45 days,0.1,12740.52,2.75,San Francisco,French,219,10694,2,Outdoor Adventurers,2022-03-25
NexGen Systems,Social Media,Women 35-44,30 days,0.09,18489.14,3.12,Boston,Spanish,672,13354,3,Tech Enthusiasts,2022-03-04
TechCorp,Search,All Ages,60 days,0.08,11572.58,3.06,Las Vegas,Mandarin,1356,7891,5,Tech Enthusiasts,2022-03-06
TechCorp,Influencer,Women 25-34,30 days,0.06,17587.82,2.81,Las Vegas,Mandarin,670,3436,2,Tech Enthusiasts,2022-03-22
NexGen Systems,Social Media,Women 35-44,30 days,0.02,15167.83,2.16,Nueva York,English,1825,10448,4,Foodies,2022-03-25
DataTech Solutions,Influencer,Men 25-34,60 days,0.02,7560.1,2.02,Nueva Orleans,German,855,7248,2,Outdoor Adventurers,2022-03-27
NexGen Systems,Display,Women 25-34,15 days,0.1,7809.06,6.98,Los Ángeles,French,129,15004,7,Foodies,2022-03-09
Alpha Innovations,Search,All Ages,60 days,0.14,14235.24,6.58,Nueva Orleans,English,180,12466,1,Fashionistas,2022-03-03
NexGen Systems,Display,Women 25-34,15 days,0.02,12664.22,2.6,Seattle,German,1336,13639,3,Tech Enthusiasts,2022-03-08
DataTech Solutions,Search,Men 18-24,30 days,0.07,15653.54,6.08,Washington D.C.,French,471,16719,8,Tech Enthusiasts,2022-03-25
NexGen Systems,Influencer,All Ages,30 days,0.06,9217.47,6.08,Las Vegas,English,1241,18510,5,Outdoor Adventurers,2022-03-28
Alpha Innovations,Influencer,Men 25-34,30 days,0.11,5348.85,3.3,Boston,Spanish,334,12979,2,Foodies,2022-03-02
NexGen Systems,Search,Men 18-24,15 days,0.11,5988.86,4.94,Miami,Mandarin,1756,13003,1,Fashionistas,2022-03-14
NexGen Systems,Influencer,All Ages,30 days,0.07,16763.51,7.16,Nueva Orleans,French,692,1931,6,Foodies,2022-03-22
DataTech Solutions,Display,Women 35-44,60 days,0.1,11093.39,6.42,Nueva Orleans,Mandarin,1562,1966,8,Foodies,2022-03-14
TechCorp,Social Media,Women 25-34,30 days,0.01,17005.95,5.75,Las Vegas,English,1386,16797,7,Health & Wellness,2022-03-21
TechCorp,Social Media,Women 25-34,45 days,0.02,15215.33,2.34,Nueva Orleans,English,1879,19111,6,Foodies,2022-03-05
Alpha Innovations,Email,Women 35-44,45 days,0.06,5358.84,5.42,Miami,Mandarin,806,4497,10,Foodies,2022-03-26
