Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Display,Women 35-44,15 days,0.02,10953.75,3.79,Miami,English,1013,10060,8,Foodies,2022-11-28
TechCorp,Social Media,Women 25-34,45 days,0.03,10859.97,4.16,Chicago,German,890,7072,8,Fashionistas,2022-11-10
NexGen Systems,Display,Women 35-44,60 days,0.05,10665.11,3.66,Las Vegas,Mandarin,1008,7648,7,Foodies,2022-11-11
Innovate Industries,Influencer,Men 18-24,45 days,0.01,19843.5,6.48,Washington D.C.,French,843,4134,2,Health & Wellness,2022-11-06
NexGen Systems,Social Media,All Ages,30 days,0.02,18350.69,2.56,Los Ángeles,English,478,7978,5,Outdoor Adventurers,2022-11-26
DataTech Solutions,Search,Men 18-24,60 days,0.03,10061.63,2.08,Seattle,French,1082,14039,4,Outdoor Adventurers,2022-11-23
NexGen Systems,Display,Women 25-34,15 days,0.12,11635.42,3.73,Miami,Mandarin,1249,17217,1,Tech Enthusiasts,2022-11-12
Innovate Industries,Social Media,Women 35-44,45 days,0.04,5369.5,5.22,Nueva York,Mandarin,124,14957,7,Health & Wellness,2022-11-02
DataTech Solutions,Social Media,Men 18-24,60 days,0.14,17621.35,7.42,Boston,French,1313,14356,9,Foodies,2022-11-25
NexGen Systems,Search,Men 18-24,30 days,0.08,7062.09,5.0,Nueva York,German,1123,11657,1,Health & Wellness,2022-11-26
Innovate Industries,Display,Men 18-24,60 days,0.02,14968.85,6.96,San Francisco,English,1433,10738,9,Tech Enthusiasts,2022-11-19
TechCorp,Influencer,Women 35-44,15 days,0.04,16380.26,6.47,Nueva Orleans,Mandarin,1064,14886,7,Foodies,2022-11-16
Innovate Industries,Email,Women 25-34,45 days,0.04,13213.43,6.78,Miami,English,1609,13973,5,Foodies,2022-11-07
TechCorp,Influencer,Women 35-44,30 days,0.14,17768.54,7.62,Los Ángeles,German,1297,3137,7,Foodies,2022-11-25
DataTech Solutions,Influencer,All Ages,60 days,0.09,13653.06,3.17,Nueva York,English,1041,6231,3,Health & Wellness,2022-11-04
DataTech Solutions,Social Media,Women 25-34,30 days,0.12,13011.28,4.45,Los Ángeles,French,1747,17523,6,Tech Enthusiasts,2022-11-21
TechCorp,Search,Men 18-24,30 days,0.04,5419.84,4.61,Chicago,English,1556,16149,10,Outdoor Adventurers,2022-11-14
NexGen Systems,Email,Men 18-24,15 days,0.04,14717.18,6.23,Seattle,German,1320,17156,1,Outdoor Adventurers,2022-11-05
Innovate Industries,Social Media,Women 25-34,45 days,0.1,18020.5,4.6,Nueva Orleans,English,1240,5646,8,Outdoor Adventurers,2022-11-22
Alpha Innovations,Email,Women 35-44,30 days,0.03,10247.26,5.53,Las Vegas,Spanish,259,6679,8,Outdoor Adventurers,2022-11-16
Alpha Innovations,Social Media,Women 25-34,30 days,0.15,5154.88,7.57,Boston,English,223,2766,6,Health & Wellness,2022-11-29
Alpha Innovations,Influencer,Women 25-34,60 days,0.04,19863.63,6.45,Los Ángeles,Spanish,1397,13339,7,Outdoor Adventurers,2022-11-11
NexGen Systems,Email,All Ages,45 days,0.13,10751.27,7.02,Las Vegas,Mandarin,415,9977,7,Outdoor Adventurers,2022-11-05
NexGen Systems,Email,All Ages,30 days,0.06,8896.99,3.86,Seattle,English,934,13152,9,Foodies,2022-11-25
Innovate Industries,Display,Men 25-34,30 days,0.11,11591.47,5.5,Los Ángeles,Mandarin,404,4566,6,Tech Enthusiasts,2022-11-10
Innovate Industries,Display,Women 35-44,30 days,0.12,15317.4,2.1,Nueva York,English,1911,10403,2,Fashionistas,2022-11-01
Alpha Innovations,Influencer,Men 18-24,30 days,0.06,10041.23,7.84,Nueva Orleans,French,261,12447,9,Tech Enthusiasts,2022-11-02
NexGen Systems,Social Media,Women 35-44,60 days,0.05,5784.24,6.24,Nueva Orleans,French,129,5950,10,Foodies,2022-11-15
DataTech Solutions,Search,All Ages,30 days,0.04,16358.58,5.09,Los Ángeles,French,702,9996,6,Health & Wellness,2022-11-22
Alpha Innovations,Social Media,Women 25-34,60 days,0.04,5103.9,2.14,San Francisco,Mandarin,641,13198,3,Outdoor Adventurers,2022-11-05
DataTech Solutions,Email,Men 25-34,15 days,0.03,5889.85,5.6,Las Vegas,English,671,11329,5,Foodies,2022-11-26
NexGen Systems,Email,Women 25-34,30 days,0.03,10976.14,2.73,Seattle,German,1900,3238,10,Outdoor Adventurers,2022-11-03
Innovate Industries,Social Media,Women 35-44,60 days,0.08,14716.54,4.87,Washington D.C.,English,1185,18297,3,Outdoor Adventurers,2022-11-27
NexGen Systems,Search,Men 25-34,15 days,0.07,8339.07,5.51,Nueva Orleans,German,1421,14147,1,Foodies,2022-11-21
