Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Search,Women 25-34,60 days,0.02,12970.94,5.45,Seattle,Spanish,1548,15823,6,Fashionistas,2023-03-23
DataTech Solutions,Search,All Ages,30 days,0.09,17809.52,6.82,Seattle,Spanish,1811,8937,8,Fashionistas,2023-03-24
TechCorp,Influencer,Women 35-44,45 days,0.05,7922.18,4.89,Los Ángeles,French,1446,10589,5,Tech Enthusiasts,2023-03-30
TechCorp,Search,Men 18-24,15 days,0.07,16838.64,3.71,Seattle,Spanish,892,19426,5,Foodies,2023-03-11
TechCorp,Display,Men 25-34,30 days,0.03,8767.18,3.46,Boston,French,1492,4161,8,Fashionistas,2023-03-04
NexGen Systems,Social Media,Men 25-34,30 days,0.08,6498.04,2.72,Los Ángeles,French,629,19189,1,Outdoor Adventurers,2023-03-17
TechCorp,Influencer,Men 25-34,45 days,0.05,7161.06,6.2,Chicago,German,297,3653,1,Outdoor Adventurers,2023-03-04
Innovate Industries,Search,Women 35-44,45 days,0.07,10597.57,5.03,San Francisco,French,1494,11234,7,Foodies,2023-03-06
NexGen Systems,Influencer,Men 25-34,15 days,0.07,6989.99,4.23,Miami,German,895,18703,3,Outdoor Adventurers,2023-03-15
DataTech Solutions,Social Media,Men 25-34,30 days,0.14,11338.38,2.99,Nueva York,Mandarin,1274,4013,6,Outdoor Adventurers,2023-03-02
NexGen Systems,Email,Men 25-34,60 days,0.07,19495.92,4.98,Miami,Spanish,1986,16240,7,Health & Wellness,2023-03-06
DataTech Solutions,Search,All Ages,15 days,0.02,17775.99,5.22,Nueva Orleans,Mandarin,1323,15782,6,Health & Wellness,2023-03-15
Alpha Innovations,Search,All Ages,60 days,0.09,12858.41,5.99,Nueva Orleans,Spanish,1714,2603,8,Fashionistas,2023-03-07
DataTech Solutions,Social Media,Women 35-44,15 days,0.03,7102.2,7.65,Nueva York,French,1215,5715,6,Tech Enthusiasts,2023-03-30
Alpha Innovations,Social Media,Women 35-44,45 days,0.09,6949.33,3.81,Los Ángeles,Spanish,722,10756,8,Fashionistas,2023-03-19
Alpha Innovations,Influencer,Men 25-34,30 days,0.14,10528.09,3.8,Nueva York,German,1371,10264,7,Tech Enthusiasts,2023-03-23
TechCorp,Search,All Ages,15 days,0.13,16997.42,4.26,Boston,French,133,6051,1,Fashionistas,2023-03-07
DataTech Solutions,Influencer,Women 25-34,60 days,0.15,14504.5,6.01,San Francisco,German,1272,9854,9,Outdoor Adventurers,2023-03-15
NexGen Systems,Influencer,Women 25-34,15 days,0.05,12691.6,4.55,Los Ángeles,German,1676,3031,5,Foodies,2023-03-12
Innovate Industries,Search,Women 25-34,30 days,0.06,12345.06,2.19,Washington D.C.,Spanish,662,2859,3,Foodies,2023-03-05
Innovate Industries,Search,Women 35-44,30 days,0.14,16576.19,6.35,Nueva Orleans,Spanish,1535,16410,1,Tech Enthusiasts,2023-03-19
TechCorp,Influencer,Men 25-34,15 days,0.06,12495.14,5.44,Los Ángeles,German,1088,1813,8,Outdoor Adventurers,2023-03-23
NexGen Systems,Social Media,Men 18-24,15 days,0.08,17757.75,3.24,Las Vegas,French,1904,13413,7,Tech Enthusiasts,2023-03-29
Innovate Industries,Influencer,All Ages,15 days,0.04,12855.51,6.09,Nueva York,French,1207,13521,6,Outdoor Adventurers,2023-03-15
Alpha Innovations,Influencer,Women 35-44,15 days,0.08,12851.47,2.22,Los Ángeles,French,242,16452,9,Foodies,2023-03-06
Innovate Industries,Social Media,Men 25-34,60 days,0.07,19035.88,7.61,Miami,Spanish,1665,14704,6,Outdoor Adventurers,2023-03-15
Alpha Innovations,Email,All Ages,30 days,0.11,5261.42,4.82,Chicago,French,1004,4192,8,Foodies,2023-03-30
TechCorp,Influencer,Women 35-44,15 days,0.01,18768.05,5.24,Washington D.C.,Spanish,1327,6023,1,Foodies,2023-03-23
Innovate Industries,Display,Women 35-44,45 days,0.1,12875.79,5.24,Las Vegas,Spanish,1870,15625,10,Health & Wellness,2023-03-18
Alpha Innovations,Influencer,All Ages,60 days,0.03,6890.0,7.94,Las Vegas,Spanish,880,13724,2,Tech Enthusiasts,2023-03-30
Innovate Industries,Email,Women 35-44,60 days,0.08,7443.46,4.73,Seattle,English,1928,5578,1,Outdoor Adventurers,2023-03-14
Innovate Industries,Display,Women 35-44,15 days,0.03,18633.96,3.81,Nueva York,Spanish,229,14399,7,Tech Enthusiasts,2023-03-17
DataTech Solutions,Influencer,All Ages,15 days,0.03,5940.48,6.51,Los Ángeles,Spanish,342,15613,3,Health & Wellness,2023-03-08
Innovate Industries,Display,Men 25-34,15 days,0.11,10725.2,5.84,Miami,Spanish,215,19110,9,Foodies,2023-03-20
DataTech Solutions,Email,Women 35-44,15 days,0.06,14394.6,2.4,Nueva York,Spanish,523,18626,4,Tech Enthusiasts,2023-03-19
Innovate Industries,Search,Men 25-34,60 days,0.1,5938.12,4.43,Washington D.C.,German,1906,4564,3,Health & Wellness,2023-03-11
NexGen Systems,Social Media,Men 18-24,30 days,0.06,10200.79,4.5,Los Ángeles,Spanish,1527,4553,6,Fashionistas,2023-03-13
TechCorp,Influencer,All Ages,15 days,0.04,15550.68,7.26,Seattle,German,1363,19493,6,Health & Wellness,2023-03-06
DataTech Solutions,Influencer,Men 25-34,15 days,0.1,15030.2,6.93,San Francisco,Mandarin,1214,7422,3,Tech Enthusiasts,2023-03-21
TechCorp,Social Media,Women 35-44,60 days,0.03,17258.6,3.98,Seattle,German,789,19748,1,Foodies,2023-03-29
Alpha Innovations,Influencer,Men 25-34,30 days,0.1,16430.26,6.99,Boston,Spanish,1622,14621,7,Health & Wellness,2023-03-03
NexGen Systems,Influencer,Men 25-34,15 days,0.01,13606.06,7.27,Las Vegas,French,1489,9054,6,Fashionistas,2023-03-29
NexGen Systems,Influencer,Women 35-44,30 days,0.01,5672.17,5.28,Los Ángeles,English,1288,11163,10,Foodies,2023-03-04
Alpha Innovations,Influencer,Women 35-44,30 days,0.04,13784.37,7.8,Miami,German,1086,7200,2,Fashionistas,2023-03-25
TechCorp,Display,Women 35-44,45 days,0.05,8474.92,6.71,Las Vegas,French,459,17066,10,Health & Wellness,2023-03-23
Innovate Industries,Search,Women 35-44,60 days,0.07,14133.5,5.14,Boston,English,1684,19393,5,Fashionistas,2023-03-15
TechCorp,Email,Men 25-34,45 days,0.11,19826.95,4.54,Washington D.C.,Mandarin,245,13423,8,Foodies,2023-03-27
Alpha Innovations,Display,Women 25-34,30 days,0.02,18984.83,4.12,Los Ángeles,Mandarin,941,19163,2,Fashionistas,2023-03-10
Innovate Industries,Display,Women 25-34,45 days,0.09,6138.6,7.04,San Francisco,Spanish,1574,7035,4,Health & Wellness,2023-03-09
DataTech Solutions,Display,Women 25-34,30 days,0.1,8835.05,3.75,Boston,Mandarin,1501,11125,8,Health & Wellness,2023-03-03
NexGen Systems,Email,Men 18-24,45 days,0.15,14321.03,3.88,San Francisco,Spanish,756,7351,5,Health & Wellness,2023-03-10
DataTech Solutions,Influencer,Men 25-34,60 days,0.06,16993.61,7.06,Washington D.C.,German,1277,13079,6,Health & Wellness,2023-03-07
Alpha Innovations,Social Media,Women 35-44,30 days,0.13,15853.89,7.79,Nueva York,French,1345,18080,8,Tech Enthusiasts,2023-03-15
Innovate Industries,Search,Women 35-44,60 days,0.14,11912.46,6.3,Miami,Mandarin,404,13578,5,Tech Enthusiasts,2023-03-28
DataTech Solutions,Social Media,Women 25-34,15 days,0.07,12433.97,4.03,Miami,English,443,17159,8,Foodies,2023-03-12
TechCorp,Email,Women 35-44,60 days,0.14,13601.54,7.46,Miami,English,1187,2933,1,Fashionistas,2023-03-05
TechCorp,Email,Men 25-34,60 days,0.13,15286.08,3.86,Nueva York,German,274,10904,4,Outdoor Adventurers,2023-03-29
TechCorp,Search,Women 35-44,30 days,0.05,13417.41,7.11,Las Vegas,German,1082,17744,5,Fashionistas,2023-03-11
Innovate Industries,Display,Women 35-44,60 days,0.07,15274.06,4.74,Washington D.C.,Mandarin,1158,10371,1,Tech Enthusiasts,2023-03-13
TechCorp,Email,All Ages,60 days,0.13,17859.08,2.67,Boston,Spanish,1962,14170,6,Fashionistas,2023-03-15
DataTech Solutions,Email,Men 18-24,60 days,0.06,10211.74,7.97,Boston,Spanish,330,4225,9,Health & Wellness,2023-03-06
Alpha Innovations,Display,Men 25-34,60 days,0.04,13887.72,6.97,Miami,English,323,18762,8,Outdoor Adventurers,2023-03-17
DataTech Solutions,Social Media,Women 25-34,60 days,0.06,5995.78,7.75,Nueva Orleans,English,384,13539,9,Outdoor Adventurers,2023-03-09
TechCorp,Social Media,Men 18-24,45 days,0.06,19334.86,7.84,Seattle,French,500,3225,3,Health & Wellness,2023-03-11
TechCorp,Search,Men 18-24,60 days,0.09,9054.34,4.19,Boston,French,498,15926,8,Foodies,2023-03-16
NexGen Systems,Social Media,Women 25-34,45 days,0.05,11531.51,6.18,Las Vegas,Spanish,859,19188,9,Tech Enthusiasts,2023-03-01
DataTech Solutions,Search,Women 35-44,30 days,0.04,17687.65,6.03,Nueva York,English,977,13252,9,Tech Enthusiasts,2023-03-22
Alpha Innovations,Display,Men 25-34,30 days,0.09,19686.11,3.89,Los Ángeles,Spanish,1767,2113,9,Health & Wellness,2023-03-25
Innovate Industries,Social Media,Women 25-34,60 days,0.11,5403.59,6.9,Las Vegas,Mandarin,325,4399,4,Fashionistas,2023-03-05
NexGen Systems,Search,Women 25-34,15 days,0.04,14020.83,7.03,Seattle,French,676,10808,3,Tech Enthusiasts,2023-03-28
DataTech Solutions,Influencer,All Ages,45 days,0.08,17214.01,5.01,Las Vegas,French,166,7777,6,Health & Wellness,2023-03-22
Innovate Industries,Social Media,All Ages,30 days,0.1,9159.82,7.9,Chicago,French,362,7494,8,Fashionistas,2023-03-02
TechCorp,Display,Women 25-34,45 days,0.1,8916.99,6.85,Seattle,Mandarin,1549,12343,9,Tech Enthusiasts,2023-03-14
DataTech Solutions,Social Media,Women 25-34,30 days,0.14,13011.76,5.55,Seattle,Mandarin,655,14571,8,Fashionistas,2023-03-28
Alpha Innovations,Influencer,Men 25-34,60 days,0.09,11450.66,5.0,Miami,French,1073,5013,7,Foodies,2023-03-10
TechCorp,Search,Women 25-34,30 days,0.11,9425.54,5.13,Boston,French,1916,19576,1,Foodies,2023-03-02
TechCorp,Influencer,All Ages,15 days,0.07,6009.66,6.02,Los Ángeles,English,1192,6749,1,Tech Enthusiasts,2023-03-13
Innovate Industries,Display,Women 35-44,45 days,0.02,19544.89,3.17,Seattle,English,1373,18507,3,Outdoor Adventurers,2023-03-08
DataTech Solutions,Influencer,Men 18-24,15 days,0.12,5198.81,5.43,Boston,French,736,3241,2,Health & Wellness,2023-03-26
Alpha Innovations,Social Media,Men 25-34,15 days,0.05,15040.68,6.79,Boston,Spanish,1182,11195,4,Foodies,2023-03-02
NexGen Systems,Search,Women 35-44,15 days,0.14,7892.88,4.2,Chicago,French,1914,3695,6,Fashionistas,2023-03-14
Innovate Industries,Email,Women 25-34,45 days,0.05,14681.99,6.05,Nueva Orleans,Spanish,639,19622,7,Tech Enthusiasts,2023-03-21
Innovate Industries,Display,Women 25-34,30 days,0.12,17574.95,7.34,Washington D.C.,German,1379,14453,10,Foodies,2023-03-19
TechCorp,Email,All Ages,30 days,0.04,6858.99,5.39,San Francisco,English,1293,14960,2,Tech Enthusiasts,2023-03-23
DataTech Solutions,Display,Women 35-44,15 days,0.08,13983.66,3.92,Washington D.C.,German,711,16491,1,Outdoor Adventurers,2023-03-10
Innovate Industries,Display,Men 25-34,15 days,0.08,14736.92,5.2,Nueva York,French,1880,12885,1,Foodies,2023-03-18
DataTech Solutions,Social Media,Women 35-44,45 days,0.03,16879.75,6.83,Nueva York,German,1623,5009,3,Fashionistas,2023-03-06
DataTech Solutions,Display,All Ages,30 days,0.14,16397.32,5.42,Nueva Orleans,Mandarin,173,6714,10,Outdoor Adventurers,2023-03-24
Alpha Innovations,Search,Men 25-34,15 days,0.02,13722.52,3.86,Miami,Mandarin,619,7134,7,Health & Wellness,2023-03-04
TechCorp,Search,Women 25-34,60 days,0.07,16328.51,6.09,Las Vegas,French,1591,13615,5,Fashionistas,2023-03-18
DataTech Solutions,Influencer,All Ages,60 days,0.04,12542.98,4.98,Las Vegas,Mandarin,551,4340,10,Fashionistas,2023-03-10
Alpha Innovations,Email,Women 25-34,15 days,0.08,6174.99,7.08,Las Vegas,English,424,13759,5,Health & Wellness,2023-03-29
Alpha Innovations,Display,Men 18-24,15 days,0.09,15633.05,2.63,Las Vegas,Spanish,1661,6597,7,Foodies,2023-03-12
Innovate Industries,Search,Men 18-24,60 days,0.07,8904.29,2.54,Miami,French,1719,2883,7,Tech Enthusiasts,2023-03-28
NexGen Systems,Email,Men 25-34,45 days,0.13,12028.95,2.88,Las Vegas,Mandarin,509,7576,3,Outdoor Adventurers,2023-03-26
Innovate Industries,Search,Men 18-24,30 days,0.13,10765.04,2.21,Boston,Spanish,1326,10793,4,Health & Wellness,2023-03-18
Innovate Industries,Search,Men 25-34,60 days,0.11,7025.25,5.53,Washington D.C.,French,103,7896,1,Fashionistas,2023-03-03
NexGen Systems,Social Media,All Ages,60 days,0.14,12385.87,5.96,Boston,French,980,17086,8,Fashionistas,2023-03-09
Innovate Industries,Influencer,Men 25-34,30 days,0.1,12699.32,5.93,Los Ángeles,Mandarin,1790,19343,5,Foodies,2023-03-09
Innovate Industries,Social Media,Men 25-34,45 days,0.02,13389.68,6.06,Seattle,German,728,11849,3,Health & Wellness,2023-03-09
Alpha Innovations,Search,Women 35-44,30 days,0.15,5931.21,4.28,Nueva York,Spanish,1174,5452,5,Foodies,2023-03-22
NexGen Systems,Email,Women 35-44,45 days,0.02,6916.84,3.54,San Francisco,German,675,8171,7,Foodies,2023-03-16
TechCorp,Search,Men 18-24,45 days,0.03,13825.59,3.92,Boston,French,1369,3078,7,Outdoor Adventurers,2023-03-07
TechCorp,Email,Men 25-34,15 days,0.05,14774.58,5.83,Seattle,French,1736,6492,9,Tech Enthusiasts,2023-03-29
DataTech Solutions,Search,Men 25-34,45 days,0.14,14697.84,4.59,Nueva Orleans,German,560,11532,1,Foodies,2023-03-17
Innovate Industries,Display,Men 18-24,45 days,0.14,14430.97,2.64,Nueva York,Spanish,1665,5126,3,Foodies,2023-03-11
Innovate Industries,Social Media,Women 25-34,30 days,0.04,17374.96,6.51,Boston,English,1517,15184,1,Health & Wellness,2023-03-24
NexGen Systems,Search,All Ages,45 days,0.06,18198.9,5.47,Las Vegas,English,1169,14263,1,Fashionistas,2023-03-04
DataTech Solutions,Influencer,Women 35-44,45 days,0.1,9501.46,4.18,Los Ángeles,English,795,4437,2,Outdoor Adventurers,2023-03-05
TechCorp,Influencer,Men 18-24,60 days,0.06,5374.29,2.68,Las Vegas,Spanish,1337,3008,10,Outdoor Adventurers,2023-03-03
Alpha Innovations,Social Media,Men 25-34,30 days,0.05,9474.8,5.71,Los Ángeles,French,227,13521,3,Outdoor Adventurers,2023-03-05
DataTech Solutions,Social Media,Women 35-44,30 days,0.03,16766.09,5.16,Boston,Spanish,900,11186,5,Foodies,2023-03-20
Innovate Industries,Display,All Ages,60 days,0.14,18974.13,7.01,Washington D.C.,English,271,12718,2,Tech Enthusiasts,2023-03-24
Innovate Industries,Display,Men 25-34,30 days,0.1,16890.15,4.14,Nueva Orleans,Mandarin,1817,15296,3,Outdoor Adventurers,2023-03-06
DataTech Solutions,Social Media,All Ages,45 days,0.04,16455.47,2.6,Seattle,French,1897,6850,7,Fashionistas,2023-03-08
Innovate Industries,Search,Women 35-44,45 days,0.07,16630.01,4.24,Miami,French,490,12642,4,Outdoor Adventurers,2023-03-17
NexGen Systems,Email,Women 35-44,60 days,0.11,8884.61,7.57,Miami,Spanish,1766,15290,2,Foodies,2023-03-07
Alpha Innovations,Search,Men 18-24,45 days,0.14,15290.46,7.62,Boston,Mandarin,110,12318,3,Health & Wellness,2023-03-13
NexGen Systems,Email,Men 18-24,15 days,0.11,8543.96,5.74,Boston,French,1834,19435,6,Tech Enthusiasts,2023-03-02
Alpha Innovations,Email,Men 18-24,45 days,0.03,9324.92,6.1,Boston,Mandarin,1790,5702,5,Health & Wellness,2023-03-22
Innovate Industries,Email,Men 25-34,45 days,0.01,16593.28,4.54,Chicago,French,1542,12186,6,Outdoor Adventurers,2023-03-18
Innovate Industries,Influencer,Women 25-34,15 days,0.12,5466.71,6.61,Seattle,French,1678,4309,6,Foodies,2023-03-25
DataTech Solutions,Display,All Ages,30 days,0.05,12988.87,4.18,Seattle,English,648,17396,4,Foodies,2023-03-16
Alpha Innovations,Search,Women 35-44,30 days,0.05,17336.44,4.54,Washington D.C.,Mandarin,1515,8904,10,Tech Enthusiasts,2023-03-09
Alpha Innovations,Search,All Ages,15 days,0.14,15561.83,6.83,Boston,Spanish,1512,9136,4,Tech Enthusiasts,2023-03-28
DataTech Solutions,Display,Women 35-44,15 days,0.09,13221.36,5.91,Seattle,French,811,3960,9,Tech Enthusiasts,2023-03-11
TechCorp,Influencer,Women 25-34,45 days,0.13,16671.62,2.66,Las Vegas,Mandarin,590,15729,6,Health & Wellness,2023-03-25
DataTech Solutions,Display,Women 25-34,60 days,0.07,6297.9,4.66,Los Ángeles,English,1928,4449,8,Fashionistas,2023-03-22
DataTech Solutions,Social Media,Men 25-34,30 days,0.05,11615.65,3.35,Las Vegas,German,1306,1955,5,Tech Enthusiasts,2023-03-01
Alpha Innovations,Social Media,Men 25-34,30 days,0.08,13312.47,2.59,Seattle,French,1498,4417,9,Fashionistas,2023-03-12
Alpha Innovations,Display,Men 18-24,45 days,0.05,5829.8,5.41,Seattle,English,406,13953,3,Foodies,2023-03-07
DataTech Solutions,Search,Women 35-44,60 days,0.09,13649.85,5.25,Seattle,Mandarin,386,6927,6,Health & Wellness,2023-03-11
Innovate Industries,Email,All Ages,30 days,0.01,9502.92,2.64,Miami,Mandarin,962,1447,9,Outdoor Adventurers,2023-03-13
Alpha Innovations,Influencer,All Ages,60 days,0.08,11687.3,4.59,Seattle,English,1258,9142,3,Health & Wellness,2023-03-24
NexGen Systems,Display,Men 25-34,15 days,0.14,12109.89,6.47,Miami,Spanish,947,3649,4,Health & Wellness,2023-03-18
DataTech Solutions,Search,Men 18-24,45 days,0.01,18122.61,5.0,San Francisco,French,1129,19133,3,Outdoor Adventurers,2023-03-30
Innovate Industries,Search,Men 18-24,45 days,0.07,16462.23,2.01,Nueva Orleans,French,761,14252,5,Foodies,2023-03-01
DataTech Solutions,Display,Women 35-44,45 days,0.12,12296.43,2.51,Las Vegas,English,1796,10324,7,Fashionistas,2023-03-30
DataTech Solutions,Social Media,All Ages,60 days,0.08,6939.43,2.15,Seattle,Spanish,1015,1193,3,Foodies,2023-03-09
DataTech Solutions,Influencer,Men 25-34,45 days,0.02,11628.03,5.43,Las Vegas,Mandarin,794,17434,7,Foodies,2023-03-20
TechCorp,Social Media,Women 25-34,30 days,0.14,5030.9,5.65,San Francisco,English,780,2590,9,Health & Wellness,2023-03-19
TechCorp,Search,Women 35-44,15 days,0.04,19843.17,3.44,Boston,German,1069,5388,7,Tech Enthusiasts,2023-03-07
TechCorp,Display,All Ages,15 days,0.11,18081.54,4.45,Nueva York,Mandarin,941,12092,8,Fashionistas,2023-03-09
DataTech Solutions,Influencer,Men 18-24,15 days,0.13,11870.85,7.44,Nueva Orleans,French,1595,5084,8,Health & Wellness,2023-03-18
Alpha Innovations,Display,Men 25-34,30 days,0.1,12310.89,6.84,Washington D.C.,Mandarin,182,11069,4,Foodies,2023-03-02
NexGen Systems,Social Media,Women 25-34,60 days,0.14,11642.24,6.0,Miami,Mandarin,1165,1023,1,Foodies,2023-03-08
TechCorp,Social Media,All Ages,15 days,0.02,15184.15,4.65,Las Vegas,Mandarin,566,4032,3,Tech Enthusiasts,2023-03-08
Innovate Industries,Influencer,Men 25-34,15 days,0.08,8098.7,7.82,San Francisco,French,1224,5890,5,Foodies,2023-03-07
Innovate Industries,Email,All Ages,30 days,0.06,6794.68,4.58,Nueva Orleans,Mandarin,1375,1728,7,Foodies,2023-03-08
TechCorp,Social Media,All Ages,15 days,0.14,12280.31,3.99,Los Ángeles,French,1157,8281,6,Outdoor Adventurers,2023-03-02
Innovate Industries,Email,Women 25-34,60 days,0.13,15704.15,6.24,Los Ángeles,Mandarin,823,6877,9,Foodies,2023-03-16
Alpha Innovations,Social Media,Women 35-44,45 days,0.05,14455.76,5.48,Washington D.C.,Spanish,1337,3829,3,Foodies,2023-03-28
NexGen Systems,Display,Men 18-24,60 days,0.08,9526.81,5.67,Chicago,Spanish,1582,1710,5,Health & Wellness,2023-03-03
Alpha Innovations,Social Media,Women 25-34,30 days,0.12,16290.53,2.69,Seattle,English,106,9735,2,Outdoor Adventurers,2023-03-10
Innovate Industries,Display,Women 35-44,15 days,0.07,16617.62,7.89,Boston,Mandarin,1977,7361,4,Outdoor Adventurers,2023-03-17
DataTech Solutions,Email,Men 18-24,60 days,0.08,16411.84,7.36,Washington D.C.,English,1174,6873,1,Fashionistas,2023-03-27
TechCorp,Search,Women 25-34,45 days,0.1,19918.69,5.11,Chicago,English,268,10719,10,Fashionistas,2023-03-18
Alpha Innovations,Display,Men 25-34,15 days,0.03,18454.81,5.23,Seattle,English,1331,15739,4,Tech Enthusiasts,2023-03-27
TechCorp,Email,Men 18-24,30 days,0.01,8603.79,4.58,Nueva York,French,178,14774,6,Foodies,2023-03-28
TechCorp,Influencer,All Ages,30 days,0.09,18591.24,3.94,Washington D.C.,English,1395,19812,9,Foodies,2023-03-05
Innovate Industries,Social Media,All Ages,60 days,0.08,8264.03,5.52,Chicago,Mandarin,455,7646,5,Tech Enthusiasts,2023-03-14
TechCorp,Display,All Ages,30 days,0.12,6252.79,2.88,Nueva York,German,582,1387,3,Tech Enthusiasts,2023-03-08
Innovate Industries,Influencer,All Ages,45 days,0.01,7803.24,2.76,Las Vegas,French,1673,3389,5,Outdoor Adventurers,2023-03-05
TechCorp,Social Media,All Ages,45 days,0.05,16000.12,3.54,Las Vegas,English,1451,6188,8,Fashionistas,2023-03-21
NexGen Systems,Search,Women 25-34,45 days,0.12,15282.19,6.53,Nueva York,French,599,9751,3,Foodies,2023-03-14
Innovate Industries,Influencer,Women 35-44,45 days,0.1,7688.24,5.07,Chicago,French,1627,19784,10,Outdoor Adventurers,2023-03-21
DataTech Solutions,Search,Women 35-44,30 days,0.13,19852.98,6.23,Chicago,English,642,19168,8,Fashionistas,2023-03-07
DataTech Solutions,Social Media,Men 25-34,60 days,0.06,15506.28,7.17,Nueva Orleans,German,1512,15347,4,Fashionistas,2023-03-16
Alpha Innovations,Email,All Ages,30 days,0.04,15874.03,3.96,Chicago,English,1566,10336,4,Foodies,2023-03-16
Alpha Innovations,Display,Men 18-24,15 days,0.09,10162.06,6.14,Boston,Spanish,1374,2306,9,Outdoor Adventurers,2023-03-08
DataTech Solutions,Display,All Ages,60 days,0.01,19992.13,7.46,Seattle,English,1841,14229,4,Fashionistas,2023-03-23
NexGen Systems,Social Media,Women 35-44,15 days,0.09,10344.24,2.72,Nueva Orleans,Mandarin,1853,1890,6,Fashionistas,2023-03-04
Innovate Industries,Influencer,Men 25-34,45 days,0.06,9943.34,5.94,San Francisco,Mandarin,1115,13186,3,Health & Wellness,2023-03-01
Innovate Industries,Search,All Ages,60 days,0.11,15352.1,5.87,Nueva York,French,258,10238,10,Foodies,2023-03-15
Innovate Industries,Influencer,Women 35-44,45 days,0.15,7580.46,3.97,Las Vegas,Spanish,557,9415,5,Foodies,2023-03-04
Innovate Industries,Social Media,All Ages,60 days,0.03,14506.12,2.67,Miami,French,475,3623,1,Fashionistas,2023-03-02
Innovate Industries,Search,Men 25-34,60 days,0.07,9589.64,5.03,Nueva York,English,673,18960,2,Outdoor Adventurers,2023-03-21
Alpha Innovations,Influencer,Women 25-34,15 days,0.11,16189.43,2.76,Washington D.C.,German,1480,2798,2,Foodies,2023-03-27
DataTech Solutions,Display,All Ages,60 days,0.13,19567.17,6.03,Los Ángeles,English,254,13290,5,Tech Enthusiasts,2023-03-09
NexGen Systems,Social Media,All Ages,45 days,0.14,17026.19,6.99,Miami,French,1592,4694,3,Health & Wellness,2023-03-08
Innovate Industries,Email,Men 18-24,30 days,0.05,17442.17,3.65,Los Ángeles,English,387,1285,7,Foodies,2023-03-29
Alpha Innovations,Search,Women 35-44,30 days,0.02,18686.57,7.62,Nueva Orleans,English,170,18559,6,Foodies,2023-03-10
Alpha Innovations,Social Media,Men 25-34,60 days,0.07,6920.65,6.39,Washington D.C.,Spanish,825,2733,1,Tech Enthusiasts,2023-03-05
NexGen Systems,Display,All Ages,45 days,0.11,17687.99,3.77,Las Vegas,Spanish,1218,10835,4,Foodies,2023-03-05
Alpha Innovations,Email,Women 35-44,15 days,0.13,7692.1,7.39,Washington D.C.,French,784,7870,10,Fashionistas,2023-03-12
Alpha Innovations,Search,Women 25-34,30 days,0.15,14085.41,3.9,Chicago,Spanish,1939,14861,6,Health & Wellness,2023-03-18
NexGen Systems,Search,Women 35-44,15 days,0.09,12955.68,2.1,Nueva Orleans,German,1346,11660,4,Fashionistas,2023-03-28
