Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Social Media,Men 25-34,45 days,0.04,9567.1,6.99,San Francisco,Mandarin,114,15419,7,Health & Wellness,2022-02-22
NexGen Systems,Display,Men 25-34,60 days,0.07,8178.89,2.85,Washington D.C.,German,509,3474,10,Health & Wellness,2022-02-15
NexGen Systems,Search,Women 25-34,60 days,0.12,6338.53,2.88,Boston,French,1340,8353,4,Foodies,2022-02-22
Innovate Industries,Influencer,Men 18-24,60 days,0.09,8561.91,4.69,Miami,English,285,6587,9,Fashionistas,2022-02-19
DataTech Solutions,Email,All Ages,45 days,0.01,9348.95,5.9,Los Ángeles,French,110,7653,4,Outdoor Adventurers,2022-02-14
Innovate Industries,Display,All Ages,15 days,0.11,14629.37,4.23,Las Vegas,French,114,2258,2,Outdoor Adventurers,2022-02-02
NexGen Systems,Influencer,Women 25-34,30 days,0.11,11913.67,2.7,Chicago,English,1290,18993,9,Fashionistas,2022-02-15
TechCorp,Influencer,Men 18-24,30 days,0.08,16936.59,5.24,Washington D.C.,English,616,4714,8,Outdoor Adventurers,2022-02-09
TechCorp,Search,All Ages,30 days,0.13,12934.91,2.59,Miami,Mandarin,1666,13815,8,Foodies,2022-02-18
DataTech Solutions,Influencer,Men 18-24,60 days,0.12,7900.37,3.0,Washington D.C.,French,326,3889,8,Health & Wellness,2022-02-20
Innovate Industries,Search,Men 18-24,45 days,0.07,9283.63,4.77,Nueva York,French,1282,4503,8,Outdoor Adventurers,2022-02-26
DataTech Solutions,Display,Men 25-34,60 days,0.09,6952.18,6.88,Nueva Orleans,Spanish,1167,5798,4,Fashionistas,2022-02-25
DataTech Solutions,Social Media,Women 25-34,30 days,0.03,11781.94,4.03,Las Vegas,Mandarin,1331,4243,9,Fashionistas,2022-02-07
NexGen Systems,Search,All Ages,30 days,0.02,5107.43,2.75,Miami,Mandarin,843,7325,8,Health & Wellness,2022-02-21
Alpha Innovations,Display,Men 18-24,15 days,0.06,15164.46,7.34,Boston,German,1764,10208,4,Outdoor Adventurers,2022-02-15
TechCorp,Influencer,Men 25-34,60 days,0.09,17333.51,6.7,Nueva York,Spanish,774,17352,8,Foodies,2022-02-06
DataTech Solutions,Email,Women 35-44,45 days,0.04,14993.1,2.38,Boston,English,1722,2702,10,Health & Wellness,2022-02-18
NexGen Systems,Display,Women 25-34,60 days,0.11,14177.8,5.24,San Francisco,Spanish,505,17732,5,Tech Enthusiasts,2022-02-11
Alpha Innovations,Social Media,Men 25-34,45 days,0.08,8216.34,6.03,Seattle,French,1453,2847,10,Foodies,2022-02-26
Alpha Innovations,Display,Women 35-44,15 days,0.08,6093.49,2.47,Boston,Mandarin,900,14858,3,Health & Wellness,2022-02-08
NexGen Systems,Email,Men 25-34,45 days,0.1,13193.1,7.51,Boston,English,1900,13369,5,Tech Enthusiasts,2022-02-08
DataTech Solutions,Search,Women 25-34,45 days,0.15,5294.55,4.29,Las Vegas,Mandarin,1716,3543,8,Foodies,2022-02-08
Alpha Innovations,Email,Women 35-44,15 days,0.11,8134.22,5.74,Nueva York,French,1817,19363,4,Foodies,2022-02-15
NexGen Systems,Search,Men 25-34,30 days,0.05,11730.97,5.58,Seattle,French,1033,16362,1,Fashionistas,2022-02-03
Alpha Innovations,Display,Women 25-34,30 days,0.06,18934.03,2.81,Los Ángeles,English,1142,12317,8,Health & Wellness,2022-02-03
TechCorp,Email,Men 25-34,30 days,0.15,6838.96,3.28,San Francisco,German,342,7009,9,Tech Enthusiasts,2022-02-19
DataTech Solutions,Display,Men 25-34,45 days,0.11,12847.83,6.76,Las Vegas,Spanish,391,8401,3,Fashionistas,2022-02-21
NexGen Systems,Email,All Ages,45 days,0.07,7780.02,6.91,Los Ángeles,French,1144,10384,5,Outdoor Adventurers,2022-02-02
NexGen Systems,Social Media,Women 35-44,30 days,0.04,17015.05,5.68,San Francisco,English,1279,18244,2,Foodies,2022-02-27
Alpha Innovations,Influencer,Women 25-34,45 days,0.11,14136.62,4.88,Nueva Orleans,French,304,2768,5,Outdoor Adventurers,2022-02-04
Innovate Industries,Email,Women 25-34,30 days,0.06,8361.02,6.19,Nueva York,German,478,1463,5,Health & Wellness,2022-02-10
TechCorp,Influencer,Men 25-34,45 days,0.1,18494.11,7.47,Chicago,Mandarin,1510,5939,7,Tech Enthusiasts,2022-02-08
NexGen Systems,Influencer,Women 35-44,30 days,0.03,18984.17,3.14,Nueva Orleans,French,181,5736,10,Tech Enthusiasts,2022-02-14
