Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Innovate Industries,Display,Men 18-24,30 days,0.12,9995.99,6.22,Seattle,German,618,12976,5,Tech Enthusiasts,2023-12-15
DataTech Solutions,Email,Men 25-34,45 days,0.05,18281.14,5.56,Miami,German,1165,18134,9,Tech Enthusiasts,2023-12-05
DataTech Solutions,Email,Men 25-34,60 days,0.1,19701.12,4.42,Miami,English,1504,7551,5,Tech Enthusiasts,2023-12-23
Innovate Industries,Search,Men 25-34,30 days,0.1,17011.03,5.53,Boston,French,705,17402,1,Health & Wellness,2023-12-26
Alpha Innovations,Search,Men 25-34,45 days,0.1,9441.96,3.0,Nueva Orleans,German,1354,3985,10,Fashionistas,2023-12-08
Innovate Industries,Email,All Ages,30 days,0.02,17768.48,3.93,San Francisco,French,263,13938,1,Outdoor Adventurers,2023-12-23
NexGen Systems,Display,Women 25-34,30 days,0.07,7668.06,5.16,Los Ángeles,Spanish,116,9354,5,Tech Enthusiasts,2023-12-19
Innovate Industries,Email,Men 18-24,15 days,0.09,16976.15,7.67,Miami,Mandarin,1446,6272,1,Fashionistas,2023-12-13
DataTech Solutions,Display,Men 18-24,45 days,0.08,16755.0,3.77,Seattle,German,2000,5238,6,Fashionistas,2023-12-13
TechCorp,Email,Men 18-24,30 days,0.11,8791.78,7.27,Seattle,Mandarin,997,9617,10,Fashionistas,2023-12-09
DataTech Solutions,Email,Women 25-34,30 days,0.06,13929.36,7.41,Nueva York,French,1141,1829,2,Tech Enthusiasts,2023-12-24
Innovate Industries,Search,All Ages,60 days,0.09,5323.96,7.48,Nueva York,Spanish,659,2294,2,Foodies,2023-12-28
DataTech Solutions,Social Media,Women 25-34,60 days,0.04,19753.39,6.74,Los Ángeles,Spanish,1850,10801,7,Tech Enthusiasts,2023-12-16
DataTech Solutions,Email,Women 35-44,30 days,0.1,14173.22,7.29,Boston,German,158,10865,4,Outdoor Adventurers,2023-12-28
Alpha Innovations,Email,Women 25-34,30 days,0.07,18839.65,5.5,Las Vegas,German,1259,17395,9,Health & Wellness,2023-12-06
TechCorp,Display,Men 18-24,30 days,0.02,9883.76,5.93,San Francisco,English,1464,3650,5,Health & Wellness,2023-12-09
NexGen Systems,Display,All Ages,30 days,0.09,15547.7,2.62,Chicago,French,1994,4723,7,Foodies,2023-12-25
NexGen Systems,Influencer,Women 25-34,15 days,0.14,18207.21,7.69,Seattle,German,933,9645,3,Foodies,2023-12-30
