Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Email,Women 35-44,45 days,0.14,11534.25,5.69,Las Vegas,Spanish,1991,8914,5,Health & Wellness,2022-04-19
NexGen Systems,Display,Women 25-34,45 days,0.06,14832.81,2.05,Miami,Mandarin,1835,1013,9,Fashionistas,2022-04-15
Alpha Innovations,Email,All Ages,60 days,0.09,11229.61,4.1,Washington D.C.,French,1142,18621,9,Outdoor Adventurers,2022-04-15
Alpha Innovations,Display,All Ages,30 days,0.1,10910.6,4.8,Boston,Spanish,659,17774,6,Outdoor Adventurers,2022-04-19
TechCorp,Influencer,Women 35-44,60 days,0.02,18213.82,5.3,Los Ángeles,Mandarin,630,9653,2,Tech Enthusiasts,2022-04-04
TechCorp,Influencer,Men 18-24,15 days,0.08,10045.01,2.25,Miami,Mandarin,826,5058,8,Outdoor Adventurers,2022-04-26
NexGen Systems,Social Media,Women 35-44,60 days,0.03,17068.16,7.59,Chicago,English,750,18644,8,Tech Enthusiasts,2022-04-29
Alpha Innovations,Search,Men 18-24,60 days,0.13,16992.19,5.19,Boston,English,232,2225,10,Tech Enthusiasts,2022-04-16
DataTech Solutions,Email,Women 35-44,45 days,0.04,16637.38,2.88,Boston,French,1369,11833,9,Foodies,2022-04-02
NexGen Systems,Search,All Ages,15 days,0.1,6663.01,4.6,Chicago,Spanish,1235,2966,1,Health & Wellness,2022-04-13
DataTech Solutions,Social Media,Women 25-34,45 days,0.12,15760.89,2.88,San Francisco,French,1838,7755,6,Fashionistas,2022-04-23
Alpha Innovations,Influencer,Men 18-24,45 days,0.06,8191.07,7.97,Nueva Orleans,Spanish,912,15145,7,Outdoor Adventurers,2022-04-28
TechCorp,Display,Men 25-34,15 days,0.04,14231.88,4.39,Las Vegas,English,1265,8993,4,Foodies,2022-04-04
DataTech Solutions,Influencer,Men 25-34,60 days,0.06,17873.37,7.08,Nueva York,German,1660,18199,7,Tech Enthusiasts,2022-04-13
NexGen Systems,Social Media,Women 25-34,30 days,0.04,10572.53,7.21,Los Ángeles,English,1281,9975,5,Tech Enthusiasts,2022-04-12
Alpha Innovations,Search,Men 25-34,45 days,0.13,17765.01,4.44,Chicago,Mandarin,1717,13613,4,Foodies,2022-04-04
TechCorp,Display,Women 25-34,45 days,0.04,12820.16,2.72,Los Ángeles,French,109,13637,2,Health & Wellness,2022-04-19
Alpha Innovations,Email,Men 25-34,15 days,0.15,10145.11,3.87,Boston,French,1987,9580,2,Fashionistas,2022-04-03
Alpha Innovations,Social Media,Men 25-34,30 days,0.07,17595.77,7.23,Washington D.C.,French,281,13065,2,Health & Wellness,2022-04-18
Innovate Industries,Display,Men 18-24,45 days,0.09,14743.47,5.4,Nueva York,German,1786,3361,9,Outdoor Adventurers,2022-04-29
DataTech Solutions,Display,Women 25-34,60 days,0.11,8582.01,2.35,Seattle,German,860,13838,8,Fashionistas,2022-04-19
DataTech Solutions,Influencer,Men 18-24,30 days,0.14,14902.68,3.96,Chicago,French,1168,10424,2,Outdoor Adventurers,2022-04-05
NexGen Systems,Search,Women 25-34,15 days,0.11,7117.33,7.34,Washington D.C.,Spanish,634,12641,10,Outdoor Adventurers,2022-04-05
DataTech Solutions,Influencer,All Ages,60 days,0.12,8744.19,6.43,Los Ángeles,German,1208,18509,10,Fashionistas,2022-04-22
TechCorp,Influencer,Women 25-34,60 days,0.14,5945.32,3.2,Nueva York,French,130,11977,1,Outdoor Adventurers,2022-04-08
NexGen Systems,Search,Men 25-34,60 days,0.14,19766.47,3.39,Boston,Mandarin,466,16950,1,Fashionistas,2022-04-09
TechCorp,Influencer,All Ages,15 days,0.09,12443.3,2.63,Washington D.C.,Mandarin,1284,18400,5,Tech Enthusiasts,2022-04-19
NexGen Systems,Social Media,All Ages,30 days,0.15,7498.34,5.25,Nueva York,Mandarin,291,17743,7,Health & Wellness,2022-04-01
Alpha Innovations,Display,All Ages,15 days,0.07,10305.75,7.85,Chicago,French,217,18706,2,Outdoor Adventurers,2022-04-16
Innovate Industries,Social Media,Men 18-24,30 days,0.09,6551.38,3.51,Chicago,French,1827,1893,8,Health & Wellness,2022-04-12
NexGen Systems,Display,Women 35-44,15 days,0.02,14526.19,3.69,Nueva York,German,1315,13811,10,Foodies,2022-04-04
DataTech Solutions,Email,All Ages,15 days,0.04,10645.51,3.12,Seattle,French,1797,6406,7,Fashionistas,2022-04-18
NexGen Systems,Influencer,All Ages,45 days,0.08,15353.07,2.89,Boston,English,1629,19988,1,Health & Wellness,2022-04-23
NexGen Systems,Display,Men 18-24,30 days,0.05,9682.99,4.02,Seattle,Spanish,1408,1470,3,Tech Enthusiasts,2022-04-03
TechCorp,Social Media,All Ages,30 days,0.13,9501.97,4.67,Boston,French,1623,7718,7,Fashionistas,2022-04-14
TechCorp,Social Media,Women 25-34,15 days,0.09,19215.38,6.58,Los Ángeles,German,1255,3964,8,Fashionistas,2022-04-16
DataTech Solutions,Email,Women 35-44,30 days,0.09,14406.39,3.62,Los Ángeles,German,1273,2428,2,Tech Enthusiasts,2022-04-19
DataTech Solutions,Email,Men 25-34,60 days,0.04,8774.3,4.3,Nueva York,English,1620,4738,7,Fashionistas,2022-04-27
Innovate Industries,Social Media,Men 25-34,15 days,0.07,10046.38,4.7,Los Ángeles,German,1723,16637,5,Outdoor Adventurers,2022-04-03
DataTech Solutions,Social Media,Women 25-34,15 days,0.07,10849.34,5.32,Los Ángeles,Mandarin,1609,7425,7,Foodies,2022-04-26
Innovate Industries,Email,Men 18-24,45 days,0.12,6680.48,5.89,Las Vegas,German,1440,16718,3,Outdoor Adventurers,2022-04-22
Alpha Innovations,Search,Women 35-44,45 days,0.12,5064.04,2.71,Boston,English,798,15161,7,Foodies,2022-04-26
Alpha Innovations,Social Media,Women 25-34,60 days,0.07,13533.0,2.68,Chicago,Mandarin,1181,15676,6,Outdoor Adventurers,2022-04-09
DataTech Solutions,Influencer,Women 35-44,30 days,0.01,15651.36,7.48,Nueva Orleans,Mandarin,796,10873,7,Outdoor Adventurers,2022-04-08
Alpha Innovations,Search,Women 35-44,15 days,0.01,8501.74,5.58,Miami,German,1509,15093,9,Outdoor Adventurers,2022-04-04
Innovate Industries,Search,Men 18-24,15 days,0.08,13771.83,3.12,Nueva Orleans,Spanish,1082,1491,9,Tech Enthusiasts,2022-04-09
Innovate Industries,Social Media,Men 18-24,15 days,0.14,13401.55,4.97,Chicago,Mandarin,755,16013,1,Outdoor Adventurers,2022-04-14
Alpha Innovations,Search,Men 18-24,30 days,0.11,19676.58,4.21,Nueva Orleans,German,446,11958,4,Health & Wellness,2022-04-13
DataTech Solutions,Influencer,Men 25-34,45 days,0.13,11155.5,7.72,Chicago,Spanish,1193,13417,5,Foodies,2022-04-11
NexGen Systems,Social Media,Women 35-44,45 days,0.09,9289.78,6.46,Los Ángeles,French,582,13260,4,Health & Wellness,2022-04-25
Innovate Industries,Social Media,Men 18-24,15 days,0.09,18286.55,4.5,Boston,Spanish,1439,14373,10,Foodies,2022-04-17
NexGen Systems,Influencer,Men 18-24,15 days,0.02,8760.61,2.04,Chicago,English,1510,6822,3,Fashionistas,2022-04-12
TechCorp,Social Media,All Ages,45 days,0.05,16991.36,6.23,Nueva Orleans,English,927,9401,3,Tech Enthusiasts,2022-04-10
Alpha Innovations,Social Media,Women 35-44,15 days,0.03,5591.92,4.61,Nueva York,Spanish,1775,11883,9,Outdoor Adventurers,2022-04-25
Alpha Innovations,Search,Men 25-34,15 days,0.13,14448.63,5.04,Miami,Mandarin,779,1932,10,Foodies,2022-04-16
Alpha Innovations,Email,All Ages,60 days,0.13,16434.56,2.9,Miami,English,873,1205,9,Outdoor Adventurers,2022-04-11
Innovate Industries,Display,Men 25-34,30 days,0.11,19381.9,6.4,Washington D.C.,English,1743,18821,4,Foodies,2022-04-08
DataTech Solutions,Email,Women 25-34,45 days,0.1,16302.34,6.67,Las Vegas,French,803,6745,8,Tech Enthusiasts,2022-04-01
TechCorp,Influencer,Men 25-34,45 days,0.13,13482.44,5.41,Las Vegas,Mandarin,1001,1401,1,Fashionistas,2022-04-01
NexGen Systems,Display,Men 25-34,30 days,0.1,9990.63,5.15,Chicago,English,714,11018,10,Fashionistas,2022-04-10
TechCorp,Email,Men 25-34,30 days,0.08,14401.84,5.09,Washington D.C.,Mandarin,148,9047,8,Tech Enthusiasts,2022-04-16
Innovate Industries,Display,All Ages,45 days,0.1,8974.9,6.47,San Francisco,Spanish,1608,12860,9,Health & Wellness,2022-04-11
Alpha Innovations,Influencer,All Ages,60 days,0.13,16809.33,4.94,Boston,Spanish,1343,16060,3,Outdoor Adventurers,2022-04-19
DataTech Solutions,Display,Men 18-24,15 days,0.04,15506.69,2.73,Los Ángeles,French,888,17844,5,Outdoor Adventurers,2022-04-19
DataTech Solutions,Display,Women 25-34,60 days,0.13,10038.57,7.64,Washington D.C.,Mandarin,1385,11577,2,Foodies,2022-04-03
Innovate Industries,Email,Men 25-34,15 days,0.1,13335.61,7.9,Nueva Orleans,French,592,2474,1,Fashionistas,2022-04-02
Alpha Innovations,Influencer,Men 18-24,15 days,0.05,14092.72,2.14,Nueva Orleans,German,1388,1036,7,Outdoor Adventurers,2022-04-27
