Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Email,Women 25-34,45 days,0.02,10259.24,5.14,Miami,Spanish,595,16017,8,Outdoor Adventurers,2024-03-28
TechCorp,Influencer,Women 35-44,45 days,0.07,7779.01,4.75,Las Vegas,Mandarin,1015,16223,7,Health & Wellness,2024-03-14
Alpha Innovations,Display,Women 35-44,45 days,0.09,5954.48,3.25,San Francisco,Mandarin,1194,4236,6,Outdoor Adventurers,2024-03-25
DataTech Solutions,Influencer,Men 18-24,45 days,0.02,16400.31,6.43,Washington D.C.,Mandarin,834,10290,9,Foodies,2024-03-25
Innovate Industries,Email,Men 18-24,45 days,0.13,16773.13,3.46,Miami,Mandarin,867,12032,9,Foodies,2024-03-27
NexGen Systems,Influencer,Men 25-34,60 days,0.09,17727.67,7.34,San Francisco,English,1046,8610,10,Health & Wellness,2024-03-24
TechCorp,Display,Men 18-24,30 days,0.11,10211.36,5.52,Boston,French,452,10749,9,Fashionistas,2024-03-09
Alpha Innovations,Influencer,Men 25-34,15 days,0.14,19241.49,7.99,Los Ángeles,Spanish,1779,9261,9,Foodies,2024-03-29
Alpha Innovations,Influencer,Women 35-44,45 days,0.05,17531.34,7.77,Nueva York,Spanish,1680,15797,5,Health & Wellness,2024-03-25
Alpha Innovations,Social Media,Women 25-34,30 days,0.12,7902.07,4.19,Nueva Orleans,Mandarin,1510,7682,3,Health & Wellness,2024-03-19
Alpha Innovations,Display,Men 18-24,60 days,0.13,6644.81,4.6,Nueva Orleans,German,1164,1062,7,Outdoor Adventurers,2024-03-07
DataTech Solutions,Social Media,All Ages,30 days,0.06,13998.97,2.74,Nueva York,Spanish,195,9315,5,Tech Enthusiasts,2024-03-11
DataTech Solutions,Influencer,Men 18-24,30 days,0.12,9820.25,7.94,San Francisco,French,184,6911,5,Tech Enthusiasts,2024-03-21
Innovate Industries,Social Media,Women 35-44,15 days,0.01,14473.45,2.5,Washington D.C.,German,1040,3287,7,Foodies,2024-03-04
TechCorp,Search,Women 25-34,15 days,0.08,14839.4,5.08,Washington D.C.,Spanish,1330,3084,5,Health & Wellness,2024-03-21
NexGen Systems,Social Media,Women 35-44,60 days,0.05,13574.93,2.4,Washington D.C.,French,1029,6679,7,Health & Wellness,2024-03-19
Alpha Innovations,Display,Women 35-44,45 days,0.06,10368.1,7.2,Nueva Orleans,English,523,7465,3,Outdoor Adventurers,2024-03-02
TechCorp,Email,Men 25-34,45 days,0.01,7194.13,3.66,San Francisco,English,106,15665,6,Outdoor Adventurers,2024-03-14
NexGen Systems,Email,Men 18-24,15 days,0.13,14767.84,3.24,San Francisco,English,1152,13057,6,Tech Enthusiasts,2024-03-14
DataTech Solutions,Influencer,Women 35-44,60 days,0.11,8568.53,2.56,Boston,Mandarin,1047,19744,2,Tech Enthusiasts,2024-03-13
NexGen Systems,Influencer,All Ages,60 days,0.03,10412.51,4.68,Washington D.C.,English,1862,16233,9,Fashionistas,2024-03-30
TechCorp,Search,Men 25-34,60 days,0.08,19956.58,5.39,Boston,English,1568,14515,7,Health & Wellness,2024-03-13
Innovate Industries,Email,Men 25-34,30 days,0.13,10523.66,6.25,Boston,Spanish,852,14191,10,Fashionistas,2024-03-30
Innovate Industries,Email,Women 25-34,60 days,0.15,7051.58,4.7,Nueva Orleans,Spanish,1796,9853,3,Outdoor Adventurers,2024-03-26
