Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
NexGen Systems,Email,Women 25-34,15 days,0.11,6803.73,4.9,Los Ángeles,Mandarin,1276,9885,8,Foodies,2022-02-27
NexGen Systems,Email,Men 18-24,30 days,0.03,17336.51,5.9,Miami,German,617,3148,5,Fashionistas,2022-02-25
NexGen Systems,Influencer,Women 25-34,45 days,0.04,7509.1,7.6,Chicago,French,641,6273,1,Foodies,2022-02-13
NexGen Systems,Email,Men 25-34,15 days,0.09,9747.73,8.0,San Francisco,Mandarin,756,10787,10,Tech Enthusiasts,2022-02-23
TechCorp,Influencer,All Ages,30 days,0.09,15280.57,2.87,Chicago,German,1311,3936,2,Foodies,2022-02-22
DataTech Solutions,Display,Women 35-44,60 days,0.12,6862.01,3.56,Nueva Orleans,German,621,5021,4,Health & Wellness,2022-02-03
NexGen Systems,Influencer,All Ages,30 days,0.1,18594.18,3.92,Nueva York,English,118,4863,7,Fashionistas,2022-02-03
DataTech Solutions,Social Media,Men 18-24,60 days,0.02,13990.26,7.85,Miami,Mandarin,1768,6661,7,Outdoor Adventurers,2022-02-17
Innovate Industries,Display,Women 35-44,60 days,0.07,19960.16,2.19,Nueva Orleans,French,211,19884,2,Health & Wellness,2022-02-15
NexGen Systems,Social Media,Women 25-34,45 days,0.12,7974.16,6.78,Nueva York,French,472,11521,9,Health & Wellness,2022-02-14
Innovate Industries,Influencer,All Ages,45 days,0.11,8702.7,4.15,Chicago,French,1756,8921,3,Outdoor Adventurers,2022-02-12
Innovate Industries,Influencer,Men 25-34,45 days,0.13,18794.46,5.63,Seattle,German,1563,12347,8,Foodies,2022-02-16
Innovate Industries,Search,Women 35-44,15 days,0.1,18542.53,2.1,San Francisco,French,356,7567,4,Tech Enthusiasts,2022-02-10
Alpha Innovations,Influencer,Women 35-44,60 days,0.08,13118.55,2.19,Seattle,Mandarin,720,4479,5,Fashionistas,2022-02-19
DataTech Solutions,Influencer,All Ages,60 days,0.03,15978.25,3.63,Boston,English,1330,17679,1,Outdoor Adventurers,2022-02-10
Innovate Industries,Email,All Ages,45 days,0.06,18613.53,5.35,Nueva Orleans,German,1274,12597,9,Foodies,2022-02-15
NexGen Systems,Influencer,Women 35-44,60 days,0.06,12622.9,5.94,Chicago,Spanish,330,14664,8,Foodies,2022-02-10
Innovate Industries,Display,All Ages,45 days,0.08,16704.88,2.06,Nueva York,English,1917,14707,2,Foodies,2022-02-19
DataTech Solutions,Search,Women 25-34,30 days,0.07,16538.44,4.42,Miami,Spanish,1141,17550,4,Fashionistas,2022-02-14
Innovate Industries,Social Media,Men 25-34,45 days,0.06,18772.39,7.27,Boston,French,1048,6545,4,Fashionistas,2022-02-16
Innovate Industries,Search,Men 25-34,45 days,0.12,16390.76,3.28,Washington D.C.,Spanish,1474,9772,1,Foodies,2022-02-14
DataTech Solutions,Search,Women 35-44,45 days,0.04,19331.91,6.25,San Francisco,French,793,19336,6,Foodies,2022-02-12
Innovate Industries,Display,Men 18-24,30 days,0.13,19845.58,3.19,San Francisco,German,204,12152,7,Health & Wellness,2022-02-12
TechCorp,Email,Women 25-34,60 days,0.13,12822.11,6.55,Nueva York,Spanish,1925,16848,9,Foodies,2022-02-18
NexGen Systems,Influencer,Men 18-24,15 days,0.07,12169.48,7.46,Nueva York,German,1132,2646,6,Outdoor Adventurers,2022-02-27
TechCorp,Email,Men 25-34,45 days,0.05,9930.16,6.31,Miami,English,765,14814,10,Tech Enthusiasts,2022-02-04
DataTech Solutions,Influencer,Men 25-34,15 days,0.12,9999.25,3.29,Nueva Orleans,Mandarin,1667,8326,4,Foodies,2022-02-15
TechCorp,Social Media,Women 25-34,60 days,0.11,8976.66,6.6,San Francisco,English,645,7228,5,Tech Enthusiasts,2022-02-12
TechCorp,Influencer,Women 25-34,45 days,0.15,15418.17,7.79,Miami,Mandarin,792,17716,1,Foodies,2022-02-06
Alpha Innovations,Social Media,Women 35-44,45 days,0.13,17542.48,3.33,Nueva York,French,108,19855,10,Health & Wellness,2022-02-12
