Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
NexGen Systems,Display,Men 25-34,15 days,0.06,15448.74,5.08,Las Vegas,German,1701,10617,8,Outdoor Adventurers,2023-08-03
NexGen Systems,Search,All Ages,45 days,0.11,14918.23,5.71,Miami,German,571,5827,5,Foodies,2023-08-30
DataTech Solutions,Display,All Ages,60 days,0.06,12840.41,2.48,Nueva York,English,1910,13207,3,Outdoor Adventurers,2023-08-06
DataTech Solutions,Email,Men 25-34,45 days,0.14,19032.26,7.1,Boston,German,829,7937,7,Fashionistas,2023-08-03
Alpha Innovations,Influencer,Women 25-34,45 days,0.03,5974.14,3.51,Boston,English,574,17502,7,Tech Enthusiasts,2023-08-16
DataTech Solutions,Influencer,Men 18-24,45 days,0.04,9314.28,4.29,Nueva York,English,897,4763,4,Tech Enthusiasts,2023-08-01
Alpha Innovations,Display,Men 25-34,15 days,0.1,19300.83,3.69,Las Vegas,Mandarin,883,14145,8,Health & Wellness,2023-08-30
Alpha Innovations,Social Media,Women 25-34,15 days,0.03,16929.75,5.27,Washington D.C.,French,742,8463,6,Health & Wellness,2023-08-15
Innovate Industries,Influencer,Women 25-34,15 days,0.15,5243.07,4.89,Los Ángeles,German,843,6702,5,Fashionistas,2023-08-11
DataTech Solutions,Social Media,Men 18-24,15 days,0.09,6297.65,4.66,Los Ángeles,English,1462,9328,8,Foodies,2023-08-18
TechCorp,Email,Women 25-34,60 days,0.07,19705.75,6.65,Seattle,German,1670,3860,10,Fashionistas,2023-08-21
DataTech Solutions,Search,Women 25-34,60 days,0.01,15878.57,5.68,Nueva York,German,1027,13120,8,Fashionistas,2023-08-23
Innovate Industries,Display,Women 25-34,30 days,0.06,8338.11,5.0,Washington D.C.,Spanish,225,3036,8,Health & Wellness,2023-08-15
NexGen Systems,Email,Women 35-44,30 days,0.13,9288.31,3.63,Seattle,Spanish,1778,6250,10,Tech Enthusiasts,2023-08-20
DataTech Solutions,Search,Men 25-34,15 days,0.14,5815.79,4.51,San Francisco,French,475,6019,3,Fashionistas,2023-08-14
NexGen Systems,Search,Women 35-44,15 days,0.08,6752.75,7.3,Los Ángeles,English,815,9272,2,Health & Wellness,2023-08-02
TechCorp,Display,Men 25-34,15 days,0.12,16688.95,6.91,Nueva Orleans,German,451,3375,10,Health & Wellness,2023-08-20
TechCorp,Influencer,Women 35-44,60 days,0.06,18103.92,7.86,Nueva York,French,323,3880,8,Tech Enthusiasts,2023-08-05
DataTech Solutions,Display,Men 18-24,60 days,0.15,13163.9,5.91,Los Ángeles,German,313,15662,7,Fashionistas,2023-08-26
Innovate Industries,Search,All Ages,60 days,0.14,12826.25,6.06,Boston,Spanish,944,11135,5,Outdoor Adventurers,2023-08-18
Alpha Innovations,Display,All Ages,45 days,0.09,15537.76,3.17,Las Vegas,English,1945,6350,4,Outdoor Adventurers,2023-08-15
TechCorp,Social Media,Men 18-24,45 days,0.02,10863.26,7.26,Nueva York,Mandarin,718,13055,7,Outdoor Adventurers,2023-08-10
TechCorp,Social Media,Men 25-34,30 days,0.03,7674.49,4.51,San Francisco,English,1335,3950,5,Foodies,2023-08-01
NexGen Systems,Display,All Ages,45 days,0.08,8673.84,2.8,Seattle,English,133,15417,6,Fashionistas,2023-08-23
TechCorp,Influencer,Men 25-34,45 days,0.1,9123.6,6.09,Seattle,German,1726,13984,6,Fashionistas,2023-08-17
DataTech Solutions,Social Media,All Ages,15 days,0.02,9539.87,6.03,Boston,French,255,13159,1,Tech Enthusiasts,2023-08-23
TechCorp,Search,Women 35-44,45 days,0.11,5813.44,2.75,Nueva Orleans,English,1523,17357,3,Health & Wellness,2023-08-25
Innovate Industries,Influencer,All Ages,15 days,0.11,8646.21,7.98,Seattle,French,347,17615,10,Health & Wellness,2023-08-27
Innovate Industries,Social Media,All Ages,15 days,0.06,11416.03,2.4,San Francisco,Spanish,719,14544,2,Health & Wellness,2023-08-22
