Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Innovate Industries,Influencer,Men 25-34,45 days,0.11,18706.97,6.87,Boston,French,320,11410,9,Health & Wellness,2023-02-25
NexGen Systems,Influencer,Women 25-34,45 days,0.14,9027.02,5.52,San Francisco,Spanish,1633,5665,8,Fashionistas,2023-02-05
DataTech Solutions,Social Media,Men 18-24,30 days,0.08,15075.3,3.99,Las Vegas,Mandarin,457,2410,10,Outdoor Adventurers,2023-02-04
Innovate Industries,Social Media,Men 18-24,15 days,0.08,8750.28,6.18,San Francisco,English,1673,4229,5,Outdoor Adventurers,2023-02-01
Innovate Industries,Search,Men 25-34,15 days,0.03,12941.98,5.41,Los Ángeles,Spanish,718,15944,4,Foodies,2023-02-08
TechCorp,Search,All Ages,60 days,0.05,17992.03,7.35,Boston,Spanish,1277,13972,3,Health & Wellness,2023-02-17
NexGen Systems,Email,Women 25-34,15 days,0.11,15388.09,6.98,San Francisco,German,1257,13352,7,Tech Enthusiasts,2023-02-14
DataTech Solutions,Email,Men 25-34,45 days,0.1,14717.52,6.02,Nueva Orleans,French,1902,18214,4,Health & Wellness,2023-02-01
DataTech Solutions,Influencer,Women 25-34,15 days,0.02,11090.8,4.09,Chicago,German,753,17085,5,Health & Wellness,2023-02-18
DataTech Solutions,Email,Women 35-44,30 days,0.02,19812.51,4.0,Nueva Orleans,English,1815,12615,3,Tech Enthusiasts,2023-02-15
DataTech Solutions,Influencer,Men 25-34,45 days,0.14,10968.11,3.55,Washington D.C.,Mandarin,1376,3440,6,Health & Wellness,2023-02-11
Innovate Industries,Search,Women 35-44,45 days,0.13,7695.45,2.5,Seattle,Mandarin,309,1023,4,Health & Wellness,2023-02-11
TechCorp,Email,Women 35-44,15 days,0.02,18605.78,2.7,Seattle,Spanish,517,17108,3,Fashionistas,2023-02-05
DataTech Solutions,Email,Men 25-34,60 days,0.11,11650.42,3.36,Chicago,English,887,16508,3,Outdoor Adventurers,2023-02-10
Alpha Innovations,Influencer,All Ages,30 days,0.03,5769.88,7.42,Boston,French,1495,8038,1,Tech Enthusiasts,2023-02-17
NexGen Systems,Social Media,Men 25-34,15 days,0.08,5605.54,5.79,Washington D.C.,Spanish,759,13296,6,Foodies,2023-02-18
NexGen Systems,Social Media,Women 35-44,45 days,0.09,11314.19,3.61,Los Ángeles,French,1838,19907,8,Fashionistas,2023-02-20
Alpha Innovations,Display,Men 25-34,60 days,0.1,11983.95,3.86,Chicago,Spanish,350,11287,7,Fashionistas,2023-02-04
NexGen Systems,Search,Women 35-44,60 days,0.03,12792.4,2.45,Boston,German,826,9417,1,Health & Wellness,2023-02-14
TechCorp,Display,All Ages,15 days,0.12,11489.18,4.5,Los Ángeles,English,492,18426,4,Fashionistas,2023-02-20
Innovate Industries,Social Media,All Ages,60 days,0.12,7459.84,4.55,Miami,Mandarin,1903,11443,10,Health & Wellness,2023-02-22
Alpha Innovations,Email,Men 18-24,15 days,0.06,19144.92,5.94,Washington D.C.,Spanish,757,12089,7,Outdoor Adventurers,2023-02-13
DataTech Solutions,Email,Men 18-24,15 days,0.03,17851.78,2.47,Washington D.C.,Mandarin,1267,4851,4,Outdoor Adventurers,2023-02-14
Alpha Innovations,Influencer,Women 25-34,60 days,0.07,18541.81,3.34,Las Vegas,English,786,13100,10,Foodies,2023-02-10
Alpha Innovations,Search,Men 25-34,15 days,0.12,8003.64,2.29,San Francisco,Mandarin,325,18749,2,Outdoor Adventurers,2023-02-12
TechCorp,Search,Women 35-44,60 days,0.08,6079.58,2.37,Miami,French,1405,8923,3,Fashionistas,2023-02-20
DataTech Solutions,Display,All Ages,30 days,0.08,17476.28,4.07,Chicago,French,1181,15324,7,Tech Enthusiasts,2023-02-03
Alpha Innovations,Email,All Ages,15 days,0.04,11623.11,2.28,San Francisco,Mandarin,516,3636,6,Tech Enthusiasts,2023-02-04
Innovate Industries,Influencer,Men 18-24,60 days,0.11,18797.53,3.18,Chicago,Mandarin,1772,14705,2,Outdoor Adventurers,2023-02-13
DataTech Solutions,Email,Men 18-24,30 days,0.15,11563.23,7.92,Los Ángeles,English,1848,5820,6,Health & Wellness,2023-02-03
NexGen Systems,Email,Men 25-34,60 days,0.05,18546.26,6.45,Washington D.C.,English,483,18928,5,Outdoor Adventurers,2023-02-04
TechCorp,Display,Men 25-34,60 days,0.05,6661.09,3.29,Washington D.C.,French,1593,1931,10,Tech Enthusiasts,2023-02-09
Alpha Innovations,Email,Men 25-34,30 days,0.07,13774.03,4.62,San Francisco,Spanish,1296,11436,7,Health & Wellness,2023-02-04
DataTech Solutions,Search,All Ages,30 days,0.1,16255.57,3.48,Boston,Spanish,1937,3928,10,Tech Enthusiasts,2023-02-12
DataTech Solutions,Influencer,Men 18-24,15 days,0.09,11076.89,2.37,Washington D.C.,English,1866,8439,8,Health & Wellness,2023-02-03
DataTech Solutions,Display,All Ages,60 days,0.13,8337.96,5.31,Nueva Orleans,German,1603,6802,8,Foodies,2023-02-05
NexGen Systems,Influencer,Men 25-34,60 days,0.14,12581.98,7.78,San Francisco,Spanish,1214,11732,1,Health & Wellness,2023-02-20
Alpha Innovations,Search,Women 35-44,60 days,0.14,8177.78,4.7,Chicago,German,360,1038,3,Fashionistas,2023-02-25
Innovate Industries,Social Media,Men 25-34,30 days,0.06,8589.11,3.08,Boston,Mandarin,776,1982,9,Fashionistas,2023-02-02
Alpha Innovations,Display,Women 25-34,60 days,0.13,19481.49,3.81,Las Vegas,German,1911,1368,3,Tech Enthusiasts,2023-02-14
NexGen Systems,Email,Women 25-34,15 days,0.1,13918.55,7.06,Nueva York,Mandarin,313,17085,1,Foodies,2023-02-24
Alpha Innovations,Display,All Ages,30 days,0.12,6368.86,7.54,San Francisco,German,939,17723,8,Tech Enthusiasts,2023-02-11
Alpha Innovations,Search,Women 35-44,15 days,0.07,6474.26,7.94,Miami,Spanish,1075,8966,2,Foodies,2023-02-20
TechCorp,Search,Women 35-44,45 days,0.08,17824.71,4.35,Nueva Orleans,Spanish,1333,14648,5,Fashionistas,2023-02-19
Alpha Innovations,Influencer,Women 25-34,30 days,0.05,16884.15,2.18,Nueva Orleans,French,552,11965,5,Tech Enthusiasts,2023-02-13
Alpha Innovations,Email,Men 18-24,60 days,0.08,5145.18,2.21,Nueva Orleans,Spanish,563,10340,10,Outdoor Adventurers,2023-02-14
NexGen Systems,Email,Women 35-44,30 days,0.03,15233.42,5.72,San Francisco,German,735,14743,5,Fashionistas,2023-02-26
Innovate Industries,Display,Women 25-34,45 days,0.08,19935.84,3.27,Seattle,English,1870,1644,4,Foodies,2023-02-02
TechCorp,Search,Women 35-44,15 days,0.11,12648.07,7.13,Boston,Mandarin,588,5023,2,Outdoor Adventurers,2023-02-18
Innovate Industries,Email,All Ages,45 days,0.14,18579.92,4.31,Seattle,French,463,5439,8,Fashionistas,2023-02-16
DataTech Solutions,Email,Men 18-24,45 days,0.14,7260.4,4.0,Chicago,Spanish,219,18919,9,Fashionistas,2023-02-27
Alpha Innovations,Search,Women 35-44,60 days,0.13,15322.84,2.46,Las Vegas,Spanish,590,9225,6,Outdoor Adventurers,2023-02-26
Innovate Industries,Influencer,Men 18-24,45 days,0.08,14121.82,2.43,Chicago,Spanish,518,10657,6,Foodies,2023-02-14
Alpha Innovations,Search,All Ages,15 days,0.14,18888.49,7.9,Chicago,French,327,8702,2,Tech Enthusiasts,2023-02-12
Innovate Industries,Search,Men 18-24,45 days,0.09,19112.01,4.01,Washington D.C.,German,627,19133,9,Health & Wellness,2023-02-18
TechCorp,Social Media,Women 35-44,45 days,0.12,17259.99,5.69,Boston,German,1553,12456,10,Tech Enthusiasts,2023-02-20
Alpha Innovations,Display,Men 18-24,45 days,0.03,7372.98,6.31,Las Vegas,Mandarin,859,14651,10,Tech Enthusiasts,2023-02-27
TechCorp,Search,Women 35-44,45 days,0.1,16928.59,5.19,Nueva York,French,124,15132,7,Fashionistas,2023-02-06
Innovate Industries,Email,All Ages,15 days,0.09,16167.85,2.14,San Francisco,French,1709,6241,3,Foodies,2023-02-25
Innovate Industries,Influencer,Men 25-34,60 days,0.01,17588.93,7.65,Las Vegas,German,180,3290,8,Fashionistas,2023-02-17
NexGen Systems,Search,All Ages,60 days,0.14,10460.64,3.46,San Francisco,Mandarin,598,8125,8,Fashionistas,2023-02-13
DataTech Solutions,Social Media,Men 18-24,30 days,0.11,12654.41,5.64,Los Ángeles,French,1499,18388,10,Tech Enthusiasts,2023-02-19
DataTech Solutions,Search,Women 35-44,60 days,0.14,19883.12,4.65,Seattle,English,732,11943,1,Foodies,2023-02-26
DataTech Solutions,Social Media,Men 18-24,60 days,0.08,18169.03,6.65,Los Ángeles,Spanish,1419,11692,5,Fashionistas,2023-02-23
TechCorp,Email,Women 25-34,45 days,0.11,19279.8,5.72,Chicago,Mandarin,1225,4828,4,Foodies,2023-02-07
DataTech Solutions,Social Media,Women 35-44,45 days,0.11,13645.56,7.35,Chicago,Mandarin,950,11225,2,Health & Wellness,2023-02-23
TechCorp,Social Media,All Ages,15 days,0.07,15144.12,7.91,Nueva York,Mandarin,1743,19890,6,Fashionistas,2023-02-07
NexGen Systems,Email,Men 18-24,45 days,0.06,12876.0,5.79,Miami,Spanish,120,5357,7,Tech Enthusiasts,2023-02-25
NexGen Systems,Influencer,Men 25-34,15 days,0.15,11925.36,7.04,Miami,Mandarin,1166,10526,5,Foodies,2023-02-14
TechCorp,Search,Men 25-34,30 days,0.12,7382.53,3.64,Las Vegas,Spanish,1583,7822,10,Foodies,2023-02-03
TechCorp,Display,Men 25-34,60 days,0.09,10541.46,6.91,Las Vegas,English,1391,5086,7,Health & Wellness,2023-02-11
Alpha Innovations,Influencer,Men 18-24,45 days,0.06,6263.81,5.84,San Francisco,German,846,19860,7,Tech Enthusiasts,2023-02-12
DataTech Solutions,Email,Women 35-44,30 days,0.13,18855.93,2.92,Boston,Mandarin,1844,7190,1,Health & Wellness,2023-02-21
Alpha Innovations,Social Media,All Ages,30 days,0.11,12028.2,5.33,Nueva York,Spanish,470,5640,5,Outdoor Adventurers,2023-02-15
DataTech Solutions,Social Media,Women 35-44,15 days,0.02,6583.77,3.68,Miami,French,737,4567,6,Health & Wellness,2023-02-03
DataTech Solutions,Email,Men 18-24,45 days,0.09,9075.4,4.44,Nueva York,French,1143,12136,4,Fashionistas,2023-02-09
Alpha Innovations,Email,Men 25-34,30 days,0.05,15641.05,6.27,San Francisco,German,747,15830,9,Foodies,2023-02-17
Innovate Industries,Email,All Ages,15 days,0.05,7026.38,2.25,San Francisco,Mandarin,287,18727,9,Foodies,2023-02-09
NexGen Systems,Email,All Ages,60 days,0.02,11398.92,6.12,Chicago,Mandarin,1479,11505,3,Foodies,2023-02-19
DataTech Solutions,Social Media,Men 25-34,30 days,0.06,12505.46,3.77,Miami,Spanish,1086,10877,3,Tech Enthusiasts,2023-02-10
Innovate Industries,Influencer,Men 18-24,60 days,0.11,8495.53,3.82,Los Ángeles,Mandarin,1644,14918,2,Foodies,2023-02-03
TechCorp,Display,Women 25-34,45 days,0.12,11235.09,3.22,Chicago,Mandarin,821,3613,7,Outdoor Adventurers,2023-02-09
Alpha Innovations,Display,All Ages,45 days,0.11,17716.91,2.51,Boston,English,120,18269,7,Tech Enthusiasts,2023-02-08
Innovate Industries,Email,Men 25-34,15 days,0.1,5206.75,6.95,Nueva York,Mandarin,1943,12308,5,Outdoor Adventurers,2023-02-16
Alpha Innovations,Social Media,Men 25-34,45 days,0.14,12763.42,6.2,Boston,Spanish,383,18712,4,Foodies,2023-02-03
NexGen Systems,Social Media,Women 35-44,45 days,0.03,11733.6,7.86,Nueva Orleans,Spanish,1701,11392,1,Foodies,2023-02-13
DataTech Solutions,Influencer,Men 18-24,60 days,0.09,5506.84,2.76,Seattle,German,436,12578,9,Fashionistas,2023-02-04
DataTech Solutions,Display,Men 25-34,30 days,0.1,17972.71,6.98,Boston,French,398,3383,4,Foodies,2023-02-16
TechCorp,Influencer,Men 18-24,30 days,0.11,8824.5,3.95,Miami,Spanish,395,1918,2,Fashionistas,2023-02-22
NexGen Systems,Influencer,Men 18-24,60 days,0.11,7004.6,5.54,Seattle,English,1899,5698,9,Tech Enthusiasts,2023-02-26
TechCorp,Display,Women 25-34,30 days,0.02,5493.21,4.07,Seattle,Spanish,1916,18290,7,Health & Wellness,2023-02-16
Alpha Innovations,Influencer,Women 25-34,60 days,0.08,9346.01,5.2,Nueva York,German,319,3502,6,Foodies,2023-02-24
NexGen Systems,Display,Men 25-34,30 days,0.13,9463.55,4.11,Nueva York,Mandarin,1846,19707,10,Foodies,2023-02-21
TechCorp,Search,Men 25-34,30 days,0.1,8552.21,5.17,Nueva York,French,1530,16027,10,Foodies,2023-02-25
NexGen Systems,Influencer,Men 18-24,45 days,0.1,9354.74,3.33,Miami,English,494,10976,6,Fashionistas,2023-02-14
DataTech Solutions,Social Media,Men 25-34,60 days,0.04,11261.91,4.89,Las Vegas,French,511,6081,4,Outdoor Adventurers,2023-02-17
NexGen Systems,Search,Men 25-34,60 days,0.14,16884.05,7.96,Las Vegas,Spanish,1309,10439,8,Foodies,2023-02-24
Alpha Innovations,Search,Women 35-44,45 days,0.07,17183.57,5.02,Miami,English,1847,9897,3,Foodies,2023-02-15
DataTech Solutions,Influencer,Men 18-24,30 days,0.06,11592.52,3.04,Washington D.C.,French,575,1231,2,Fashionistas,2023-02-17
