Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Search,All Ages,45 days,0.11,5578.82,5.11,Las Vegas,German,517,19027,10,Fashionistas,2023-05-20
Innovate Industries,Email,Women 35-44,60 days,0.11,8814.02,5.72,Chicago,German,1660,10054,5,Tech Enthusiasts,2023-05-01
TechCorp,Search,Women 25-34,30 days,0.08,6344.09,7.36,Los Ángeles,Mandarin,361,10677,3,Fashionistas,2023-05-09
DataTech Solutions,Social Media,All Ages,30 days,0.02,8042.02,7.82,Miami,German,1984,5226,2,Fashionistas,2023-05-05
Innovate Industries,Email,Men 25-34,30 days,0.12,16684.2,6.71,Miami,Mandarin,430,14941,9,Tech Enthusiasts,2023-05-13
Innovate Industries,Social Media,Men 18-24,45 days,0.12,16979.53,6.62,Nueva York,French,1582,13025,4,Tech Enthusiasts,2023-05-09
DataTech Solutions,Social Media,Women 25-34,30 days,0.04,8826.55,5.03,Boston,Spanish,1463,8422,5,Fashionistas,2023-05-28
DataTech Solutions,Display,All Ages,60 days,0.12,17899.46,5.06,Las Vegas,English,565,1019,9,Foodies,2023-05-11
Innovate Industries,Search,Women 35-44,30 days,0.14,17279.11,4.04,Nueva York,Mandarin,129,5352,7,Health & Wellness,2023-05-22
TechCorp,Email,Men 25-34,30 days,0.12,6483.86,7.32,Nueva York,German,1258,18765,10,Health & Wellness,2023-05-10
NexGen Systems,Search,Men 18-24,60 days,0.09,19229.85,2.63,Seattle,Spanish,526,10347,7,Foodies,2023-05-19
Alpha Innovations,Search,Women 35-44,15 days,0.15,5021.4,6.87,Nueva Orleans,Spanish,1388,15959,8,Tech Enthusiasts,2023-05-23
Alpha Innovations,Email,All Ages,45 days,0.03,14487.06,4.03,Miami,Spanish,354,3233,3,Outdoor Adventurers,2023-05-10
NexGen Systems,Influencer,Men 25-34,15 days,0.09,17996.42,3.56,Washington D.C.,German,1540,5668,9,Outdoor Adventurers,2023-05-23
Alpha Innovations,Email,Men 25-34,60 days,0.07,14691.89,7.18,Nueva Orleans,Spanish,1689,8442,3,Health & Wellness,2023-05-05
Innovate Industries,Email,Women 35-44,30 days,0.03,14830.67,7.1,Las Vegas,Spanish,698,17378,7,Health & Wellness,2023-05-26
Alpha Innovations,Social Media,All Ages,45 days,0.08,11371.76,2.1,Los Ángeles,English,812,19735,2,Foodies,2023-05-10
TechCorp,Search,Women 25-34,45 days,0.03,12586.9,3.63,Seattle,Spanish,710,3044,5,Foodies,2023-05-16
Alpha Innovations,Influencer,Women 35-44,30 days,0.07,9684.95,3.83,Nueva Orleans,French,1777,15174,9,Foodies,2023-05-20
NexGen Systems,Display,Men 18-24,30 days,0.12,14252.24,2.96,Miami,English,821,14999,2,Foodies,2023-05-29
NexGen Systems,Display,All Ages,45 days,0.05,10749.49,3.92,Chicago,English,1866,8279,3,Health & Wellness,2023-05-10
Innovate Industries,Search,All Ages,60 days,0.06,5975.21,6.13,Nueva Orleans,French,1446,13291,9,Outdoor Adventurers,2023-05-30
NexGen Systems,Influencer,Women 25-34,60 days,0.06,12031.45,3.91,Miami,English,437,9734,2,Health & Wellness,2023-05-06
NexGen Systems,Email,All Ages,45 days,0.13,6499.57,2.05,Washington D.C.,German,493,18767,5,Fashionistas,2023-05-25
