Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Social Media,Women 25-34,60 days,0.02,6275.95,4.93,Miami,Mandarin,1449,4108,6,Fashionistas,2023-04-05
NexGen Systems,Influencer,All Ages,45 days,0.07,9265.63,3.21,Chicago,French,1515,14217,3,Health & Wellness,2023-04-16
TechCorp,Search,Men 25-34,30 days,0.08,17708.1,5.48,Las Vegas,Spanish,1583,9541,3,Fashionistas,2023-04-10
Innovate Industries,Search,All Ages,45 days,0.04,18756.01,6.25,Boston,German,718,2250,3,Foodies,2023-04-06
TechCorp,Display,All Ages,30 days,0.03,15286.91,4.23,Seattle,English,370,18719,6,Outdoor Adventurers,2023-04-18
NexGen Systems,Social Media,Men 18-24,45 days,0.03,12555.96,7.6,San Francisco,Mandarin,1475,13149,10,Tech Enthusiasts,2023-04-22
Innovate Industries,Display,Women 35-44,15 days,0.15,17428.19,6.85,San Francisco,English,369,2029,8,Fashionistas,2023-04-26
DataTech Solutions,Display,Women 35-44,30 days,0.06,7729.85,3.39,Washington D.C.,Spanish,1560,3430,4,Tech Enthusiasts,2023-04-17
Innovate Industries,Display,Women 35-44,15 days,0.05,18970.43,2.76,Washington D.C.,Spanish,701,9091,4,Tech Enthusiasts,2023-04-29
TechCorp,Influencer,Men 25-34,15 days,0.05,7113.84,2.85,Chicago,French,1291,4138,2,Tech Enthusiasts,2023-04-11
NexGen Systems,Social Media,All Ages,15 days,0.11,10674.61,7.45,San Francisco,English,453,7768,5,Foodies,2023-04-26
DataTech Solutions,Search,Women 25-34,30 days,0.15,6697.01,2.61,Nueva Orleans,Mandarin,547,9976,1,Health & Wellness,2023-04-03
Alpha Innovations,Social Media,Women 25-34,45 days,0.11,16764.77,5.3,Chicago,English,552,17754,8,Health & Wellness,2023-04-18
NexGen Systems,Display,Men 25-34,15 days,0.06,19121.3,3.73,Nueva York,English,698,19148,10,Fashionistas,2023-04-18
Alpha Innovations,Social Media,Women 25-34,30 days,0.02,9048.84,6.97,Los Ángeles,Spanish,1467,7541,4,Foodies,2023-04-18
Alpha Innovations,Social Media,Women 35-44,15 days,0.08,13641.02,2.71,Las Vegas,German,375,18079,7,Fashionistas,2023-04-29
TechCorp,Display,Women 25-34,45 days,0.01,18168.92,5.13,San Francisco,Spanish,1223,11878,3,Fashionistas,2023-04-26
NexGen Systems,Display,Women 25-34,30 days,0.07,6897.95,3.5,Boston,German,509,11149,7,Tech Enthusiasts,2023-04-15
Innovate Industries,Display,Men 25-34,30 days,0.03,11605.23,3.44,Seattle,German,506,2580,6,Foodies,2023-04-14
Alpha Innovations,Social Media,Women 25-34,60 days,0.03,14864.96,6.31,Nueva York,Spanish,866,6917,8,Tech Enthusiasts,2023-04-06
DataTech Solutions,Display,Men 18-24,15 days,0.14,18473.31,4.54,Las Vegas,German,1473,9061,7,Foodies,2023-04-28
Alpha Innovations,Search,Men 18-24,45 days,0.09,10737.46,5.81,Boston,Spanish,459,6260,3,Health & Wellness,2023-04-24
NexGen Systems,Social Media,All Ages,30 days,0.08,17577.31,7.06,Miami,French,1354,14507,9,Tech Enthusiasts,2023-04-20
TechCorp,Search,Men 18-24,60 days,0.08,18492.39,3.34,Chicago,English,1678,11800,10,Tech Enthusiasts,2023-04-09
Alpha Innovations,Email,All Ages,60 days,0.06,19096.3,6.25,Miami,Mandarin,1923,13518,2,Tech Enthusiasts,2023-04-28
DataTech Solutions,Display,Women 25-34,30 days,0.03,17803.35,6.35,Miami,German,1943,8543,9,Fashionistas,2023-04-25
DataTech Solutions,Influencer,All Ages,15 days,0.13,9275.74,5.24,Las Vegas,English,579,4767,5,Health & Wellness,2023-04-15
Alpha Innovations,Email,Women 25-34,60 days,0.14,9380.04,5.63,Nueva Orleans,Spanish,1073,8616,6,Outdoor Adventurers,2023-04-06
Innovate Industries,Social Media,All Ages,45 days,0.05,10335.95,6.41,San Francisco,Mandarin,457,6481,6,Foodies,2023-04-16
DataTech Solutions,Email,All Ages,60 days,0.04,12803.66,6.39,San Francisco,Spanish,1360,2843,8,Foodies,2023-04-28
Alpha Innovations,Search,Women 35-44,15 days,0.14,6705.04,7.72,Chicago,German,731,13637,2,Tech Enthusiasts,2023-04-21
Alpha Innovations,Social Media,Men 18-24,45 days,0.09,7649.02,7.99,Las Vegas,Mandarin,1290,4523,2,Fashionistas,2023-04-08
Innovate Industries,Social Media,All Ages,60 days,0.07,10394.2,5.15,Los Ángeles,Mandarin,1505,11139,9,Foodies,2023-04-07
Innovate Industries,Display,All Ages,15 days,0.08,19470.04,7.22,Seattle,French,646,5690,5,Foodies,2023-04-01
Alpha Innovations,Search,Men 18-24,45 days,0.1,7784.29,5.04,Washington D.C.,Spanish,842,3881,5,Health & Wellness,2023-04-25
Alpha Innovations,Social Media,Women 25-34,60 days,0.12,19563.52,2.78,Seattle,Spanish,609,6509,7,Fashionistas,2023-04-28
Alpha Innovations,Influencer,Men 25-34,15 days,0.15,17294.06,2.39,Nueva Orleans,German,1047,14032,8,Outdoor Adventurers,2023-04-19
Innovate Industries,Influencer,Women 25-34,30 days,0.05,9506.27,5.11,Las Vegas,English,514,13727,8,Health & Wellness,2023-04-03
Innovate Industries,Display,All Ages,60 days,0.03,13971.52,5.01,Los Ángeles,Spanish,839,16328,4,Fashionistas,2023-04-19
Alpha Innovations,Influencer,Women 25-34,60 days,0.13,19354.34,5.16,Washington D.C.,French,568,4623,3,Outdoor Adventurers,2023-04-24
TechCorp,Display,Women 35-44,30 days,0.09,8529.27,7.7,Washington D.C.,French,1765,7207,1,Fashionistas,2023-04-17
DataTech Solutions,Search,Women 35-44,60 days,0.11,14842.13,7.74,Miami,German,1525,5743,6,Fashionistas,2023-04-25
NexGen Systems,Social Media,Men 18-24,15 days,0.03,15728.49,3.68,Seattle,French,1561,11262,10,Fashionistas,2023-04-13
Alpha Innovations,Social Media,Women 35-44,15 days,0.12,12513.47,4.78,San Francisco,German,1410,19805,4,Foodies,2023-04-02
Alpha Innovations,Social Media,Men 25-34,15 days,0.12,15028.53,7.3,Los Ángeles,English,1486,4347,4,Foodies,2023-04-07
Innovate Industries,Social Media,All Ages,30 days,0.06,19551.27,7.82,Miami,French,572,17733,4,Tech Enthusiasts,2023-04-26
TechCorp,Search,Men 25-34,45 days,0.13,19376.94,5.61,Los Ángeles,French,563,18989,2,Fashionistas,2023-04-28
Innovate Industries,Email,Women 25-34,30 days,0.1,11691.92,4.32,Boston,Spanish,581,19558,8,Foodies,2023-04-08
NexGen Systems,Search,Women 25-34,45 days,0.13,7540.64,6.81,Las Vegas,Spanish,307,18868,10,Fashionistas,2023-04-29
DataTech Solutions,Social Media,Men 25-34,45 days,0.12,13843.39,5.48,San Francisco,German,734,13860,6,Health & Wellness,2023-04-09
Alpha Innovations,Influencer,Women 25-34,15 days,0.12,11317.46,3.52,Nueva York,Mandarin,474,16087,5,Tech Enthusiasts,2023-04-29
DataTech Solutions,Email,Women 25-34,15 days,0.14,16691.99,2.24,Miami,French,1869,13361,3,Fashionistas,2023-04-21
Alpha Innovations,Influencer,Women 35-44,60 days,0.14,12611.83,6.53,Washington D.C.,German,1752,19699,1,Fashionistas,2023-04-14
Alpha Innovations,Social Media,All Ages,15 days,0.06,18776.32,3.53,San Francisco,English,1239,3764,3,Fashionistas,2023-04-06
Innovate Industries,Email,Women 25-34,30 days,0.02,13099.72,3.03,Miami,German,924,6631,7,Fashionistas,2023-04-07
DataTech Solutions,Search,Men 18-24,45 days,0.15,8984.5,7.21,Las Vegas,English,1260,12058,4,Tech Enthusiasts,2023-04-03
TechCorp,Display,Men 25-34,15 days,0.04,9853.23,6.25,San Francisco,French,1009,3385,7,Outdoor Adventurers,2023-04-14
NexGen Systems,Influencer,Men 18-24,15 days,0.02,11238.33,3.46,Seattle,Mandarin,363,17347,2,Outdoor Adventurers,2023-04-27
NexGen Systems,Display,All Ages,15 days,0.05,5305.92,7.82,Nueva Orleans,Spanish,1438,14687,5,Outdoor Adventurers,2023-04-27
DataTech Solutions,Email,Women 25-34,15 days,0.14,7535.37,5.9,Boston,French,1839,2806,10,Fashionistas,2023-04-04
DataTech Solutions,Email,Women 35-44,45 days,0.12,6847.66,2.72,Washington D.C.,Spanish,1386,11235,5,Health & Wellness,2023-04-04
TechCorp,Email,Men 25-34,60 days,0.1,18430.79,6.11,Boston,Mandarin,865,12894,8,Tech Enthusiasts,2023-04-06
Innovate Industries,Social Media,Women 35-44,30 days,0.14,7337.73,6.45,Chicago,French,1582,13607,6,Outdoor Adventurers,2023-04-11
DataTech Solutions,Social Media,Women 35-44,45 days,0.11,15179.99,3.95,Nueva Orleans,German,461,16228,2,Tech Enthusiasts,2023-04-20
TechCorp,Search,All Ages,30 days,0.06,7031.7,3.4,Nueva York,Spanish,1372,14059,7,Health & Wellness,2023-04-05
DataTech Solutions,Search,Women 25-34,30 days,0.03,17710.31,7.93,Chicago,Mandarin,811,13455,2,Foodies,2023-04-02
Innovate Industries,Social Media,All Ages,30 days,0.03,7863.61,6.26,Miami,French,1274,2624,3,Tech Enthusiasts,2023-04-19
Innovate Industries,Search,Men 25-34,45 days,0.14,8988.8,4.93,Los Ángeles,German,1767,4347,10,Tech Enthusiasts,2023-04-10
Alpha Innovations,Email,Men 25-34,15 days,0.08,14845.86,4.65,Chicago,German,585,12509,6,Outdoor Adventurers,2023-04-09
NexGen Systems,Display,All Ages,45 days,0.09,16012.02,7.64,Chicago,Spanish,1254,3906,8,Foodies,2023-04-04
Alpha Innovations,Search,Men 25-34,30 days,0.07,9645.74,5.23,Nueva Orleans,Mandarin,1134,17657,8,Fashionistas,2023-04-10
TechCorp,Display,Men 18-24,30 days,0.01,11803.57,4.13,Seattle,English,1365,15451,7,Foodies,2023-04-23
Innovate Industries,Social Media,Women 35-44,15 days,0.07,8449.99,3.77,Las Vegas,Mandarin,144,12932,1,Tech Enthusiasts,2023-04-23
DataTech Solutions,Social Media,Women 35-44,15 days,0.14,17533.21,3.5,Miami,Mandarin,655,4870,4,Health & Wellness,2023-04-08
DataTech Solutions,Display,Men 18-24,15 days,0.08,18069.1,5.49,Los Ángeles,English,281,16807,8,Health & Wellness,2023-04-11
TechCorp,Social Media,Women 35-44,45 days,0.03,19504.66,5.43,Nueva Orleans,French,394,1506,1,Foodies,2023-04-28
Innovate Industries,Social Media,Women 25-34,15 days,0.01,11340.43,2.78,Miami,Mandarin,1197,14972,2,Outdoor Adventurers,2023-04-24
TechCorp,Email,Women 25-34,15 days,0.03,6849.97,3.16,Seattle,English,1382,7434,3,Fashionistas,2023-04-27
DataTech Solutions,Display,Men 18-24,45 days,0.09,8370.04,7.61,Los Ángeles,Mandarin,1675,7125,9,Fashionistas,2023-04-25
TechCorp,Email,All Ages,15 days,0.04,18413.95,6.45,Seattle,Spanish,1327,13446,2,Health & Wellness,2023-04-24
DataTech Solutions,Social Media,All Ages,60 days,0.03,6105.54,5.8,Los Ángeles,French,1175,6547,3,Foodies,2023-04-08
TechCorp,Social Media,All Ages,15 days,0.05,5170.93,3.36,Chicago,German,500,4401,6,Outdoor Adventurers,2023-04-14
