Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Email,Men 18-24,30 days,0.06,12347.02,2.27,San Francisco,German,1667,6420,2,Health & Wellness,2024-02-04
NexGen Systems,Social Media,Men 18-24,60 days,0.07,15779.91,2.31,Seattle,German,1242,9458,7,Fashionistas,2024-02-12
DataTech Solutions,Influencer,All Ages,45 days,0.03,5910.03,2.6,Miami,Spanish,1225,1055,6,Foodies,2024-02-20
DataTech Solutions,Search,Women 35-44,45 days,0.04,15924.45,3.12,Seattle,Mandarin,1684,14140,2,Fashionistas,2024-02-03
Innovate Industries,Social Media,Men 25-34,45 days,0.14,10891.84,2.41,Los Ángeles,French,881,5796,8,Foodies,2024-02-04
NexGen Systems,Display,Women 35-44,30 days,0.03,19940.38,2.32,Boston,English,529,18961,3,Tech Enthusiasts,2024-02-14
DataTech Solutions,Influencer,All Ages,30 days,0.08,8136.85,3.27,Nueva York,Spanish,769,17937,5,Tech Enthusiasts,2024-02-10
DataTech Solutions,Social Media,Men 25-34,45 days,0.08,15484.81,4.08,Las Vegas,Mandarin,1069,9775,8,Health & Wellness,2024-02-18
Alpha Innovations,Display,Men 18-24,45 days,0.11,11274.8,5.82,San Francisco,German,522,11536,5,Health & Wellness,2024-02-10
Alpha Innovations,Influencer,Women 35-44,60 days,0.07,16803.26,3.23,San Francisco,Spanish,682,9665,4,Foodies,2024-02-12
NexGen Systems,Social Media,Women 25-34,15 days,0.05,10068.11,5.17,Seattle,Mandarin,252,17133,5,Fashionistas,2024-02-12
NexGen Systems,Display,All Ages,60 days,0.01,16163.26,2.54,Chicago,English,1712,3808,4,Foodies,2024-02-20
DataTech Solutions,Email,Men 18-24,45 days,0.07,8935.84,7.36,San Francisco,Spanish,497,13222,9,Outdoor Adventurers,2024-02-04
TechCorp,Search,Men 25-34,15 days,0.07,15786.33,3.46,Boston,German,603,18353,6,Health & Wellness,2024-02-21
TechCorp,Email,Men 25-34,15 days,0.06,18728.03,7.04,Washington D.C.,Spanish,1214,1730,1,Outdoor Adventurers,2024-02-19
Alpha Innovations,Social Media,Women 35-44,45 days,0.08,16677.98,4.65,Miami,German,339,3412,3,Fashionistas,2024-02-11
NexGen Systems,Display,Women 25-34,60 days,0.1,14048.54,3.92,Washington D.C.,Spanish,1966,3441,6,Health & Wellness,2024-02-02
Innovate Industries,Email,Men 18-24,30 days,0.03,12646.36,2.54,Miami,Spanish,1166,4374,3,Foodies,2024-02-02
NexGen Systems,Email,Women 25-34,15 days,0.02,15070.29,3.37,Miami,French,1701,11814,5,Fashionistas,2024-02-04
DataTech Solutions,Search,Men 18-24,60 days,0.12,14733.71,2.76,Chicago,German,1108,16297,6,Tech Enthusiasts,2024-02-25
Innovate Industries,Display,Women 35-44,60 days,0.05,16062.41,6.5,Chicago,French,159,10118,7,Outdoor Adventurers,2024-02-03
DataTech Solutions,Influencer,All Ages,60 days,0.13,7862.67,5.16,Las Vegas,Mandarin,795,9877,7,Fashionistas,2024-02-23
Innovate Industries,Social Media,Men 18-24,30 days,0.09,8793.39,6.38,Seattle,German,1214,19139,7,Fashionistas,2024-02-03
NexGen Systems,Social Media,All Ages,30 days,0.09,15095.92,2.44,San Francisco,Spanish,1235,6822,4,Health & Wellness,2024-02-24
Alpha Innovations,Social Media,Women 35-44,30 days,0.04,12013.23,4.91,Washington D.C.,French,1856,19098,8,Tech Enthusiasts,2024-02-11
TechCorp,Email,Men 25-34,15 days,0.07,17560.55,6.84,Washington D.C.,Spanish,1044,1196,3,Health & Wellness,2024-02-18
Alpha Innovations,Email,Women 25-34,60 days,0.01,11128.46,7.47,Las Vegas,Mandarin,397,19445,9,Fashionistas,2024-02-07
TechCorp,Influencer,Men 18-24,15 days,0.15,14681.67,3.68,Chicago,Spanish,958,7183,6,Fashionistas,2024-02-14
TechCorp,Influencer,Men 25-34,60 days,0.01,17691.09,5.51,Chicago,French,1601,11944,5,Outdoor Adventurers,2024-02-24
TechCorp,Influencer,All Ages,30 days,0.04,5635.97,5.91,Nueva York,German,373,8391,4,Foodies,2024-02-27
NexGen Systems,Influencer,Women 35-44,30 days,0.1,6352.5,5.49,Nueva York,English,871,14992,2,Outdoor Adventurers,2024-02-24
