Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
NexGen Systems,Email,Women 35-44,60 days,0.09,15209.3,5.3,Seattle,Spanish,1813,14469,9,Health & Wellness,2024-02-23
TechCorp,Social Media,Men 25-34,30 days,0.06,11205.32,6.39,San Francisco,English,1373,12807,10,Foodies,2024-02-19
Innovate Industries,Email,Women 25-34,15 days,0.03,10807.87,3.18,Las Vegas,English,1118,10702,10,Tech Enthusiasts,2024-02-08
TechCorp,Search,All Ages,30 days,0.08,11999.93,4.23,Las Vegas,French,1768,9975,3,Foodies,2024-02-22
NexGen Systems,Search,Women 35-44,60 days,0.09,14840.19,3.72,Las Vegas,French,1003,13919,10,Health & Wellness,2024-02-11
Alpha Innovations,Influencer,Women 35-44,45 days,0.12,9379.68,4.27,Miami,French,132,6436,2,Tech Enthusiasts,2024-02-14
Alpha Innovations,Social Media,Men 18-24,60 days,0.15,10013.2,5.39,Nueva York,Spanish,144,10224,8,Foodies,2024-02-16
NexGen Systems,Social Media,Men 25-34,15 days,0.09,8017.06,2.78,San Francisco,Mandarin,390,15335,1,Fashionistas,2024-02-13
Innovate Industries,Search,All Ages,15 days,0.1,10388.19,3.09,Nueva York,English,255,15213,9,Outdoor Adventurers,2024-02-18
Innovate Industries,Influencer,Men 25-34,60 days,0.05,14469.48,3.93,Boston,German,1959,7838,6,Health & Wellness,2024-02-02
Alpha Innovations,Search,All Ages,60 days,0.05,14075.99,2.4,Washington D.C.,English,266,2671,6,Health & Wellness,2024-02-20
Innovate Industries,Social Media,Women 35-44,60 days,0.11,19663.21,5.48,Nueva Orleans,Mandarin,1110,1328,4,Fashionistas,2024-02-16
NexGen Systems,Social Media,Men 18-24,45 days,0.04,13919.52,2.04,Chicago,Mandarin,506,19068,6,Tech Enthusiasts,2024-02-13
Alpha Innovations,Display,Women 35-44,45 days,0.03,13544.46,7.17,Chicago,English,1750,5068,7,Health & Wellness,2024-02-08
Innovate Industries,Social Media,Men 25-34,60 days,0.11,13214.26,5.76,Miami,Mandarin,297,19272,10,Fashionistas,2024-02-05
TechCorp,Social Media,Men 25-34,45 days,0.11,10060.51,7.29,Los Ángeles,French,1898,4961,7,Fashionistas,2024-02-08
Alpha Innovations,Search,All Ages,60 days,0.12,7889.5,7.85,Las Vegas,Mandarin,455,12472,1,Outdoor Adventurers,2024-02-09
Alpha Innovations,Display,Women 25-34,60 days,0.08,19899.57,7.97,San Francisco,Mandarin,350,5336,3,Outdoor Adventurers,2024-02-17
NexGen Systems,Influencer,Men 25-34,15 days,0.13,5999.88,2.54,Seattle,German,1183,3311,7,Tech Enthusiasts,2024-02-09
NexGen Systems,Social Media,Women 25-34,60 days,0.06,11077.63,4.02,Seattle,English,1472,1231,4,Fashionistas,2024-02-15
Alpha Innovations,Search,Men 18-24,45 days,0.11,13076.82,3.24,Chicago,French,461,5550,4,Fashionistas,2024-02-07
Alpha Innovations,Email,Men 25-34,15 days,0.11,17559.91,6.16,Chicago,Spanish,1854,19179,9,Outdoor Adventurers,2024-02-21
DataTech Solutions,Search,Women 25-34,15 days,0.11,11615.58,2.94,Washington D.C.,French,1813,11394,7,Tech Enthusiasts,2024-02-14
TechCorp,Social Media,Men 18-24,30 days,0.08,11551.09,2.36,Miami,English,805,19886,3,Foodies,2024-02-11
NexGen Systems,Display,All Ages,45 days,0.15,15886.42,5.67,Los Ángeles,Mandarin,119,5690,6,Health & Wellness,2024-02-05
Innovate Industries,Influencer,Women 35-44,30 days,0.09,6486.42,4.4,Las Vegas,French,1394,8569,9,Outdoor Adventurers,2024-02-06
Innovate Industries,Influencer,Men 25-34,15 days,0.05,19991.03,5.2,San Francisco,Mandarin,1893,16648,6,Fashionistas,2024-02-26
Alpha Innovations,Influencer,Women 25-34,45 days,0.05,16196.82,4.23,Chicago,English,685,5925,10,Foodies,2024-02-11
Innovate Industries,Influencer,Women 25-34,60 days,0.11,6731.29,4.32,Boston,English,1086,14354,4,Foodies,2024-02-07
Alpha Innovations,Display,Women 35-44,30 days,0.04,15653.96,3.07,Los Ángeles,Spanish,764,10591,8,Foodies,2024-02-10
TechCorp,Influencer,All Ages,30 days,0.06,14809.76,2.98,Chicago,English,502,12326,7,Tech Enthusiasts,2024-02-16
Alpha Innovations,Influencer,Women 35-44,30 days,0.07,14431.85,5.1,Boston,Mandarin,104,7899,5,Tech Enthusiasts,2024-02-25
DataTech Solutions,Search,Men 18-24,45 days,0.06,7270.42,5.83,Seattle,English,1719,16269,1,Foodies,2024-02-23
NexGen Systems,Search,Men 25-34,30 days,0.03,5950.83,7.05,Las Vegas,Mandarin,928,14243,1,Tech Enthusiasts,2024-02-13
NexGen Systems,Influencer,Men 18-24,60 days,0.03,13777.89,2.38,Seattle,Mandarin,1946,14414,4,Foodies,2024-02-28
Alpha Innovations,Search,Women 25-34,45 days,0.03,15300.46,3.15,Boston,German,1223,16439,7,Outdoor Adventurers,2024-02-10
NexGen Systems,Search,Women 35-44,30 days,0.13,18644.81,6.35,Washington D.C.,Spanish,1817,19072,1,Foodies,2024-02-20
Alpha Innovations,Influencer,All Ages,45 days,0.14,12982.35,5.13,Washington D.C.,English,286,19812,10,Health & Wellness,2024-02-05
NexGen Systems,Social Media,Women 35-44,45 days,0.15,11810.8,7.71,Nueva York,Spanish,1176,15134,1,Health & Wellness,2024-02-14
Innovate Industries,Email,Women 35-44,60 days,0.06,5337.28,7.34,Nueva Orleans,French,1910,10085,8,Foodies,2024-02-27
Innovate Industries,Search,Men 25-34,30 days,0.06,17713.23,6.97,Las Vegas,Mandarin,831,9298,4,Health & Wellness,2024-02-20
NexGen Systems,Influencer,Women 35-44,30 days,0.08,11346.66,2.31,Los Ángeles,Mandarin,1602,11123,7,Foodies,2024-02-12
TechCorp,Social Media,Men 18-24,60 days,0.14,10628.54,2.95,Miami,German,1059,15133,2,Tech Enthusiasts,2024-02-12
Innovate Industries,Display,Men 18-24,45 days,0.14,18564.23,5.69,Nueva York,Mandarin,896,7858,1,Health & Wellness,2024-02-14
DataTech Solutions,Email,Men 18-24,15 days,0.09,12583.2,4.95,Los Ángeles,Spanish,1137,9276,9,Health & Wellness,2024-02-12
Alpha Innovations,Display,Women 25-34,60 days,0.08,10491.98,7.12,Las Vegas,Mandarin,372,1949,7,Fashionistas,2024-02-27
Alpha Innovations,Email,Women 25-34,30 days,0.13,14929.07,3.96,Chicago,French,1648,3007,10,Health & Wellness,2024-02-13
TechCorp,Search,All Ages,45 days,0.15,15082.13,3.94,San Francisco,German,1207,18664,4,Fashionistas,2024-02-25
TechCorp,Email,Men 25-34,15 days,0.11,16329.75,4.82,Boston,English,202,4955,10,Foodies,2024-02-20
NexGen Systems,Influencer,Women 25-34,15 days,0.07,19151.65,2.93,Nueva Orleans,English,1354,4053,4,Outdoor Adventurers,2024-02-18
Alpha Innovations,Email,Women 35-44,15 days,0.04,5829.1,6.12,Seattle,Mandarin,1328,9065,8,Tech Enthusiasts,2024-02-22
TechCorp,Email,Women 25-34,30 days,0.1,8392.79,7.25,Washington D.C.,Spanish,860,9612,1,Foodies,2024-02-07
Alpha Innovations,Email,Women 35-44,15 days,0.14,14847.55,5.76,Chicago,Mandarin,884,1761,10,Fashionistas,2024-02-26
Innovate Industries,Search,Women 25-34,15 days,0.09,8465.42,6.01,Washington D.C.,French,604,7793,1,Outdoor Adventurers,2024-02-28
Innovate Industries,Social Media,Men 25-34,30 days,0.01,12484.76,5.42,Nueva York,English,275,13628,5,Fashionistas,2024-02-17
Alpha Innovations,Influencer,Men 25-34,30 days,0.07,15929.39,6.35,Washington D.C.,Spanish,526,5183,10,Health & Wellness,2024-02-05
Alpha Innovations,Social Media,Men 25-34,15 days,0.06,8705.21,7.77,Las Vegas,Mandarin,1465,6040,2,Tech Enthusiasts,2024-02-03
TechCorp,Social Media,Women 35-44,30 days,0.03,15703.96,4.2,Chicago,French,370,1892,6,Outdoor Adventurers,2024-02-02
Alpha Innovations,Influencer,Women 25-34,45 days,0.12,9952.55,4.37,Nueva Orleans,French,1357,12962,10,Health & Wellness,2024-02-15
Alpha Innovations,Social Media,Women 25-34,45 days,0.09,13277.84,7.3,Seattle,German,1490,17006,4,Outdoor Adventurers,2024-02-11
NexGen Systems,Search,Men 18-24,15 days,0.1,7279.18,4.94,San Francisco,English,1610,9601,4,Outdoor Adventurers,2024-02-16
NexGen Systems,Social Media,Women 25-34,45 days,0.07,6848.44,4.81,Las Vegas,Spanish,1525,4502,9,Tech Enthusiasts,2024-02-25
DataTech Solutions,Email,Men 18-24,30 days,0.04,14018.14,3.07,Las Vegas,Mandarin,1696,11138,9,Outdoor Adventurers,2024-02-23
Innovate Industries,Email,Women 35-44,60 days,0.1,18813.32,3.23,Miami,French,246,12746,2,Outdoor Adventurers,2024-02-10
Alpha Innovations,Email,Women 35-44,60 days,0.08,9194.1,4.02,Boston,Spanish,874,12107,7,Tech Enthusiasts,2024-02-21
Alpha Innovations,Search,Women 35-44,60 days,0.05,13984.71,5.05,Miami,English,1514,15971,6,Health & Wellness,2024-02-01
Alpha Innovations,Search,Women 35-44,15 days,0.11,10490.98,2.85,Las Vegas,German,634,8582,3,Health & Wellness,2024-02-15
Alpha Innovations,Email,All Ages,30 days,0.12,12116.86,6.51,Nueva York,English,280,8312,8,Foodies,2024-02-19
DataTech Solutions,Influencer,Men 18-24,15 days,0.06,6065.95,4.04,Miami,Mandarin,965,10533,9,Health & Wellness,2024-02-25
DataTech Solutions,Display,All Ages,15 days,0.05,12892.39,3.1,Las Vegas,Mandarin,1122,3451,8,Foodies,2024-02-10
Alpha Innovations,Influencer,Women 35-44,45 days,0.09,5162.15,7.51,Nueva York,English,1162,9986,4,Tech Enthusiasts,2024-02-28
Innovate Industries,Search,Women 35-44,45 days,0.06,15836.99,3.99,Seattle,Spanish,386,9326,1,Foodies,2024-02-14
Innovate Industries,Email,Men 18-24,45 days,0.1,18904.98,6.59,San Francisco,German,171,9093,9,Outdoor Adventurers,2024-02-17
DataTech Solutions,Email,Men 25-34,60 days,0.1,14111.26,3.67,Nueva Orleans,Mandarin,1392,12046,2,Health & Wellness,2024-02-24
Alpha Innovations,Social Media,Men 25-34,15 days,0.13,11501.33,5.64,Washington D.C.,Spanish,1832,4322,6,Health & Wellness,2024-02-21
TechCorp,Email,Men 18-24,45 days,0.14,17000.94,7.75,Chicago,French,1809,1541,7,Tech Enthusiasts,2024-02-17
Innovate Industries,Influencer,All Ages,60 days,0.04,9224.65,6.77,Miami,Spanish,1885,1147,4,Health & Wellness,2024-02-16
TechCorp,Influencer,Men 18-24,60 days,0.02,13333.37,7.46,San Francisco,Mandarin,127,9632,5,Health & Wellness,2024-02-01
Innovate Industries,Search,Women 35-44,30 days,0.05,12434.1,5.43,Washington D.C.,French,1685,8249,8,Fashionistas,2024-02-04
DataTech Solutions,Search,Women 35-44,45 days,0.14,5033.44,5.71,Nueva York,German,1955,4736,5,Tech Enthusiasts,2024-02-08
Innovate Industries,Search,Women 35-44,15 days,0.03,15300.73,5.37,Miami,German,1276,16337,10,Fashionistas,2024-02-14
Alpha Innovations,Display,All Ages,60 days,0.13,18209.85,5.71,Seattle,Spanish,1965,5032,3,Tech Enthusiasts,2024-02-06
TechCorp,Display,Men 18-24,60 days,0.08,6343.89,3.48,Washington D.C.,Mandarin,672,18117,4,Fashionistas,2024-02-11
Innovate Industries,Search,Men 25-34,15 days,0.12,10945.32,3.55,Washington D.C.,Mandarin,235,2791,10,Health & Wellness,2024-02-24
Innovate Industries,Email,Women 25-34,45 days,0.1,14803.05,4.3,San Francisco,Spanish,944,6220,7,Tech Enthusiasts,2024-02-26
Alpha Innovations,Influencer,Men 25-34,15 days,0.05,8148.85,6.19,Nueva Orleans,English,108,5881,3,Health & Wellness,2024-02-27
NexGen Systems,Influencer,Men 18-24,15 days,0.09,5680.44,6.73,Chicago,English,166,18403,5,Outdoor Adventurers,2024-02-21
NexGen Systems,Display,Women 25-34,15 days,0.07,8543.97,2.04,San Francisco,French,990,6763,4,Fashionistas,2024-02-19
DataTech Solutions,Influencer,All Ages,30 days,0.05,10484.14,5.45,San Francisco,Spanish,597,13764,4,Health & Wellness,2024-02-16
DataTech Solutions,Email,Men 25-34,60 days,0.08,13706.37,2.88,Miami,German,175,5304,5,Fashionistas,2024-02-20
Alpha Innovations,Display,Men 25-34,60 days,0.06,17997.16,7.74,San Francisco,Spanish,803,13084,9,Tech Enthusiasts,2024-02-08
NexGen Systems,Email,Women 25-34,15 days,0.1,6400.79,3.29,Seattle,English,278,12622,1,Tech Enthusiasts,2024-02-09
NexGen Systems,Social Media,All Ages,45 days,0.14,9146.56,5.28,Los Ángeles,Spanish,1964,17871,4,Health & Wellness,2024-02-18
Innovate Industries,Influencer,Men 18-24,15 days,0.02,10461.63,7.38,San Francisco,French,527,18794,10,Tech Enthusiasts,2024-02-21
Innovate Industries,Search,Men 25-34,30 days,0.08,12372.14,7.62,Boston,Spanish,737,2748,3,Fashionistas,2024-02-25
Alpha Innovations,Search,Women 35-44,30 days,0.09,19088.43,5.54,Los Ángeles,English,1316,7523,1,Health & Wellness,2024-02-25
NexGen Systems,Search,Women 35-44,30 days,0.02,16016.38,3.62,Nueva York,Spanish,169,7444,10,Foodies,2024-02-17
TechCorp,Influencer,All Ages,60 days,0.04,9019.58,7.18,Washington D.C.,French,1169,17638,3,Foodies,2024-02-12
TechCorp,Search,All Ages,30 days,0.09,18969.24,2.73,Las Vegas,Mandarin,820,3764,8,Tech Enthusiasts,2024-02-15
DataTech Solutions,Social Media,Women 25-34,30 days,0.03,19821.84,6.43,San Francisco,Mandarin,756,10719,1,Health & Wellness,2024-02-20
NexGen Systems,Social Media,All Ages,30 days,0.13,11478.95,4.86,Los Ángeles,German,624,14590,7,Tech Enthusiasts,2024-02-24
NexGen Systems,Email,Women 25-34,45 days,0.06,9676.32,6.54,Chicago,French,1915,8978,9,Health & Wellness,2024-02-08
NexGen Systems,Display,Men 25-34,15 days,0.08,13339.79,6.59,Chicago,French,464,11047,5,Health & Wellness,2024-02-21
NexGen Systems,Social Media,Men 18-24,45 days,0.12,12437.65,7.0,Boston,Mandarin,746,16129,7,Fashionistas,2024-02-19
DataTech Solutions,Search,Women 25-34,45 days,0.05,18955.71,6.27,Boston,French,1446,3081,5,Health & Wellness,2024-02-02
DataTech Solutions,Search,Men 18-24,15 days,0.08,11435.62,6.02,Boston,Spanish,1649,16600,9,Foodies,2024-02-05
