Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Alpha Innovations,Social Media,Men 25-34,15 days,0.14,15468.98,3.46,San Francisco,German,1128,10333,8,Fashionistas,2023-02-16
TechCorp,Display,All Ages,15 days,0.08,10478.08,2.77,Chicago,Mandarin,1656,7527,7,Foodies,2023-02-05
Alpha Innovations,Display,Men 18-24,45 days,0.1,6091.01,3.01,Las Vegas,French,929,3978,8,Foodies,2023-02-25
DataTech Solutions,Social Media,All Ages,60 days,0.05,11916.37,4.67,Nueva Orleans,French,571,9535,10,Fashionistas,2023-02-10
Innovate Industries,Display,All Ages,45 days,0.12,12748.96,4.93,Los Ángeles,Mandarin,665,1797,6,Tech Enthusiasts,2023-02-14
Innovate Industries,Influencer,Women 35-44,60 days,0.09,12883.8,2.27,Nueva Orleans,French,199,1727,5,Health & Wellness,2023-02-11
TechCorp,Display,Women 35-44,15 days,0.11,19679.84,4.57,San Francisco,English,428,4410,9,Health & Wellness,2023-02-04
Alpha Innovations,Social Media,Women 35-44,30 days,0.06,12411.54,3.52,Washington D.C.,English,1095,10261,6,Health & Wellness,2023-02-27
Alpha Innovations,Email,Women 35-44,45 days,0.05,16508.05,3.57,San Francisco,English,636,6726,8,Fashionistas,2023-02-05
Innovate Industries,Social Media,Women 25-34,30 days,0.11,13654.71,4.03,Chicago,German,785,17684,2,Foodies,2023-02-01
Innovate Industries,Search,Men 18-24,45 days,0.15,16763.99,6.77,Nueva York,English,222,12451,3,Outdoor Adventurers,2023-02-25
NexGen Systems,Influencer,Women 35-44,60 days,0.01,6629.07,5.57,Miami,Spanish,826,15218,8,Tech Enthusiasts,2023-02-13
Alpha Innovations,Influencer,Men 18-24,60 days,0.06,10646.92,6.83,Washington D.C.,Mandarin,376,17050,7,Tech Enthusiasts,2023-02-18
TechCorp,Display,Men 18-24,30 days,0.01,19008.62,4.38,Los Ángeles,Mandarin,592,4407,10,Health & Wellness,2023-02-04
