Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Innovate Industries,Influencer,Women 25-34,15 days,0.06,9723.42,3.53,Nueva York,Spanish,1348,8872,2,Outdoor Adventurers,2023-12-16
NexGen Systems,Social Media,Men 18-24,15 days,0.11,6946.26,3.42,Los Ángeles,French,1660,5638,2,Outdoor Adventurers,2023-12-11
Innovate Industries,Social Media,Men 18-24,45 days,0.02,11258.68,4.27,Seattle,German,145,10998,10,Fashionistas,2023-12-03
Alpha Innovations,Email,Women 25-34,45 days,0.09,9346.48,3.4,Miami,English,1844,19419,10,Health & Wellness,2023-12-07
DataTech Solutions,Social Media,All Ages,15 days,0.09,19030.36,3.11,Las Vegas,Mandarin,1682,10811,10,Foodies,2023-12-15
Alpha Innovations,Email,Men 18-24,15 days,0.06,9560.45,4.96,Seattle,Mandarin,1109,5491,7,Foodies,2023-12-19
TechCorp,Search,Men 18-24,60 days,0.02,12601.81,7.87,Nueva York,Mandarin,101,13050,2,Foodies,2023-12-18
DataTech Solutions,Influencer,Women 35-44,45 days,0.08,17444.91,6.51,Boston,German,1403,9540,2,Fashionistas,2023-12-11
DataTech Solutions,Search,Men 25-34,60 days,0.12,18954.24,2.03,Nueva Orleans,French,624,17458,4,Foodies,2023-12-19
NexGen Systems,Search,Women 25-34,45 days,0.06,10578.04,5.27,Las Vegas,English,1946,2080,8,Health & Wellness,2023-12-12
Innovate Industries,Display,All Ages,15 days,0.01,12725.96,6.26,Los Ángeles,English,550,17769,10,Foodies,2023-12-21
Alpha Innovations,Influencer,Women 25-34,60 days,0.08,9261.9,6.47,Boston,Spanish,1292,7817,7,Fashionistas,2023-12-16
Alpha Innovations,Email,Women 35-44,30 days,0.12,14485.8,5.68,Boston,German,1297,1924,10,Foodies,2023-12-28
TechCorp,Search,Women 35-44,60 days,0.06,10752.23,3.19,Nueva Orleans,Spanish,133,8289,7,Foodies,2023-12-12
Innovate Industries,Social Media,Men 18-24,30 days,0.07,13698.33,2.4,Nueva Orleans,Spanish,688,16761,9,Tech Enthusiasts,2023-12-26
Innovate Industries,Social Media,Men 25-34,30 days,0.05,8731.37,5.22,Boston,Mandarin,817,2113,1,Tech Enthusiasts,2023-12-09
Innovate Industries,Display,Men 25-34,15 days,0.12,10654.93,6.65,Nueva York,Spanish,994,17722,8,Tech Enthusiasts,2023-12-30
NexGen Systems,Influencer,Women 25-34,30 days,0.04,6281.95,2.58,San Francisco,Mandarin,730,3551,8,Fashionistas,2023-12-11
DataTech Solutions,Display,Women 35-44,45 days,0.02,18316.37,3.21,Chicago,Spanish,749,5220,8,Tech Enthusiasts,2023-12-04
Alpha Innovations,Social Media,All Ages,60 days,0.06,13938.14,5.79,Seattle,Spanish,241,7318,2,Tech Enthusiasts,2023-12-13
TechCorp,Social Media,Women 25-34,30 days,0.12,9913.77,3.16,Chicago,French,549,5535,9,Foodies,2023-12-08
Alpha Innovations,Email,Women 35-44,60 days,0.14,9471.03,2.76,Boston,English,512,17561,10,Foodies,2023-12-26
TechCorp,Social Media,Women 35-44,60 days,0.12,5763.5,7.14,Nueva Orleans,German,1268,15338,8,Fashionistas,2023-12-27
NexGen Systems,Influencer,Women 25-34,45 days,0.13,14474.25,3.02,San Francisco,German,1518,7363,9,Outdoor Adventurers,2023-12-22
Alpha Innovations,Influencer,All Ages,60 days,0.11,9217.42,2.78,Nueva York,German,1526,3505,5,Outdoor Adventurers,2023-12-13
Alpha Innovations,Search,Women 25-34,15 days,0.06,14187.57,2.91,Nueva York,Spanish,197,4538,4,Health & Wellness,2023-12-06
Innovate Industries,Display,Women 25-34,30 days,0.08,11137.52,6.44,Nueva York,French,202,3052,8,Tech Enthusiasts,2023-12-15
NexGen Systems,Social Media,Women 35-44,30 days,0.03,10798.97,3.09,Washington D.C.,English,1711,13895,6,Tech Enthusiasts,2023-12-15
TechCorp,Display,Men 18-24,45 days,0.02,19640.23,2.97,Nueva Orleans,English,192,13143,9,Fashionistas,2023-12-20
Alpha Innovations,Social Media,Women 35-44,45 days,0.15,17198.06,7.61,Boston,English,1428,3005,1,Outdoor Adventurers,2023-12-16
Alpha Innovations,Display,All Ages,15 days,0.06,14475.2,4.32,Seattle,English,1358,8531,2,Health & Wellness,2023-12-15
TechCorp,Social Media,Men 18-24,15 days,0.07,10082.61,3.78,Los Ángeles,German,677,11533,5,Tech Enthusiasts,2023-12-30
Innovate Industries,Influencer,Women 35-44,30 days,0.02,6002.67,6.8,Las Vegas,Mandarin,1902,9913,4,Tech Enthusiasts,2023-12-11
DataTech Solutions,Influencer,All Ages,30 days,0.08,5332.53,5.17,Chicago,Mandarin,1607,11789,4,Health & Wellness,2023-12-22
Innovate Industries,Social Media,All Ages,30 days,0.09,11863.61,4.99,Washington D.C.,English,1867,8782,4,Fashionistas,2023-12-22
TechCorp,Influencer,Women 35-44,60 days,0.09,5471.34,4.09,Washington D.C.,Spanish,1244,14514,4,Health & Wellness,2023-12-17
TechCorp,Influencer,Women 25-34,45 days,0.07,6886.74,6.62,Nueva York,German,1277,9316,1,Fashionistas,2023-12-26
TechCorp,Influencer,Women 35-44,30 days,0.11,13015.85,7.56,Nueva Orleans,German,700,1834,6,Tech Enthusiasts,2023-12-10
DataTech Solutions,Email,Men 25-34,15 days,0.1,11361.69,6.12,Miami,English,580,15685,6,Foodies,2023-12-27
NexGen Systems,Influencer,Men 18-24,60 days,0.06,6666.34,5.22,Washington D.C.,Spanish,325,5138,2,Tech Enthusiasts,2023-12-01
TechCorp,Influencer,All Ages,60 days,0.03,5652.91,7.58,Seattle,Mandarin,1661,4445,4,Outdoor Adventurers,2023-12-21
NexGen Systems,Social Media,Men 25-34,60 days,0.1,9014.93,6.17,Miami,English,495,6630,9,Tech Enthusiasts,2023-12-23
DataTech Solutions,Influencer,Women 25-34,45 days,0.03,13510.38,2.63,Chicago,English,1930,3594,9,Fashionistas,2023-12-18
DataTech Solutions,Email,Women 25-34,60 days,0.12,16408.7,6.67,Las Vegas,French,1672,17684,9,Foodies,2023-12-15
Alpha Innovations,Display,Men 18-24,30 days,0.1,10291.59,4.79,Nueva York,French,1070,8943,7,Foodies,2023-12-25
Alpha Innovations,Email,All Ages,45 days,0.11,19302.28,5.95,Seattle,French,523,12706,8,Health & Wellness,2023-12-10
Alpha Innovations,Influencer,All Ages,15 days,0.12,10159.25,7.0,San Francisco,English,720,5202,5,Tech Enthusiasts,2023-12-21
Alpha Innovations,Display,Women 35-44,45 days,0.14,9361.65,7.32,Miami,English,229,11965,10,Fashionistas,2023-12-18
DataTech Solutions,Display,Women 25-34,45 days,0.11,14524.08,4.62,Seattle,English,1533,1167,10,Outdoor Adventurers,2023-12-15
NexGen Systems,Search,Women 25-34,15 days,0.06,18477.46,5.49,Washington D.C.,French,1884,19883,4,Fashionistas,2023-12-18
TechCorp,Social Media,Men 18-24,45 days,0.03,9844.92,2.04,Washington D.C.,German,665,18776,2,Tech Enthusiasts,2023-12-18
NexGen Systems,Social Media,Men 18-24,45 days,0.12,17252.75,4.67,Seattle,Mandarin,1887,8906,1,Foodies,2023-12-18
TechCorp,Search,All Ages,45 days,0.06,7544.68,4.28,Seattle,German,1020,14778,7,Foodies,2023-12-06
TechCorp,Influencer,Women 35-44,45 days,0.09,16516.7,2.17,Boston,Spanish,818,12992,1,Outdoor Adventurers,2023-12-02
TechCorp,Email,Men 18-24,15 days,0.11,5978.6,4.96,Washington D.C.,Mandarin,612,13370,6,Tech Enthusiasts,2023-12-26
DataTech Solutions,Search,Men 25-34,30 days,0.13,14556.28,3.51,San Francisco,French,287,10818,9,Tech Enthusiasts,2023-12-06
TechCorp,Display,Women 35-44,30 days,0.06,17018.86,7.53,Los Ángeles,German,323,15001,5,Fashionistas,2023-12-12
TechCorp,Social Media,Men 25-34,45 days,0.06,14733.77,6.58,Miami,Spanish,1743,1256,2,Health & Wellness,2023-12-26
Alpha Innovations,Social Media,Men 25-34,15 days,0.13,17799.27,5.52,Chicago,French,824,11926,9,Fashionistas,2023-12-05
Innovate Industries,Search,Men 18-24,45 days,0.04,6141.02,3.97,Boston,Mandarin,1413,2131,1,Outdoor Adventurers,2023-12-16
