Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Influencer,Men 18-24,60 days,0.09,12273.54,8.0,Chicago,German,977,13633,9,Foodies,2022-09-03
Innovate Industries,Email,Men 25-34,45 days,0.05,19899.18,2.3,Miami,German,1147,17994,8,Outdoor Adventurers,2022-09-06
TechCorp,Display,Men 18-24,60 days,0.11,11219.16,5.33,Chicago,Mandarin,1380,16867,9,Foodies,2022-09-02
TechCorp,Social Media,Women 25-34,60 days,0.12,10732.83,2.31,Las Vegas,Spanish,235,17228,8,Fashionistas,2022-09-01
TechCorp,Search,Women 35-44,60 days,0.13,18105.72,6.53,Miami,Spanish,534,16814,7,Tech Enthusiasts,2022-09-05
Alpha Innovations,Email,Men 18-24,45 days,0.07,9745.76,5.96,Nueva Orleans,Spanish,467,2144,4,Health & Wellness,2022-09-14
DataTech Solutions,Influencer,Women 25-34,15 days,0.13,8909.41,2.62,Los Ángeles,English,157,8913,7,Foodies,2022-09-17
NexGen Systems,Display,Men 25-34,60 days,0.07,15397.32,2.76,Las Vegas,French,1034,16611,8,Health & Wellness,2022-09-19
TechCorp,Search,All Ages,60 days,0.08,7196.85,7.59,San Francisco,French,1862,9607,4,Outdoor Adventurers,2022-09-21
Innovate Industries,Display,All Ages,15 days,0.05,5580.64,3.46,Los Ángeles,French,786,3492,5,Fashionistas,2022-09-16
NexGen Systems,Social Media,Women 35-44,15 days,0.14,8886.29,5.69,Las Vegas,French,1312,2097,8,Fashionistas,2022-09-05
TechCorp,Social Media,All Ages,60 days,0.08,18965.02,5.26,San Francisco,French,1815,16812,6,Fashionistas,2022-09-05
NexGen Systems,Influencer,Women 25-34,60 days,0.09,6515.84,7.35,Las Vegas,German,432,5793,6,Fashionistas,2022-09-03
Alpha Innovations,Social Media,Men 18-24,15 days,0.05,7496.87,6.62,Boston,German,832,2989,1,Foodies,2022-09-25
Alpha Innovations,Email,All Ages,30 days,0.14,7464.46,7.04,Miami,Mandarin,1831,4306,7,Foodies,2022-09-11
TechCorp,Influencer,Women 25-34,45 days,0.07,18271.85,4.06,Washington D.C.,Spanish,386,16874,6,Foodies,2022-09-06
NexGen Systems,Search,Men 18-24,45 days,0.06,16900.96,2.35,Las Vegas,French,524,1319,7,Health & Wellness,2022-09-13
NexGen Systems,Display,All Ages,30 days,0.06,17455.02,2.18,Washington D.C.,Mandarin,1614,12516,8,Fashionistas,2022-09-16
NexGen Systems,Display,Men 18-24,45 days,0.12,14012.35,4.77,Los Ángeles,French,1813,12630,7,Outdoor Adventurers,2022-09-11
Innovate Industries,Display,Women 35-44,15 days,0.1,7319.84,3.32,Las Vegas,Mandarin,928,15310,7,Foodies,2022-09-06
TechCorp,Influencer,Men 18-24,15 days,0.15,9885.09,2.8,Miami,German,416,8124,8,Outdoor Adventurers,2022-09-24
Alpha Innovations,Search,Men 18-24,15 days,0.14,13488.07,7.47,Nueva York,English,1912,11985,5,Health & Wellness,2022-09-18
TechCorp,Social Media,All Ages,15 days,0.14,8247.41,5.94,San Francisco,English,111,10014,7,Tech Enthusiasts,2022-09-08
Innovate Industries,Social Media,All Ages,15 days,0.15,17660.96,2.58,Washington D.C.,German,596,11220,4,Fashionistas,2022-09-06
TechCorp,Social Media,Men 25-34,15 days,0.02,10319.42,5.11,Boston,German,766,3366,4,Fashionistas,2022-09-04
Alpha Innovations,Social Media,Men 25-34,60 days,0.09,12960.26,5.4,Nueva York,French,571,5216,4,Outdoor Adventurers,2022-09-03
NexGen Systems,Social Media,Men 18-24,15 days,0.04,11360.64,4.73,Nueva Orleans,Spanish,1825,11185,6,Tech Enthusiasts,2022-09-16
NexGen Systems,Search,Men 25-34,45 days,0.12,8049.6,4.36,Las Vegas,German,472,13259,9,Foodies,2022-09-15
DataTech Solutions,Search,Women 35-44,15 days,0.12,18060.57,3.62,Nueva York,Mandarin,1697,16991,1,Foodies,2022-09-24
DataTech Solutions,Influencer,All Ages,30 days,0.07,12231.86,5.83,Seattle,French,1413,11208,8,Tech Enthusiasts,2022-09-24
DataTech Solutions,Display,All Ages,60 days,0.1,11369.53,7.62,Chicago,Mandarin,329,10341,10,Health & Wellness,2022-09-09
Innovate Industries,Influencer,All Ages,15 days,0.03,13616.77,6.12,Washington D.C.,Mandarin,650,19896,1,Foodies,2022-09-07
TechCorp,Social Media,Men 18-24,60 days,0.13,17782.55,4.33,Seattle,English,1506,1204,9,Tech Enthusiasts,2022-09-19
TechCorp,Search,Women 35-44,60 days,0.03,10184.07,5.48,Las Vegas,Mandarin,699,15452,4,Fashionistas,2022-09-21
Innovate Industries,Display,Women 25-34,60 days,0.1,12125.78,6.54,Seattle,French,1816,15739,8,Health & Wellness,2022-09-29
NexGen Systems,Display,All Ages,60 days,0.04,9188.49,4.57,Washington D.C.,Mandarin,1718,12613,8,Health & Wellness,2022-09-19
DataTech Solutions,Social Media,Women 25-34,60 days,0.07,13798.14,5.54,Las Vegas,Spanish,520,14892,2,Foodies,2022-09-26
Innovate Industries,Search,All Ages,45 days,0.12,5903.17,3.65,Washington D.C.,German,1043,5879,9,Health & Wellness,2022-09-17
TechCorp,Search,Men 25-34,45 days,0.01,12638.69,7.47,Las Vegas,German,1055,12606,10,Tech Enthusiasts,2022-09-06
DataTech Solutions,Display,All Ages,45 days,0.04,16638.42,2.72,Washington D.C.,Mandarin,605,7260,4,Health & Wellness,2022-09-21
Alpha Innovations,Search,Men 25-34,15 days,0.04,9524.78,5.15,Nueva York,German,1747,1943,1,Foodies,2022-09-28
Innovate Industries,Search,Men 18-24,45 days,0.14,14348.86,6.24,Nueva Orleans,Spanish,344,10682,5,Tech Enthusiasts,2022-09-09
DataTech Solutions,Social Media,Women 35-44,45 days,0.11,14854.34,4.15,Chicago,French,1908,16731,3,Health & Wellness,2022-09-19
Innovate Industries,Email,Women 35-44,45 days,0.09,6901.76,5.56,Las Vegas,French,1795,12317,7,Fashionistas,2022-09-27
TechCorp,Influencer,Men 18-24,15 days,0.11,14825.26,2.6,Miami,Spanish,655,8667,9,Health & Wellness,2022-09-17
Innovate Industries,Email,Women 35-44,15 days,0.08,16761.71,5.01,Boston,French,1775,4557,5,Foodies,2022-09-17
DataTech Solutions,Display,Women 25-34,45 days,0.09,6987.01,3.63,Nueva York,Mandarin,1169,9767,8,Tech Enthusiasts,2022-09-20
Innovate Industries,Influencer,Men 18-24,45 days,0.14,11527.0,3.45,Chicago,English,266,15671,7,Fashionistas,2022-09-23
DataTech Solutions,Display,Men 18-24,45 days,0.04,10949.28,3.07,Seattle,Spanish,1710,18897,10,Health & Wellness,2022-09-19
Innovate Industries,Social Media,All Ages,60 days,0.14,18246.88,7.98,Las Vegas,German,403,8021,8,Health & Wellness,2022-09-09
Innovate Industries,Social Media,Women 35-44,60 days,0.14,7176.42,2.68,San Francisco,German,1040,13079,5,Health & Wellness,2022-09-04
NexGen Systems,Email,Men 18-24,45 days,0.13,10491.34,5.67,Washington D.C.,German,664,16291,2,Outdoor Adventurers,2022-09-19
Innovate Industries,Email,Women 25-34,30 days,0.07,5610.54,7.59,Nueva York,Mandarin,1991,3299,1,Foodies,2022-09-27
Alpha Innovations,Search,All Ages,15 days,0.11,11384.21,7.52,Las Vegas,Mandarin,139,12294,9,Outdoor Adventurers,2022-09-12
Alpha Innovations,Display,Men 18-24,60 days,0.1,15878.89,2.43,Las Vegas,French,254,9097,6,Fashionistas,2022-09-06
