Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
NexGen Systems,Social Media,All Ages,45 days,0.09,11530.5,3.81,Boston,German,1192,5171,8,Tech Enthusiasts,2023-02-07
Alpha Innovations,Email,Men 25-34,15 days,0.07,17241.32,4.12,Washington D.C.,German,1863,3826,7,Fashionistas,2023-02-17
Alpha Innovations,Email,Women 25-34,45 days,0.12,15118.37,2.59,San Francisco,Spanish,610,4673,1,Health & Wellness,2023-02-04
NexGen Systems,Display,Women 25-34,15 days,0.13,9181.31,2.74,Nueva Orleans,English,1275,3247,9,Fashionistas,2023-02-04
TechCorp,Social Media,Women 25-34,60 days,0.05,13560.23,3.95,Miami,German,950,15826,6,Outdoor Adventurers,2023-02-04
Alpha Innovations,Influencer,Men 18-24,45 days,0.08,13250.97,2.96,Los Ángeles,English,562,12333,2,Outdoor Adventurers,2023-02-23
DataTech Solutions,Email,Men 25-34,15 days,0.13,13328.39,5.89,Boston,Mandarin,247,9218,9,Fashionistas,2023-02-03
NexGen Systems,Search,Women 25-34,60 days,0.01,14161.51,5.48,Boston,English,1690,1087,5,Tech Enthusiasts,2023-02-15
Alpha Innovations,Search,Men 18-24,45 days,0.07,10699.45,6.91,Chicago,English,1752,9572,9,Foodies,2023-02-20
Innovate Industries,Influencer,Men 25-34,60 days,0.04,13521.28,7.96,Las Vegas,German,1200,14082,8,Tech Enthusiasts,2023-02-05
Innovate Industries,Email,Women 35-44,30 days,0.09,6108.97,5.51,Nueva Orleans,English,152,17453,5,Tech Enthusiasts,2023-02-27
TechCorp,Social Media,Women 35-44,45 days,0.14,6698.01,2.16,Miami,English,876,5225,4,Foodies,2023-02-24
Innovate Industries,Influencer,All Ages,30 days,0.11,15130.13,3.95,Las Vegas,German,606,18422,6,Foodies,2023-02-04
Innovate Industries,Social Media,All Ages,15 days,0.05,13971.26,3.32,San Francisco,Mandarin,759,9409,3,Tech Enthusiasts,2023-02-18
Alpha Innovations,Influencer,Men 25-34,30 days,0.06,13588.84,5.16,Miami,English,1653,15404,8,Health & Wellness,2023-02-18
DataTech Solutions,Influencer,Women 25-34,30 days,0.11,7375.75,3.97,Los Ángeles,German,1255,18369,2,Health & Wellness,2023-02-05
TechCorp,Email,Women 35-44,45 days,0.02,18845.04,5.84,Miami,German,1659,12091,8,Outdoor Adventurers,2023-02-14
DataTech Solutions,Search,Men 25-34,15 days,0.11,12886.01,3.75,Los Ángeles,French,443,2032,1,Foodies,2023-02-08
DataTech Solutions,Influencer,Men 18-24,15 days,0.07,13184.92,4.81,Seattle,Mandarin,342,19305,1,Tech Enthusiasts,2023-02-01
DataTech Solutions,Email,All Ages,45 days,0.1,12309.32,7.11,Boston,English,191,5024,9,Fashionistas,2023-02-21
Innovate Industries,Social Media,Women 25-34,30 days,0.06,10215.95,4.5,Chicago,English,1193,9544,6,Outdoor Adventurers,2023-02-12
Alpha Innovations,Display,Men 25-34,60 days,0.12,12739.01,3.97,Nueva Orleans,German,1690,5078,2,Tech Enthusiasts,2023-02-23
NexGen Systems,Display,Women 25-34,15 days,0.1,5256.5,2.08,Nueva Orleans,Spanish,1401,17561,5,Fashionistas,2023-02-24
DataTech Solutions,Display,Men 25-34,30 days,0.06,19731.51,4.19,San Francisco,English,1370,13196,9,Tech Enthusiasts,2023-02-03
Innovate Industries,Display,Men 25-34,30 days,0.13,11260.76,7.84,Nueva York,English,183,9291,6,Fashionistas,2023-02-21
Innovate Industries,Social Media,All Ages,60 days,0.12,10140.55,3.82,Nueva York,French,1987,6533,1,Foodies,2023-02-18
DataTech Solutions,Influencer,Women 35-44,15 days,0.1,11707.55,6.66,Chicago,English,1996,14765,10,Tech Enthusiasts,2023-02-14
NexGen Systems,Influencer,Men 18-24,45 days,0.06,14714.08,3.69,San Francisco,French,261,5377,7,Tech Enthusiasts,2023-02-14
NexGen Systems,Email,Women 35-44,60 days,0.13,7898.84,6.7,Seattle,Mandarin,260,2950,6,Outdoor Adventurers,2023-02-23
TechCorp,Email,Men 25-34,60 days,0.09,17129.69,4.9,Nueva Orleans,Spanish,1444,10785,2,Outdoor Adventurers,2023-02-17
NexGen Systems,Email,Men 18-24,60 days,0.08,9400.74,3.46,Chicago,French,1337,13678,7,Health & Wellness,2023-02-03
TechCorp,Search,Women 25-34,45 days,0.13,5047.04,6.64,San Francisco,French,1288,2436,2,Foodies,2023-02-25
TechCorp,Social Media,Men 18-24,45 days,0.09,8435.0,5.43,Miami,German,367,6105,7,Fashionistas,2023-02-02
Innovate Industries,Social Media,All Ages,60 days,0.1,9685.53,4.24,Chicago,Mandarin,1510,5907,2,Outdoor Adventurers,2023-02-03
NexGen Systems,Search,All Ages,60 days,0.07,19942.28,5.08,Washington D.C.,German,1002,12636,7,Tech Enthusiasts,2023-02-06
Alpha Innovations,Search,Women 25-34,60 days,0.05,10056.15,3.41,Boston,German,343,3395,7,Tech Enthusiasts,2023-02-24
TechCorp,Email,Women 25-34,45 days,0.01,7576.94,2.16,Seattle,Mandarin,1667,2434,5,Outdoor Adventurers,2023-02-09
Innovate Industries,Display,Men 18-24,45 days,0.1,7365.03,5.08,Nueva Orleans,Spanish,1201,19652,3,Health & Wellness,2023-02-16
TechCorp,Email,Women 25-34,60 days,0.12,18700.5,4.27,Chicago,German,1990,3660,8,Outdoor Adventurers,2023-02-07
Innovate Industries,Search,Men 25-34,45 days,0.02,7950.51,6.57,San Francisco,German,510,14821,4,Outdoor Adventurers,2023-02-24
DataTech Solutions,Social Media,Women 25-34,60 days,0.05,8115.51,6.79,Miami,Spanish,434,15489,7,Fashionistas,2023-02-08
Alpha Innovations,Email,Women 35-44,60 days,0.09,10751.63,2.8,Boston,Spanish,459,10704,8,Health & Wellness,2023-02-10
Alpha Innovations,Social Media,Men 25-34,15 days,0.11,5125.34,7.35,Nueva York,German,396,13192,9,Outdoor Adventurers,2023-02-04
Innovate Industries,Email,All Ages,60 days,0.05,17561.96,3.21,San Francisco,Mandarin,1868,1976,10,Foodies,2023-02-12
DataTech Solutions,Email,All Ages,45 days,0.08,16648.83,5.87,Los Ángeles,English,289,14609,7,Outdoor Adventurers,2023-02-15
Alpha Innovations,Social Media,Men 18-24,15 days,0.04,17537.45,5.27,Seattle,French,1076,18158,2,Tech Enthusiasts,2023-02-08
NexGen Systems,Email,Women 25-34,30 days,0.13,13106.74,4.16,Los Ángeles,Spanish,1034,3975,8,Health & Wellness,2023-02-27
DataTech Solutions,Influencer,All Ages,45 days,0.01,8988.54,7.72,Nueva York,Mandarin,266,19450,2,Tech Enthusiasts,2023-02-10
Alpha Innovations,Display,Men 25-34,60 days,0.01,6162.3,4.28,San Francisco,Spanish,155,19246,1,Fashionistas,2023-02-15
TechCorp,Influencer,All Ages,15 days,0.15,12152.02,2.59,Washington D.C.,German,1120,3209,4,Foodies,2023-02-23
Alpha Innovations,Email,All Ages,15 days,0.1,13382.82,2.36,San Francisco,French,1581,15295,5,Foodies,2023-02-15
TechCorp,Email,Men 25-34,15 days,0.04,17748.92,7.76,Nueva Orleans,French,1611,9851,3,Tech Enthusiasts,2023-02-03
NexGen Systems,Search,Men 25-34,60 days,0.05,8292.72,3.12,Washington D.C.,German,127,18083,7,Health & Wellness,2023-02-11
TechCorp,Email,All Ages,45 days,0.03,11856.42,4.73,Nueva Orleans,French,390,17626,3,Tech Enthusiasts,2023-02-14
TechCorp,Email,All Ages,15 days,0.13,12710.97,4.51,Miami,English,1742,17374,5,Tech Enthusiasts,2023-02-15
Innovate Industries,Email,Women 35-44,30 days,0.14,18591.69,2.1,Los Ángeles,French,780,10324,4,Fashionistas,2023-02-13
TechCorp,Email,Men 18-24,30 days,0.14,9879.62,4.67,San Francisco,German,802,2210,1,Foodies,2023-02-04
DataTech Solutions,Email,All Ages,30 days,0.14,6642.22,4.2,Nueva Orleans,Spanish,1183,3866,1,Fashionistas,2023-02-07
DataTech Solutions,Email,Men 25-34,45 days,0.11,19399.25,2.8,San Francisco,Spanish,1977,9182,2,Outdoor Adventurers,2023-02-02
NexGen Systems,Search,All Ages,15 days,0.09,17253.3,4.4,Nueva York,Spanish,861,12035,9,Foodies,2023-02-16
Innovate Industries,Email,All Ages,30 days,0.12,12320.21,7.07,Los Ángeles,German,679,13501,7,Health & Wellness,2023-02-16
DataTech Solutions,Influencer,Men 25-34,45 days,0.13,6530.99,7.83,Boston,Spanish,994,10017,4,Foodies,2023-02-06
Alpha Innovations,Social Media,All Ages,15 days,0.11,13816.61,4.32,San Francisco,French,1438,1635,8,Fashionistas,2023-02-10
Innovate Industries,Display,All Ages,60 days,0.07,18170.12,4.23,Las Vegas,French,374,13694,3,Outdoor Adventurers,2023-02-01
Alpha Innovations,Display,Women 25-34,45 days,0.13,7671.67,5.46,Miami,German,196,16141,10,Tech Enthusiasts,2023-02-21
NexGen Systems,Social Media,Women 35-44,15 days,0.01,15048.11,4.8,Los Ángeles,French,1318,8620,3,Fashionistas,2023-02-03
Alpha Innovations,Influencer,Men 25-34,45 days,0.12,6272.56,4.33,Los Ángeles,Mandarin,584,16495,9,Health & Wellness,2023-02-12
TechCorp,Social Media,Women 35-44,30 days,0.13,15892.05,3.1,Nueva Orleans,English,1356,4792,4,Outdoor Adventurers,2023-02-12
DataTech Solutions,Email,Men 25-34,60 days,0.04,11761.86,7.51,Miami,German,1218,19439,10,Tech Enthusiasts,2023-02-23
DataTech Solutions,Email,Women 25-34,30 days,0.03,13085.45,5.4,Seattle,English,1724,14000,5,Foodies,2023-02-07
DataTech Solutions,Social Media,All Ages,30 days,0.09,12476.82,6.96,Las Vegas,Spanish,968,13453,2,Foodies,2023-02-21
DataTech Solutions,Search,Women 35-44,15 days,0.02,14224.06,2.13,Nueva Orleans,English,1853,15537,7,Foodies,2023-02-12
DataTech Solutions,Influencer,Women 25-34,30 days,0.11,13262.73,7.04,Boston,German,285,4957,10,Outdoor Adventurers,2023-02-04
Alpha Innovations,Search,Women 25-34,30 days,0.07,17856.83,4.61,Boston,French,640,12240,9,Tech Enthusiasts,2023-02-20
DataTech Solutions,Social Media,Men 25-34,60 days,0.04,19381.93,3.41,Nueva Orleans,Mandarin,438,5076,5,Health & Wellness,2023-02-08
TechCorp,Search,All Ages,15 days,0.05,16272.24,2.64,Las Vegas,English,1102,6252,9,Tech Enthusiasts,2023-02-23
Innovate Industries,Email,All Ages,45 days,0.13,15061.07,4.69,Los Ángeles,Mandarin,1877,6680,5,Fashionistas,2023-02-09
DataTech Solutions,Search,Men 25-34,30 days,0.09,17472.16,7.45,Washington D.C.,Mandarin,1860,12520,3,Health & Wellness,2023-02-18
DataTech Solutions,Search,Men 25-34,45 days,0.1,6923.26,4.59,Chicago,Spanish,1734,7479,9,Health & Wellness,2023-02-11
NexGen Systems,Influencer,All Ages,15 days,0.01,8061.84,4.26,Las Vegas,Mandarin,1268,3095,1,Foodies,2023-02-18
Alpha Innovations,Display,Women 35-44,15 days,0.11,11728.67,3.96,San Francisco,Mandarin,354,4347,4,Foodies,2023-02-11
TechCorp,Influencer,Women 35-44,45 days,0.08,15028.65,4.04,Boston,English,1937,4443,4,Outdoor Adventurers,2023-02-05
NexGen Systems,Search,All Ages,60 days,0.01,13584.54,7.98,Las Vegas,English,1057,3234,7,Tech Enthusiasts,2023-02-16
TechCorp,Search,Women 25-34,60 days,0.07,17857.4,2.85,Miami,French,431,17241,4,Foodies,2023-02-08
TechCorp,Search,Women 35-44,60 days,0.03,9602.51,5.01,Seattle,Spanish,1814,11831,6,Outdoor Adventurers,2023-02-18
Alpha Innovations,Email,Women 25-34,60 days,0.09,16418.47,5.77,Seattle,Mandarin,970,12460,1,Tech Enthusiasts,2023-02-23
Alpha Innovations,Email,Men 18-24,60 days,0.04,18117.91,3.63,Nueva Orleans,Spanish,1154,18554,8,Tech Enthusiasts,2023-02-25
TechCorp,Display,Men 18-24,15 days,0.07,6368.03,5.37,Nueva Orleans,Mandarin,1890,11097,3,Fashionistas,2023-02-17
DataTech Solutions,Email,Men 18-24,45 days,0.09,17544.68,2.33,San Francisco,Spanish,1433,15701,8,Tech Enthusiasts,2023-02-11
Alpha Innovations,Email,Men 25-34,45 days,0.03,13544.27,5.28,Miami,English,1964,9534,6,Tech Enthusiasts,2023-02-01
Innovate Industries,Email,All Ages,30 days,0.1,18137.77,6.81,Los Ángeles,Spanish,1771,11331,4,Fashionistas,2023-02-19
Innovate Industries,Social Media,Women 25-34,30 days,0.06,8506.49,2.5,Los Ángeles,French,1177,15135,2,Outdoor Adventurers,2023-02-14
