Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Alpha Innovations,Social Media,All Ages,15 days,0.09,10972.62,6.05,Miami,Mandarin,1074,9181,9,Health & Wellness,2022-09-03
Alpha Innovations,Influencer,Men 25-34,15 days,0.01,5240.27,4.59,Boston,English,559,6213,4,Health & Wellness,2022-09-13
NexGen Systems,Social Media,Women 35-44,60 days,0.05,13065.74,5.33,Los Ángeles,Spanish,1619,17804,2,Foodies,2022-09-10
DataTech Solutions,Search,Men 18-24,60 days,0.02,8391.35,6.59,Miami,English,833,7763,8,Tech Enthusiasts,2022-09-11
TechCorp,Influencer,Men 18-24,15 days,0.07,10654.71,2.44,Chicago,Spanish,773,3681,1,Foodies,2022-09-18
NexGen Systems,Display,Men 18-24,30 days,0.04,13884.75,2.51,Chicago,English,106,3647,1,Fashionistas,2022-09-05
Innovate Industries,Display,Men 25-34,45 days,0.02,19660.38,5.38,Los Ángeles,Spanish,1032,1527,3,Foodies,2022-09-03
NexGen Systems,Display,All Ages,15 days,0.04,12500.85,2.84,Seattle,French,1119,9486,1,Health & Wellness,2022-09-05
Innovate Industries,Search,Men 18-24,45 days,0.05,13534.79,6.04,Chicago,German,1612,3613,7,Health & Wellness,2022-09-03
Innovate Industries,Search,Women 25-34,15 days,0.01,15293.17,5.56,Chicago,Spanish,1701,6624,7,Fashionistas,2022-09-29
TechCorp,Display,Men 25-34,45 days,0.13,12277.37,3.02,Chicago,Spanish,1158,4402,3,Health & Wellness,2022-09-19
NexGen Systems,Influencer,Women 25-34,45 days,0.03,11806.93,4.88,Seattle,Spanish,1244,19035,5,Fashionistas,2022-09-18
TechCorp,Social Media,Women 35-44,15 days,0.02,6719.78,7.72,Nueva York,French,1597,8785,2,Tech Enthusiasts,2022-09-06
TechCorp,Social Media,All Ages,15 days,0.1,8603.43,3.83,Los Ángeles,Spanish,230,15354,4,Health & Wellness,2022-09-27
NexGen Systems,Display,Women 35-44,15 days,0.14,17296.23,2.49,Las Vegas,Mandarin,979,8895,1,Fashionistas,2022-09-25
TechCorp,Email,All Ages,45 days,0.11,18820.05,6.44,Chicago,German,146,4753,3,Tech Enthusiasts,2022-09-12
NexGen Systems,Search,Men 25-34,60 days,0.13,13287.16,2.46,Washington D.C.,German,1600,5710,9,Tech Enthusiasts,2022-09-07
DataTech Solutions,Social Media,Women 25-34,30 days,0.13,8286.9,7.69,Washington D.C.,French,323,13384,10,Fashionistas,2022-09-07
Innovate Industries,Influencer,All Ages,60 days,0.03,17350.25,3.37,Los Ángeles,German,454,14566,10,Health & Wellness,2022-09-09
DataTech Solutions,Search,Men 18-24,60 days,0.03,19408.63,6.03,Boston,Mandarin,191,4386,9,Health & Wellness,2022-09-21
TechCorp,Email,Women 35-44,60 days,0.07,15229.65,7.41,San Francisco,Spanish,1543,1506,1,Foodies,2022-09-06
DataTech Solutions,Influencer,All Ages,30 days,0.09,5900.38,2.84,Nueva Orleans,French,530,4627,8,Tech Enthusiasts,2022-09-09
DataTech Solutions,Email,Women 25-34,15 days,0.02,10758.17,2.58,Seattle,English,340,3572,7,Foodies,2022-09-08
NexGen Systems,Influencer,Men 25-34,60 days,0.13,16859.06,6.35,Miami,German,1328,11569,9,Health & Wellness,2022-09-15
NexGen Systems,Search,Men 25-34,15 days,0.11,6553.31,4.5,Los Ángeles,French,1387,2078,3,Fashionistas,2022-09-10
Innovate Industries,Social Media,All Ages,45 days,0.03,7053.79,3.04,Chicago,Spanish,723,17452,4,Health & Wellness,2022-09-07
Innovate Industries,Display,Women 25-34,45 days,0.02,18047.82,5.02,Nueva Orleans,French,1298,6687,3,Foodies,2022-09-24
NexGen Systems,Display,Women 35-44,60 days,0.14,11880.2,2.95,Los Ángeles,French,1711,5903,9,Fashionistas,2022-09-19
DataTech Solutions,Influencer,Women 35-44,30 days,0.1,12872.73,6.09,Nueva Orleans,Mandarin,1785,6301,3,Foodies,2022-09-25
Alpha Innovations,Social Media,All Ages,30 days,0.14,5456.32,3.99,Nueva Orleans,German,1722,17730,7,Tech Enthusiasts,2022-09-14
TechCorp,Search,Women 25-34,15 days,0.09,6245.86,7.6,Los Ángeles,French,947,16745,10,Fashionistas,2022-09-23
