Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Influencer,Women 25-34,30 days,0.05,11240.51,2.16,Washington D.C.,Mandarin,1127,17680,6,Outdoor Adventurers,2023-09-07
NexGen Systems,Display,Men 18-24,45 days,0.15,6019.8,3.73,Los Ángeles,Spanish,1328,6873,8,Foodies,2023-09-16
DataTech Solutions,Email,Men 25-34,15 days,0.08,8177.72,3.32,Miami,Spanish,571,3685,1,Outdoor Adventurers,2023-09-01
NexGen Systems,Display,Men 18-24,30 days,0.12,6615.66,4.29,Los Ángeles,Spanish,711,10289,10,Outdoor Adventurers,2023-09-10
NexGen Systems,Search,Women 25-34,60 days,0.02,13039.03,2.02,Los Ángeles,French,1254,6922,5,Tech Enthusiasts,2023-09-10
DataTech Solutions,Display,Women 35-44,60 days,0.07,12027.2,5.41,Chicago,English,467,3929,4,Outdoor Adventurers,2023-09-25
Alpha Innovations,Display,All Ages,15 days,0.02,9588.83,2.74,Los Ángeles,Spanish,1225,12638,3,Health & Wellness,2023-09-12
DataTech Solutions,Display,Men 25-34,45 days,0.14,16847.35,7.33,San Francisco,German,506,18638,2,Tech Enthusiasts,2023-09-03
TechCorp,Social Media,Men 25-34,15 days,0.04,6660.21,7.02,San Francisco,Mandarin,1710,7134,2,Health & Wellness,2023-09-16
NexGen Systems,Influencer,Women 35-44,15 days,0.13,10148.67,5.65,Chicago,French,1199,4398,8,Outdoor Adventurers,2023-09-09
DataTech Solutions,Email,Men 18-24,45 days,0.03,11673.89,7.42,Nueva Orleans,Spanish,1960,14187,2,Fashionistas,2023-09-27
Innovate Industries,Social Media,All Ages,30 days,0.08,16246.28,3.84,Los Ángeles,French,460,19796,5,Tech Enthusiasts,2023-09-11
NexGen Systems,Search,Men 18-24,15 days,0.04,6768.81,3.18,Chicago,German,1283,19766,8,Outdoor Adventurers,2023-09-29
DataTech Solutions,Influencer,Men 25-34,45 days,0.03,7830.93,6.69,Nueva York,Mandarin,1378,4729,5,Outdoor Adventurers,2023-09-13
NexGen Systems,Social Media,All Ages,30 days,0.06,9674.83,3.54,Nueva Orleans,French,721,7012,1,Health & Wellness,2023-09-06
Alpha Innovations,Social Media,All Ages,30 days,0.08,19239.56,7.36,Boston,Mandarin,207,7547,4,Foodies,2023-09-19
NexGen Systems,Email,Men 25-34,30 days,0.09,18452.32,2.05,Seattle,Mandarin,1934,9532,6,Health & Wellness,2023-09-06
TechCorp,Search,All Ages,15 days,0.13,12653.0,3.31,Los Ángeles,Mandarin,259,13480,5,Foodies,2023-09-20
Alpha Innovations,Email,Women 25-34,30 days,0.08,15968.37,2.35,Seattle,German,1632,4170,8,Outdoor Adventurers,2023-09-23
DataTech Solutions,Social Media,Men 18-24,45 days,0.06,8861.14,5.26,Miami,German,420,7961,4,Health & Wellness,2023-09-17
DataTech Solutions,Display,Women 35-44,30 days,0.12,6709.1,6.21,San Francisco,French,1743,12696,2,Foodies,2023-09-12
DataTech Solutions,Search,All Ages,45 days,0.12,18726.67,4.98,San Francisco,Mandarin,423,7393,5,Tech Enthusiasts,2023-09-04
NexGen Systems,Influencer,All Ages,15 days,0.03,13673.16,4.88,Chicago,Mandarin,603,11971,8,Foodies,2023-09-19
NexGen Systems,Search,Men 18-24,30 days,0.06,14656.13,6.99,Nueva Orleans,Mandarin,745,18868,5,Tech Enthusiasts,2023-09-14
Innovate Industries,Search,Women 35-44,30 days,0.03,8038.63,7.78,Chicago,French,1639,8659,4,Health & Wellness,2023-09-28
