Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Social Media,All Ages,15 days,0.09,15105.83,4.49,Chicago,German,1417,5172,2,Tech Enthusiasts,2022-03-07
TechCorp,Social Media,Women 35-44,60 days,0.02,19885.55,4.21,Los Ángeles,Mandarin,112,17561,7,Tech Enthusiasts,2022-03-30
TechCorp,Social Media,Men 18-24,45 days,0.07,16445.41,5.5,San Francisco,Mandarin,122,7393,1,Outdoor Adventurers,2022-03-30
DataTech Solutions,Email,Men 25-34,15 days,0.07,19553.08,6.15,Las Vegas,Spanish,1764,11544,2,Tech Enthusiasts,2022-03-01
TechCorp,Social Media,Men 18-24,45 days,0.02,8564.77,6.98,Seattle,English,1662,9674,2,Tech Enthusiasts,2022-03-15
NexGen Systems,Email,All Ages,15 days,0.06,15680.96,3.78,Washington D.C.,German,943,18786,8,Tech Enthusiasts,2022-03-16
Alpha Innovations,Social Media,Men 18-24,45 days,0.14,12229.63,5.76,Nueva York,French,120,13665,5,Outdoor Adventurers,2022-03-23
Alpha Innovations,Email,Men 25-34,30 days,0.13,6969.73,5.6,Miami,French,725,7988,2,Outdoor Adventurers,2022-03-26
TechCorp,Email,All Ages,45 days,0.12,16509.71,6.58,Los Ángeles,Spanish,2000,4253,3,Tech Enthusiasts,2022-03-12
DataTech Solutions,Social Media,Men 18-24,60 days,0.1,9387.49,5.73,San Francisco,Spanish,1259,12424,6,Fashionistas,2022-03-13
Alpha Innovations,Influencer,Men 18-24,15 days,0.05,14644.1,5.06,Las Vegas,English,1433,6792,4,Health & Wellness,2022-03-08
Alpha Innovations,Email,Women 25-34,15 days,0.15,14419.46,2.46,Los Ángeles,Spanish,1115,10252,3,Outdoor Adventurers,2022-03-07
DataTech Solutions,Social Media,Women 25-34,45 days,0.04,12615.95,3.83,Nueva York,English,1007,5227,10,Outdoor Adventurers,2022-03-30
DataTech Solutions,Social Media,Men 18-24,15 days,0.12,7203.33,6.07,Los Ángeles,Spanish,1557,1063,2,Tech Enthusiasts,2022-03-29
NexGen Systems,Email,All Ages,15 days,0.02,5717.58,5.56,Washington D.C.,English,1722,7321,8,Foodies,2022-03-22
DataTech Solutions,Social Media,Men 18-24,30 days,0.08,15287.84,3.97,Miami,English,276,16971,4,Tech Enthusiasts,2022-03-21
DataTech Solutions,Influencer,Men 25-34,30 days,0.11,12493.17,3.72,Boston,Mandarin,585,7318,8,Foodies,2022-03-22
NexGen Systems,Email,Women 35-44,30 days,0.05,14489.85,6.07,Nueva York,English,1781,3249,6,Health & Wellness,2022-03-10
Innovate Industries,Display,Women 25-34,15 days,0.06,6362.1,6.82,Seattle,Spanish,1155,4480,10,Foodies,2022-03-14
NexGen Systems,Email,Women 25-34,30 days,0.1,13188.71,2.52,Chicago,Spanish,1641,14625,7,Outdoor Adventurers,2022-03-23
DataTech Solutions,Social Media,All Ages,45 days,0.04,8130.45,3.52,Boston,Spanish,1216,8732,2,Tech Enthusiasts,2022-03-22
TechCorp,Social Media,Women 35-44,60 days,0.12,5871.66,6.62,Washington D.C.,Mandarin,763,17918,3,Foodies,2022-03-05
NexGen Systems,Display,Men 18-24,30 days,0.08,10418.07,5.55,Las Vegas,Mandarin,1167,8762,3,Tech Enthusiasts,2022-03-08
TechCorp,Social Media,Men 18-24,60 days,0.06,9384.95,6.31,Seattle,Mandarin,1244,9482,10,Fashionistas,2022-03-10
TechCorp,Social Media,All Ages,30 days,0.02,15394.09,5.29,Chicago,German,1928,12195,9,Health & Wellness,2022-03-25
