Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Social Media,Women 25-34,30 days,0.07,14272.25,5.64,Chicago,English,1093,18594,1,Outdoor Adventurers,2024-02-28
Alpha Innovations,Search,Women 35-44,45 days,0.1,14477.41,4.88,Los Ángeles,French,722,8422,3,Outdoor Adventurers,2024-02-05
NexGen Systems,Social Media,Women 25-34,30 days,0.11,15792.21,2.74,Washington D.C.,Spanish,1324,8476,6,Outdoor Adventurers,2024-02-09
TechCorp,Search,Women 25-34,45 days,0.05,11431.57,4.15,Miami,English,655,1338,3,Outdoor Adventurers,2024-02-23
Alpha Innovations,Influencer,Men 25-34,60 days,0.13,11754.91,7.87,Washington D.C.,English,1326,19308,10,Tech Enthusiasts,2024-02-27
Alpha Innovations,Email,All Ages,30 days,0.15,6611.44,6.49,Miami,Mandarin,543,15694,1,Outdoor Adventurers,2024-02-09
DataTech Solutions,Influencer,Women 25-34,15 days,0.04,12070.07,2.95,Seattle,English,896,5688,4,Tech Enthusiasts,2024-02-12
Alpha Innovations,Email,All Ages,60 days,0.15,12718.18,5.51,Los Ángeles,French,1442,10804,7,Outdoor Adventurers,2024-02-16
Alpha Innovations,Influencer,Women 25-34,15 days,0.12,18052.37,6.94,Miami,Mandarin,444,12509,4,Foodies,2024-02-09
TechCorp,Display,Women 25-34,15 days,0.1,5619.27,7.75,Nueva York,English,1143,11918,8,Foodies,2024-02-17
NexGen Systems,Social Media,Women 25-34,60 days,0.13,16863.19,6.82,Miami,French,1015,5796,6,Health & Wellness,2024-02-23
DataTech Solutions,Social Media,All Ages,30 days,0.09,15263.42,6.44,Las Vegas,French,1690,2223,5,Tech Enthusiasts,2024-02-27
Alpha Innovations,Influencer,Men 18-24,30 days,0.1,9891.29,6.13,Washington D.C.,English,1874,16473,3,Foodies,2024-02-02
Innovate Industries,Email,Women 25-34,30 days,0.04,7702.36,3.52,Nueva York,English,208,17786,7,Health & Wellness,2024-02-26
DataTech Solutions,Influencer,Men 18-24,45 days,0.11,16394.91,4.42,Los Ángeles,English,1101,16928,2,Foodies,2024-02-06
Alpha Innovations,Display,All Ages,45 days,0.04,12055.73,3.75,Miami,Spanish,1426,14949,10,Tech Enthusiasts,2024-02-05
Innovate Industries,Display,All Ages,45 days,0.12,6158.38,2.78,Los Ángeles,English,843,14736,4,Foodies,2024-02-17
TechCorp,Social Media,Women 35-44,30 days,0.05,16011.62,2.89,Miami,English,1776,16604,10,Outdoor Adventurers,2024-02-06
Innovate Industries,Email,Men 18-24,45 days,0.03,5575.22,3.07,Washington D.C.,Mandarin,1600,10224,9,Outdoor Adventurers,2024-02-05
TechCorp,Search,Men 25-34,60 days,0.11,5340.92,4.15,Los Ángeles,French,1895,13591,5,Foodies,2024-02-03
NexGen Systems,Influencer,Men 25-34,60 days,0.14,17206.9,3.33,Boston,English,1935,15880,3,Tech Enthusiasts,2024-02-11
Innovate Industries,Influencer,Women 35-44,15 days,0.06,11075.26,6.92,Washington D.C.,English,1868,3861,2,Tech Enthusiasts,2024-02-25
