Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Innovate Industries,Email,Men 25-34,60 days,0.14,14054.38,5.83,Nueva Orleans,Spanish,1601,5364,6,Health & Wellness,2023-10-13
TechCorp,Search,Women 25-34,30 days,0.12,12516.58,3.95,San Francisco,English,839,8397,6,Foodies,2023-10-30
TechCorp,Influencer,Women 25-34,30 days,0.07,6786.34,4.42,Boston,German,1808,17689,7,Tech Enthusiasts,2023-10-18
Innovate Industries,Display,Men 18-24,45 days,0.1,17761.65,4.91,Washington D.C.,Spanish,472,12292,1,Health & Wellness,2023-10-19
DataTech Solutions,Influencer,All Ages,15 days,0.03,11437.31,2.66,Seattle,English,527,19202,9,Health & Wellness,2023-10-04
Innovate Industries,Influencer,Men 18-24,15 days,0.1,8701.44,2.53,Seattle,Spanish,408,12903,6,Health & Wellness,2023-10-02
DataTech Solutions,Email,Women 35-44,45 days,0.02,13852.07,2.61,Los Ángeles,Spanish,1571,11501,5,Health & Wellness,2023-10-29
NexGen Systems,Influencer,All Ages,45 days,0.12,16557.99,3.88,Los Ángeles,Spanish,1254,1803,6,Tech Enthusiasts,2023-10-25
NexGen Systems,Search,Men 25-34,15 days,0.12,14306.25,6.08,Miami,Spanish,590,16126,8,Fashionistas,2023-10-13
Innovate Industries,Email,Men 18-24,30 days,0.13,9640.19,2.04,Nueva York,Spanish,1335,16888,10,Fashionistas,2023-10-27
Alpha Innovations,Email,Women 25-34,15 days,0.1,16328.99,5.34,San Francisco,German,677,9514,4,Foodies,2023-10-11
Alpha Innovations,Social Media,All Ages,30 days,0.09,8544.15,3.63,Los Ángeles,French,529,2860,1,Tech Enthusiasts,2023-10-27
NexGen Systems,Email,Women 25-34,45 days,0.12,14964.86,3.94,Miami,Spanish,643,3741,10,Foodies,2023-10-14
Alpha Innovations,Display,Men 25-34,60 days,0.15,16348.78,2.88,Nueva Orleans,Mandarin,1358,14117,3,Foodies,2023-10-09
DataTech Solutions,Email,Women 25-34,30 days,0.03,19290.71,2.95,Las Vegas,German,582,4574,6,Fashionistas,2023-10-23
Alpha Innovations,Influencer,Men 18-24,15 days,0.12,13210.91,6.97,Chicago,English,312,1376,8,Fashionistas,2023-10-11
Innovate Industries,Search,Men 18-24,60 days,0.12,6120.83,6.82,Miami,Spanish,392,7941,3,Health & Wellness,2023-10-25
DataTech Solutions,Display,Men 18-24,15 days,0.03,16971.15,7.94,Las Vegas,German,733,4733,5,Foodies,2023-10-30
Innovate Industries,Email,Women 25-34,60 days,0.13,16102.19,4.6,Miami,Mandarin,1484,5444,8,Health & Wellness,2023-10-28
TechCorp,Display,Women 25-34,30 days,0.12,13893.7,2.79,Las Vegas,English,1069,9536,10,Fashionistas,2023-10-05
Alpha Innovations,Display,Women 35-44,60 days,0.13,19227.46,6.86,Seattle,German,146,6790,6,Foodies,2023-10-23
Innovate Industries,Display,Men 25-34,45 days,0.1,13928.12,7.01,Seattle,Mandarin,418,3776,3,Foodies,2023-10-06
NexGen Systems,Social Media,Men 25-34,15 days,0.05,15360.36,3.33,Miami,Mandarin,1409,14413,3,Tech Enthusiasts,2023-10-25
NexGen Systems,Social Media,Women 25-34,15 days,0.15,9531.31,6.34,Seattle,English,1628,9207,9,Foodies,2023-10-19
NexGen Systems,Search,All Ages,45 days,0.1,17826.33,6.1,Boston,Spanish,984,13817,5,Fashionistas,2023-10-20
Alpha Innovations,Social Media,Women 35-44,30 days,0.09,8208.5,6.28,Chicago,Spanish,1422,18736,10,Fashionistas,2023-10-11
NexGen Systems,Search,Women 35-44,45 days,0.09,13276.35,5.54,Chicago,Mandarin,954,17158,8,Outdoor Adventurers,2023-10-19
Alpha Innovations,Display,Men 25-34,45 days,0.07,7407.13,4.29,San Francisco,French,715,9585,8,Tech Enthusiasts,2023-10-04
Alpha Innovations,Social Media,Men 25-34,15 days,0.08,14086.08,4.93,San Francisco,Spanish,938,15729,3,Tech Enthusiasts,2023-10-14
TechCorp,Search,Men 25-34,30 days,0.13,10490.6,2.1,Chicago,Mandarin,1711,7763,4,Health & Wellness,2023-10-06
