Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
NexGen Systems,Search,Men 25-34,15 days,0.15,18927.18,4.36,Washington D.C.,German,1829,19008,5,Tech Enthusiasts,2024-01-25
Innovate Industries,Influencer,Men 18-24,60 days,0.04,5358.78,2.15,Las Vegas,Spanish,553,7383,4,Foodies,2024-01-16
Innovate Industries,Email,Men 25-34,45 days,0.03,7875.05,5.44,Miami,French,1542,11423,1,Health & Wellness,2024-01-13
Innovate Industries,Influencer,Women 25-34,30 days,0.14,17463.6,5.14,Chicago,Spanish,1744,15559,1,Foodies,2024-01-30
DataTech Solutions,Display,Men 25-34,45 days,0.05,19272.26,6.26,Seattle,English,967,15321,4,Outdoor Adventurers,2024-01-27
Alpha Innovations,Email,Men 25-34,30 days,0.04,12767.64,2.86,Las Vegas,Spanish,111,19398,5,Tech Enthusiasts,2024-01-05
Alpha Innovations,Social Media,Men 18-24,60 days,0.03,13607.23,5.2,Washington D.C.,Spanish,839,13708,10,Health & Wellness,2024-01-14
DataTech Solutions,Search,Women 35-44,45 days,0.09,8890.46,5.64,Nueva York,Spanish,1750,2918,2,Foodies,2024-01-10
NexGen Systems,Search,Men 25-34,60 days,0.13,16169.77,2.45,Washington D.C.,Mandarin,1099,18085,7,Fashionistas,2024-01-29
DataTech Solutions,Search,All Ages,30 days,0.04,18072.72,2.24,Chicago,English,1406,8205,9,Tech Enthusiasts,2024-01-09
Innovate Industries,Email,All Ages,45 days,0.05,6925.84,3.87,Boston,English,1867,9303,5,Fashionistas,2024-01-19
NexGen Systems,Display,Women 35-44,45 days,0.02,8639.42,3.55,Chicago,English,732,15079,5,Foodies,2024-01-11
DataTech Solutions,Email,Men 25-34,45 days,0.11,9463.42,6.2,Washington D.C.,French,552,13267,3,Outdoor Adventurers,2024-01-21
