Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
NexGen Systems,Influencer,Women 25-34,30 days,0.02,10642.47,3.16,Seattle,Spanish,951,11305,5,Foodies,2022-11-17
Innovate Industries,Social Media,All Ages,15 days,0.03,15771.22,4.95,Nueva York,German,462,6425,1,Foodies,2022-11-24
NexGen Systems,Search,Men 18-24,15 days,0.14,19996.26,4.7,Miami,Mandarin,174,19546,1,Outdoor Adventurers,2022-11-18
Alpha Innovations,Social Media,Men 18-24,30 days,0.05,12605.25,4.25,Las Vegas,German,1281,7928,3,Health & Wellness,2022-11-15
TechCorp,Display,All Ages,15 days,0.04,17960.78,3.13,Chicago,English,1050,19272,6,Fashionistas,2022-11-10
TechCorp,Social Media,Women 35-44,60 days,0.09,19192.31,7.28,Los Ángeles,German,326,5842,10,Outdoor Adventurers,2022-11-05
TechCorp,Influencer,Men 25-34,30 days,0.04,14247.76,5.02,Nueva York,Spanish,654,14805,7,Health & Wellness,2022-11-22
Innovate Industries,Search,Men 18-24,45 days,0.06,7419.98,4.63,Boston,English,622,18314,6,Foodies,2022-11-15
Innovate Industries,Display,Men 25-34,30 days,0.12,16330.83,4.32,Nueva York,French,1454,10461,5,Outdoor Adventurers,2022-11-14
Alpha Innovations,Influencer,Women 35-44,15 days,0.08,17805.31,5.6,Washington D.C.,English,289,8940,9,Foodies,2022-11-09
DataTech Solutions,Search,Men 25-34,15 days,0.09,7105.58,3.84,Seattle,Mandarin,881,14945,5,Tech Enthusiasts,2022-11-25
Alpha Innovations,Social Media,Men 18-24,45 days,0.13,17485.79,2.42,Chicago,German,1799,6427,6,Tech Enthusiasts,2022-11-02
TechCorp,Email,Men 18-24,15 days,0.05,14423.12,4.87,Boston,Spanish,149,18784,2,Fashionistas,2022-11-22
Alpha Innovations,Email,All Ages,15 days,0.05,16917.29,3.82,Los Ángeles,Spanish,1793,8871,3,Foodies,2022-11-16
Innovate Industries,Display,Men 25-34,15 days,0.14,18383.35,7.24,Washington D.C.,Spanish,577,12362,10,Foodies,2022-11-09
NexGen Systems,Search,Men 25-34,60 days,0.08,5521.19,7.88,Miami,English,1876,6282,7,Health & Wellness,2022-11-27
TechCorp,Display,Women 35-44,15 days,0.12,13763.75,4.74,Seattle,Spanish,1260,15332,8,Health & Wellness,2022-11-03
NexGen Systems,Email,Men 18-24,45 days,0.05,19275.59,3.16,Boston,French,1573,9735,2,Health & Wellness,2022-11-11
TechCorp,Display,Men 25-34,45 days,0.14,19983.79,6.97,San Francisco,Mandarin,909,10868,9,Health & Wellness,2022-11-26
Alpha Innovations,Search,All Ages,15 days,0.03,7642.51,7.51,Las Vegas,Spanish,1897,3911,10,Health & Wellness,2022-11-29
Alpha Innovations,Influencer,Women 25-34,15 days,0.12,13886.21,3.6,Nueva York,English,1118,5768,7,Foodies,2022-11-12
Alpha Innovations,Search,Men 25-34,15 days,0.04,15595.51,5.82,Washington D.C.,English,981,1818,7,Outdoor Adventurers,2022-11-08
NexGen Systems,Social Media,All Ages,30 days,0.12,15798.13,7.95,Chicago,English,442,4756,5,Health & Wellness,2022-11-05
Innovate Industries,Influencer,Women 35-44,60 days,0.11,17287.32,3.46,Nueva Orleans,Spanish,1590,5233,6,Foodies,2022-11-23
DataTech Solutions,Display,Women 25-34,30 days,0.11,5229.33,5.27,Chicago,Mandarin,1039,15382,2,Tech Enthusiasts,2022-11-23
TechCorp,Influencer,Women 25-34,15 days,0.1,15796.46,4.75,Nueva York,Spanish,1183,9421,6,Tech Enthusiasts,2022-11-16
TechCorp,Email,Men 18-24,45 days,0.03,12556.83,5.01,Seattle,Spanish,1527,19334,2,Foodies,2022-11-15
NexGen Systems,Display,Men 25-34,15 days,0.12,19970.33,3.53,Miami,Spanish,386,10718,5,Health & Wellness,2022-11-10
DataTech Solutions,Email,All Ages,15 days,0.07,8592.2,6.41,San Francisco,French,1314,9403,4,Fashionistas,2022-11-07
DataTech Solutions,Display,Men 25-34,15 days,0.1,11523.18,6.03,Chicago,English,1825,1355,10,Foodies,2022-11-06
DataTech Solutions,Social Media,Women 25-34,30 days,0.14,19822.28,2.77,Nueva Orleans,French,609,12020,4,Outdoor Adventurers,2022-11-15
Alpha Innovations,Social Media,Men 25-34,30 days,0.04,6203.3,7.13,Los Ángeles,German,1519,17197,6,Health & Wellness,2022-11-22
Alpha Innovations,Display,All Ages,60 days,0.02,19366.55,7.38,Boston,Spanish,522,4937,5,Health & Wellness,2022-11-01
Innovate Industries,Display,Men 25-34,60 days,0.11,13188.51,2.86,Miami,Mandarin,1897,19423,7,Tech Enthusiasts,2022-11-21
Alpha Innovations,Influencer,All Ages,30 days,0.06,11001.64,3.79,Washington D.C.,French,1350,8575,10,Fashionistas,2022-11-15
Innovate Industries,Search,Women 25-34,30 days,0.11,5138.58,7.49,Miami,French,662,1085,3,Outdoor Adventurers,2022-11-23
TechCorp,Email,Women 35-44,45 days,0.04,6025.25,6.76,Miami,English,365,7849,6,Tech Enthusiasts,2022-11-12
Alpha Innovations,Email,Women 35-44,30 days,0.02,17802.14,4.86,Boston,Spanish,1099,1425,7,Foodies,2022-11-13
DataTech Solutions,Display,Women 25-34,60 days,0.12,5743.88,7.74,Nueva Orleans,German,539,11412,9,Fashionistas,2022-11-16
DataTech Solutions,Email,All Ages,45 days,0.04,10887.66,7.72,Los Ángeles,French,1142,19529,2,Health & Wellness,2022-11-15
Alpha Innovations,Influencer,Women 35-44,60 days,0.13,8139.0,3.95,Nueva Orleans,Spanish,1695,18638,5,Tech Enthusiasts,2022-11-26
DataTech Solutions,Search,Women 35-44,60 days,0.01,6780.25,5.09,Nueva York,German,1203,4267,2,Health & Wellness,2022-11-21
NexGen Systems,Influencer,Men 18-24,60 days,0.1,9597.34,3.06,Boston,Spanish,1288,6756,9,Outdoor Adventurers,2022-11-05
NexGen Systems,Influencer,Women 25-34,45 days,0.02,5793.43,3.32,San Francisco,English,523,3420,5,Health & Wellness,2022-11-04
TechCorp,Search,Women 25-34,45 days,0.03,13080.09,7.08,Nueva York,German,1837,18515,7,Foodies,2022-11-29
Alpha Innovations,Email,All Ages,60 days,0.03,5301.57,6.19,San Francisco,German,673,7609,7,Fashionistas,2022-11-06
Innovate Industries,Social Media,Men 18-24,30 days,0.04,6463.07,5.83,Nueva Orleans,English,1876,8075,7,Tech Enthusiasts,2022-11-05
DataTech Solutions,Social Media,Men 18-24,60 days,0.12,11903.98,4.6,Las Vegas,Mandarin,1913,2520,3,Health & Wellness,2022-11-21
Innovate Industries,Social Media,Women 35-44,45 days,0.05,15906.18,4.6,Los Ángeles,English,969,15706,1,Health & Wellness,2022-11-22
Alpha Innovations,Search,Women 25-34,30 days,0.14,14313.71,2.77,Miami,German,834,6019,8,Health & Wellness,2022-11-27
DataTech Solutions,Email,Men 18-24,15 days,0.07,15374.33,2.33,Miami,French,1369,10189,7,Outdoor Adventurers,2022-11-09
Alpha Innovations,Search,All Ages,15 days,0.07,15605.17,4.43,Boston,French,1595,3533,4,Tech Enthusiasts,2022-11-20
DataTech Solutions,Influencer,Men 18-24,60 days,0.07,12183.39,7.58,Los Ángeles,Spanish,1941,11183,6,Fashionistas,2022-11-01
DataTech Solutions,Influencer,All Ages,15 days,0.14,14624.81,3.12,Seattle,Spanish,1961,10027,10,Foodies,2022-11-07
NexGen Systems,Social Media,Men 18-24,15 days,0.09,8615.13,4.15,San Francisco,English,425,4358,7,Foodies,2022-11-08
TechCorp,Display,All Ages,60 days,0.04,8414.42,7.0,Boston,German,589,15638,9,Tech Enthusiasts,2022-11-26
DataTech Solutions,Social Media,All Ages,30 days,0.08,15734.48,3.94,Las Vegas,French,436,10260,7,Fashionistas,2022-11-24
NexGen Systems,Influencer,Men 18-24,60 days,0.09,12161.56,6.47,Chicago,Spanish,1873,18986,8,Health & Wellness,2022-11-10
Alpha Innovations,Display,Men 25-34,30 days,0.05,9324.06,7.11,Las Vegas,English,1252,14961,7,Fashionistas,2022-11-23
Alpha Innovations,Search,Men 25-34,30 days,0.13,7452.56,2.31,Boston,English,781,19641,8,Outdoor Adventurers,2022-11-13
NexGen Systems,Social Media,All Ages,15 days,0.13,17975.3,7.86,Nueva York,Spanish,599,11897,4,Fashionistas,2022-11-27
Innovate Industries,Display,All Ages,45 days,0.08,14840.08,4.63,Los Ángeles,Spanish,768,10648,8,Health & Wellness,2022-11-17
Innovate Industries,Display,Men 25-34,30 days,0.13,9840.54,2.08,Miami,German,106,15877,4,Tech Enthusiasts,2022-11-25
DataTech Solutions,Social Media,All Ages,60 days,0.01,11898.48,2.23,Los Ángeles,English,174,5537,8,Tech Enthusiasts,2022-11-10
NexGen Systems,Email,Men 25-34,60 days,0.15,5358.03,7.15,Boston,French,574,18117,9,Foodies,2022-11-26
NexGen Systems,Social Media,Women 25-34,30 days,0.04,9586.99,2.83,Nueva Orleans,English,969,7692,2,Tech Enthusiasts,2022-11-17
Innovate Industries,Social Media,Women 35-44,15 days,0.11,8000.38,3.12,Nueva Orleans,Spanish,1267,3208,4,Tech Enthusiasts,2022-11-21
Innovate Industries,Email,Women 25-34,30 days,0.03,9109.05,6.71,Las Vegas,French,694,3659,6,Tech Enthusiasts,2022-11-04
Alpha Innovations,Social Media,Men 25-34,60 days,0.09,7620.44,5.58,Boston,French,1213,18257,5,Tech Enthusiasts,2022-11-27
TechCorp,Search,Men 25-34,30 days,0.13,6276.09,2.43,San Francisco,Spanish,353,15272,6,Tech Enthusiasts,2022-11-17
Alpha Innovations,Social Media,Women 35-44,15 days,0.02,12330.07,2.25,Los Ángeles,Spanish,671,18420,6,Outdoor Adventurers,2022-11-23
DataTech Solutions,Social Media,Women 25-34,15 days,0.05,6877.02,7.8,Washington D.C.,German,1330,6639,2,Fashionistas,2022-11-20
DataTech Solutions,Search,Women 35-44,45 days,0.12,18782.03,3.77,Boston,Mandarin,1253,4085,8,Foodies,2022-11-24
TechCorp,Display,Men 18-24,60 days,0.1,14764.0,5.76,Seattle,German,1099,7251,3,Tech Enthusiasts,2022-11-12
TechCorp,Display,Men 18-24,60 days,0.02,12048.76,2.74,Nueva York,English,1442,7736,7,Tech Enthusiasts,2022-11-04
DataTech Solutions,Display,Men 25-34,60 days,0.02,5613.42,7.77,Chicago,Mandarin,1506,12331,8,Fashionistas,2022-11-01
Alpha Innovations,Search,Women 25-34,45 days,0.13,6354.27,6.31,Chicago,English,1208,3964,1,Health & Wellness,2022-11-27
Alpha Innovations,Influencer,Women 25-34,15 days,0.06,17174.1,3.81,Nueva York,French,1707,8078,1,Foodies,2022-11-27
Innovate Industries,Display,Women 35-44,60 days,0.15,18175.83,5.62,Nueva Orleans,German,1271,13446,8,Health & Wellness,2022-11-12
DataTech Solutions,Email,Women 35-44,30 days,0.13,6264.0,3.02,Nueva York,French,1521,3484,5,Foodies,2022-11-20
Innovate Industries,Social Media,Men 18-24,15 days,0.03,5283.84,4.62,Washington D.C.,French,948,18032,1,Outdoor Adventurers,2022-11-22
Alpha Innovations,Display,All Ages,60 days,0.1,19347.82,5.57,Nueva Orleans,French,278,9106,3,Outdoor Adventurers,2022-11-20
NexGen Systems,Social Media,Men 25-34,15 days,0.06,11137.46,3.16,Seattle,English,509,15880,8,Outdoor Adventurers,2022-11-23
DataTech Solutions,Influencer,Women 25-34,30 days,0.08,9571.92,6.55,Nueva York,German,1633,19272,8,Health & Wellness,2022-11-29
Alpha Innovations,Social Media,Women 35-44,30 days,0.14,7999.7,4.52,San Francisco,Mandarin,155,13915,3,Outdoor Adventurers,2022-11-26
NexGen Systems,Display,Men 18-24,30 days,0.08,11863.36,4.42,Seattle,French,1901,4701,5,Tech Enthusiasts,2022-11-04
TechCorp,Search,Women 35-44,45 days,0.09,15008.94,3.8,Washington D.C.,Spanish,1054,17365,5,Fashionistas,2022-11-07
NexGen Systems,Social Media,All Ages,45 days,0.08,13464.18,6.28,Las Vegas,German,717,10565,5,Outdoor Adventurers,2022-11-15
TechCorp,Display,Men 25-34,30 days,0.09,12849.22,6.42,Nueva York,Spanish,881,16851,9,Fashionistas,2022-11-27
DataTech Solutions,Influencer,Men 18-24,30 days,0.14,17414.74,5.9,Los Ángeles,French,1513,4097,10,Health & Wellness,2022-11-10
NexGen Systems,Search,Men 25-34,45 days,0.14,9538.77,6.26,Nueva Orleans,German,879,9674,2,Tech Enthusiasts,2022-11-11
TechCorp,Search,All Ages,30 days,0.07,7846.95,5.62,Nueva Orleans,German,990,16747,3,Health & Wellness,2022-11-13
