Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
NexGen Systems,Search,Men 18-24,60 days,0.05,10583.98,5.37,Nueva York,Spanish,728,5388,9,Fashionistas,2023-12-26
TechCorp,Influencer,All Ages,30 days,0.12,15406.29,6.6,Miami,French,1472,15794,1,Fashionistas,2023-12-17
Alpha Innovations,Influencer,Men 18-24,45 days,0.09,8816.47,7.31,Las Vegas,French,967,2334,5,Foodies,2023-12-08
DataTech Solutions,Email,Men 25-34,15 days,0.05,5056.18,7.27,San Francisco,Spanish,1362,2044,2,Foodies,2023-12-09
Alpha Innovations,Display,Women 35-44,60 days,0.05,13912.28,3.27,San Francisco,English,150,10198,8,Tech Enthusiasts,2023-12-19
Innovate Industries,Email,Men 18-24,15 days,0.1,16222.37,5.0,Miami,Spanish,688,19212,2,Fashionistas,2023-12-03
TechCorp,Display,Men 18-24,45 days,0.01,14807.82,3.56,Nueva Orleans,German,966,4531,2,Fashionistas,2023-12-25
TechCorp,Search,Men 18-24,30 days,0.11,15117.78,6.72,San Francisco,Mandarin,1745,8168,7,Tech Enthusiasts,2023-12-13
NexGen Systems,Email,Men 18-24,45 days,0.09,9992.98,6.32,Nueva Orleans,French,147,3768,9,Foodies,2023-12-29
DataTech Solutions,Social Media,All Ages,15 days,0.1,17899.84,4.99,Seattle,Spanish,1720,11970,1,Health & Wellness,2023-12-27
TechCorp,Search,Men 25-34,30 days,0.03,15720.28,3.6,Miami,German,581,5850,4,Health & Wellness,2023-12-13
Alpha Innovations,Search,Women 25-34,60 days,0.12,14751.22,7.29,Miami,Spanish,1353,3880,5,Foodies,2023-12-27
DataTech Solutions,Influencer,Women 35-44,60 days,0.13,15930.22,6.45,Las Vegas,French,1414,6885,6,Foodies,2023-12-24
DataTech Solutions,Email,Men 25-34,45 days,0.07,14058.61,4.56,Los Ángeles,Spanish,1389,4124,4,Health & Wellness,2023-12-15
