Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Innovate Industries,Influencer,Men 18-24,45 days,0.13,15896.88,6.65,Boston,French,310,6998,10,Tech Enthusiasts,2022-02-01
Alpha Innovations,Display,Women 25-34,30 days,0.06,8441.62,6.8,Nueva York,English,163,6996,2,Health & Wellness,2022-02-04
TechCorp,Influencer,All Ages,15 days,0.06,6281.71,7.09,Miami,Spanish,732,17740,1,Tech Enthusiasts,2022-02-11
TechCorp,Social Media,Men 18-24,15 days,0.13,14530.6,3.28,Miami,Mandarin,1375,12311,10,Outdoor Adventurers,2022-02-16
DataTech Solutions,Social Media,Women 25-34,30 days,0.03,12061.76,2.06,Seattle,English,1746,15641,2,Health & Wellness,2022-02-02
NexGen Systems,Influencer,Men 25-34,60 days,0.01,18575.64,5.75,Seattle,English,595,7852,3,Outdoor Adventurers,2022-02-02
Alpha Innovations,Search,All Ages,30 days,0.03,8261.78,4.13,Miami,German,1710,4303,4,Foodies,2022-02-19
NexGen Systems,Display,Women 35-44,60 days,0.07,10170.17,7.47,Miami,German,896,3213,4,Outdoor Adventurers,2022-02-20
NexGen Systems,Display,Women 25-34,15 days,0.04,19548.3,7.27,Miami,English,124,18240,8,Fashionistas,2022-02-09
Innovate Industries,Display,Men 18-24,30 days,0.03,6238.62,3.35,San Francisco,Mandarin,688,18483,7,Foodies,2022-02-07
NexGen Systems,Display,Men 18-24,60 days,0.04,17284.79,5.55,Boston,German,276,10585,1,Foodies,2022-02-04
TechCorp,Display,Women 35-44,60 days,0.03,8411.37,5.5,Washington D.C.,Spanish,239,2294,7,Fashionistas,2022-02-05
NexGen Systems,Email,All Ages,15 days,0.03,9727.45,3.26,Nueva York,Spanish,354,19464,5,Foodies,2022-02-04
Innovate Industries,Social Media,Men 18-24,45 days,0.05,16306.04,6.3,San Francisco,Mandarin,802,17290,1,Health & Wellness,2022-02-04
TechCorp,Influencer,Men 25-34,15 days,0.07,17844.74,3.3,Nueva Orleans,French,1641,2942,2,Fashionistas,2022-02-14
TechCorp,Display,All Ages,60 days,0.11,5194.45,4.09,Washington D.C.,German,1647,8548,2,Health & Wellness,2022-02-22
TechCorp,Display,Men 25-34,45 days,0.08,16025.88,6.95,Los Ángeles,German,1925,18665,7,Tech Enthusiasts,2022-02-23
Alpha Innovations,Influencer,All Ages,30 days,0.12,16461.57,5.86,Washington D.C.,Spanish,1642,14787,1,Foodies,2022-02-15
DataTech Solutions,Social Media,All Ages,30 days,0.14,18324.92,2.3,Chicago,French,247,6330,7,Foodies,2022-02-14
TechCorp,Display,Men 25-34,60 days,0.15,19981.24,3.55,Seattle,Mandarin,1690,13384,1,Fashionistas,2022-02-18
TechCorp,Social Media,Men 25-34,45 days,0.02,13741.07,4.62,Miami,Mandarin,473,9469,7,Outdoor Adventurers,2022-02-15
Innovate Industries,Display,Women 25-34,15 days,0.14,19283.1,3.4,Las Vegas,Spanish,997,9698,5,Outdoor Adventurers,2022-02-17
Alpha Innovations,Search,Men 18-24,60 days,0.15,15669.61,2.95,Chicago,German,1186,13567,8,Tech Enthusiasts,2022-02-01
Alpha Innovations,Display,Women 25-34,30 days,0.08,9761.15,5.55,Nueva Orleans,English,1576,11195,3,Fashionistas,2022-02-07
DataTech Solutions,Search,Women 25-34,15 days,0.03,8282.64,3.29,Seattle,French,876,14485,8,Health & Wellness,2022-02-17
Alpha Innovations,Influencer,Women 25-34,60 days,0.1,6367.97,7.64,Los Ángeles,French,767,16286,10,Fashionistas,2022-02-27
Innovate Industries,Display,Women 25-34,45 days,0.07,11675.91,6.78,Miami,French,589,13826,9,Tech Enthusiasts,2022-02-01
Alpha Innovations,Influencer,All Ages,45 days,0.02,7894.44,3.35,Miami,German,895,17838,4,Tech Enthusiasts,2022-02-06
DataTech Solutions,Email,Men 18-24,15 days,0.12,12805.68,4.2,Boston,German,1208,18248,6,Tech Enthusiasts,2022-02-02
DataTech Solutions,Search,Women 25-34,30 days,0.04,18885.25,3.67,Las Vegas,Spanish,1291,18174,9,Foodies,2022-02-11
Alpha Innovations,Influencer,Women 35-44,15 days,0.1,16271.35,5.91,Nueva Orleans,English,742,15745,4,Fashionistas,2022-02-12
NexGen Systems,Social Media,Men 25-34,30 days,0.14,15755.84,4.07,Los Ángeles,English,890,18365,7,Health & Wellness,2022-02-11
Innovate Industries,Social Media,Men 18-24,60 days,0.05,9001.86,4.36,Nueva York,Spanish,1629,1272,6,Foodies,2022-02-08
Innovate Industries,Social Media,Women 25-34,30 days,0.12,5232.84,3.37,Las Vegas,German,1132,18551,8,Foodies,2022-02-04
TechCorp,Influencer,All Ages,30 days,0.04,17546.58,3.52,San Francisco,Mandarin,1472,18293,3,Foodies,2022-02-09
Innovate Industries,Influencer,Women 25-34,30 days,0.02,11173.68,5.1,Miami,Mandarin,256,13048,8,Foodies,2022-02-13
Innovate Industries,Email,Women 25-34,15 days,0.12,6616.87,5.56,Miami,Spanish,146,9190,4,Health & Wellness,2022-02-07
Innovate Industries,Social Media,Men 18-24,15 days,0.07,19487.22,6.55,Boston,French,253,3914,3,Health & Wellness,2022-02-21
Alpha Innovations,Display,Women 25-34,15 days,0.08,14380.66,7.44,San Francisco,Spanish,814,17669,7,Outdoor Adventurers,2022-02-13
NexGen Systems,Search,All Ages,45 days,0.02,7131.27,6.45,Boston,German,217,18523,9,Foodies,2022-02-05
Alpha Innovations,Social Media,Women 25-34,45 days,0.02,17543.56,3.48,Las Vegas,French,1721,19045,7,Health & Wellness,2022-02-19
DataTech Solutions,Display,Women 25-34,15 days,0.03,8518.73,3.03,Seattle,English,1912,15852,9,Tech Enthusiasts,2022-02-19
DataTech Solutions,Display,Men 25-34,60 days,0.15,12998.15,3.96,Washington D.C.,French,171,1264,7,Health & Wellness,2022-02-01
DataTech Solutions,Search,Men 25-34,30 days,0.01,19715.29,3.9,San Francisco,German,865,15288,2,Tech Enthusiasts,2022-02-23
DataTech Solutions,Influencer,Women 25-34,15 days,0.02,9060.7,3.55,Nueva York,Spanish,1508,16521,8,Foodies,2022-02-10
TechCorp,Search,Women 25-34,15 days,0.1,19482.01,7.84,Nueva York,German,630,12047,3,Fashionistas,2022-02-20
NexGen Systems,Influencer,Women 35-44,15 days,0.09,8763.42,4.6,Seattle,Spanish,726,12106,3,Fashionistas,2022-02-03
Innovate Industries,Influencer,Men 18-24,15 days,0.12,17143.69,3.88,Washington D.C.,French,900,17467,7,Outdoor Adventurers,2022-02-11
Alpha Innovations,Search,Women 25-34,45 days,0.13,8969.58,5.32,Los Ángeles,German,885,1143,7,Foodies,2022-02-13
DataTech Solutions,Display,All Ages,15 days,0.07,19399.45,5.0,Los Ángeles,French,1812,18200,9,Fashionistas,2022-02-24
NexGen Systems,Search,Women 35-44,60 days,0.12,11149.34,3.99,Los Ángeles,French,1746,19928,1,Health & Wellness,2022-02-18
Alpha Innovations,Influencer,All Ages,15 days,0.03,12559.3,7.65,Miami,English,572,9757,3,Outdoor Adventurers,2022-02-23
TechCorp,Display,Women 35-44,30 days,0.06,6872.64,3.99,Las Vegas,Mandarin,203,12163,7,Health & Wellness,2022-02-26
Alpha Innovations,Search,Women 35-44,60 days,0.09,8235.52,7.46,Seattle,Spanish,639,10764,5,Tech Enthusiasts,2022-02-05
Alpha Innovations,Social Media,Men 18-24,15 days,0.06,12915.47,2.55,San Francisco,English,1493,14862,10,Tech Enthusiasts,2022-02-01
TechCorp,Email,Women 35-44,30 days,0.13,6481.38,5.36,San Francisco,German,969,7713,2,Outdoor Adventurers,2022-02-01
