Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Innovate Industries,Display,Women 25-34,15 days,0.04,19929.49,3.51,San Francisco,Mandarin,1182,10360,10,Outdoor Adventurers,2023-09-27
NexGen Systems,Social Media,All Ages,45 days,0.04,16357.69,6.02,Nueva Orleans,French,945,7165,7,Foodies,2023-09-18
Alpha Innovations,Display,Men 18-24,45 days,0.1,15092.62,3.36,Boston,Mandarin,931,5657,9,Outdoor Adventurers,2023-09-17
Innovate Industries,Email,Men 18-24,60 days,0.04,15088.04,5.02,Miami,Spanish,633,15293,3,Outdoor Adventurers,2023-09-24
Innovate Industries,Influencer,Women 35-44,60 days,0.1,16284.28,7.24,Washington D.C.,Mandarin,1864,3866,7,Outdoor Adventurers,2023-09-14
NexGen Systems,Social Media,Women 35-44,60 days,0.14,14781.24,2.8,Nueva Orleans,Mandarin,1898,6776,9,Tech Enthusiasts,2023-09-01
Alpha Innovations,Influencer,All Ages,60 days,0.07,11303.66,3.23,Las Vegas,German,203,12279,4,Tech Enthusiasts,2023-09-26
Innovate Industries,Email,Women 35-44,15 days,0.06,18952.77,6.55,San Francisco,Mandarin,228,8042,6,Fashionistas,2023-09-04
Alpha Innovations,Social Media,Women 25-34,45 days,0.05,9931.66,2.09,Los Ángeles,English,338,9226,9,Health & Wellness,2023-09-19
Innovate Industries,Social Media,Women 25-34,45 days,0.12,6108.17,3.25,Boston,French,1823,7501,6,Health & Wellness,2023-09-05
Innovate Industries,Display,Men 18-24,45 days,0.12,15165.0,5.43,Chicago,German,321,8774,3,Fashionistas,2023-09-14
Innovate Industries,Email,Women 35-44,15 days,0.11,18418.02,2.55,Boston,Spanish,337,10333,9,Health & Wellness,2023-09-22
DataTech Solutions,Email,All Ages,15 days,0.06,7676.1,4.26,Washington D.C.,French,1153,7058,2,Fashionistas,2023-09-09
Alpha Innovations,Email,Men 18-24,30 days,0.05,13285.41,5.65,Chicago,English,147,4902,10,Outdoor Adventurers,2023-09-23
NexGen Systems,Search,Men 18-24,60 days,0.01,17871.61,3.67,San Francisco,Spanish,531,8269,4,Fashionistas,2023-09-21
DataTech Solutions,Display,Women 35-44,30 days,0.12,10116.77,3.81,Boston,French,1013,4616,7,Foodies,2023-09-27
TechCorp,Display,Men 18-24,45 days,0.03,9405.98,7.43,Seattle,German,1537,14953,3,Foodies,2023-09-06
NexGen Systems,Display,Women 35-44,60 days,0.09,9253.31,3.43,Chicago,Spanish,451,9366,8,Outdoor Adventurers,2023-09-26
Innovate Industries,Email,Men 25-34,30 days,0.03,5573.91,6.01,Miami,Spanish,760,3709,2,Outdoor Adventurers,2023-09-04
Alpha Innovations,Influencer,Men 18-24,60 days,0.01,7219.04,6.28,Las Vegas,French,173,1040,8,Health & Wellness,2023-09-20
Innovate Industries,Search,Men 25-34,60 days,0.07,18992.16,2.23,Nueva York,Spanish,1896,15164,9,Outdoor Adventurers,2023-09-26
TechCorp,Email,All Ages,15 days,0.12,10970.16,7.57,Seattle,Mandarin,174,2190,6,Foodies,2023-09-06
Innovate Industries,Search,All Ages,45 days,0.02,6836.74,5.81,Seattle,French,1201,19992,8,Tech Enthusiasts,2023-09-02
DataTech Solutions,Search,Men 18-24,45 days,0.06,5860.27,2.19,San Francisco,English,1547,14164,1,Health & Wellness,2023-09-04
NexGen Systems,Display,Women 25-34,30 days,0.11,9093.69,3.16,Las Vegas,English,808,8436,10,Outdoor Adventurers,2023-09-21
Innovate Industries,Social Media,Men 25-34,15 days,0.09,5721.56,5.7,Los Ángeles,French,763,11224,2,Foodies,2023-09-12
