Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Influencer,Women 25-34,15 days,0.01,17469.28,4.2,Washington D.C.,English,1686,6897,6,Tech Enthusiasts,2023-06-02
TechCorp,Influencer,All Ages,45 days,0.1,14528.23,5.99,Nueva Orleans,English,978,12810,8,Foodies,2023-06-03
DataTech Solutions,Social Media,Women 35-44,60 days,0.11,6097.91,6.96,Las Vegas,English,1636,7884,10,Outdoor Adventurers,2023-06-05
DataTech Solutions,Search,Women 25-34,15 days,0.12,8950.83,3.24,Nueva Orleans,Mandarin,918,7483,10,Outdoor Adventurers,2023-06-20
Alpha Innovations,Social Media,All Ages,30 days,0.03,12954.3,4.09,San Francisco,German,1616,9816,1,Health & Wellness,2023-06-05
DataTech Solutions,Social Media,All Ages,30 days,0.06,14506.35,4.7,Los Ángeles,Mandarin,1657,7887,4,Tech Enthusiasts,2023-06-15
Alpha Innovations,Display,Women 35-44,15 days,0.11,5326.07,5.39,Nueva York,English,1499,5215,7,Fashionistas,2023-06-04
NexGen Systems,Influencer,Women 25-34,30 days,0.02,7552.79,4.55,San Francisco,Mandarin,1408,18209,8,Health & Wellness,2023-06-10
Innovate Industries,Search,Men 18-24,60 days,0.05,9838.14,3.1,Nueva Orleans,French,1170,5520,8,Outdoor Adventurers,2023-06-13
NexGen Systems,Social Media,Women 25-34,45 days,0.11,17373.85,5.51,Nueva Orleans,French,103,14796,4,Foodies,2023-06-06
TechCorp,Email,All Ages,30 days,0.03,7160.71,5.42,Washington D.C.,French,331,3833,3,Health & Wellness,2023-06-09
TechCorp,Display,Men 25-34,60 days,0.12,8172.18,2.38,Chicago,English,1521,5152,1,Foodies,2023-06-25
TechCorp,Search,Women 35-44,30 days,0.12,13718.44,7.78,Las Vegas,English,1138,4460,6,Outdoor Adventurers,2023-06-05
Alpha Innovations,Search,Women 35-44,15 days,0.12,12303.71,6.72,Los Ángeles,English,1555,19119,9,Fashionistas,2023-06-12
NexGen Systems,Email,Women 25-34,45 days,0.06,12648.4,5.44,Boston,German,267,11681,1,Foodies,2023-06-22
DataTech Solutions,Influencer,All Ages,30 days,0.08,7335.49,4.11,San Francisco,Spanish,1761,7458,5,Outdoor Adventurers,2023-06-12
NexGen Systems,Social Media,Women 35-44,15 days,0.11,16623.42,4.54,Nueva Orleans,Mandarin,981,16474,6,Health & Wellness,2023-06-15
NexGen Systems,Display,Men 25-34,15 days,0.07,11607.27,5.44,Los Ángeles,German,1757,1403,9,Fashionistas,2023-06-27
Innovate Industries,Display,Women 25-34,15 days,0.09,14585.08,7.37,Miami,English,879,7705,4,Fashionistas,2023-06-29
NexGen Systems,Social Media,Men 25-34,30 days,0.1,11867.51,4.13,Las Vegas,English,264,2625,10,Health & Wellness,2023-06-23
NexGen Systems,Social Media,Men 25-34,45 days,0.06,13280.5,2.23,Chicago,Mandarin,750,14188,8,Foodies,2023-06-07
TechCorp,Display,Men 18-24,45 days,0.15,13138.75,7.39,Boston,German,498,15760,9,Health & Wellness,2023-06-11
TechCorp,Display,Women 35-44,30 days,0.02,19344.81,5.48,San Francisco,German,1573,15045,10,Health & Wellness,2023-06-11
NexGen Systems,Display,Men 18-24,30 days,0.08,5689.49,6.37,Nueva Orleans,Spanish,408,14057,9,Fashionistas,2023-06-11
TechCorp,Search,Women 25-34,15 days,0.12,19564.05,3.99,Miami,Spanish,1475,12572,10,Outdoor Adventurers,2023-06-19
DataTech Solutions,Display,Women 25-34,15 days,0.12,9713.78,6.87,Miami,French,1504,8680,7,Fashionistas,2023-06-22
Innovate Industries,Email,All Ages,45 days,0.03,9880.3,2.27,Los Ángeles,Mandarin,350,13508,7,Health & Wellness,2023-06-04
DataTech Solutions,Social Media,Men 18-24,30 days,0.02,16107.29,6.67,Chicago,French,1220,18991,2,Foodies,2023-06-15
NexGen Systems,Social Media,All Ages,45 days,0.13,13870.85,3.54,Seattle,Spanish,1797,16190,10,Outdoor Adventurers,2023-06-09
Innovate Industries,Social Media,Men 18-24,45 days,0.08,14503.07,4.49,Miami,Spanish,254,7937,8,Fashionistas,2023-06-14
Innovate Industries,Search,Women 25-34,45 days,0.11,15963.24,3.61,Boston,Mandarin,980,1171,1,Tech Enthusiasts,2023-06-13
Innovate Industries,Social Media,Women 25-34,45 days,0.13,18413.38,2.56,Seattle,German,634,19552,3,Health & Wellness,2023-06-14
DataTech Solutions,Email,Women 35-44,15 days,0.14,12634.21,7.03,Washington D.C.,Spanish,1538,19075,2,Fashionistas,2023-06-20
Innovate Industries,Influencer,Men 25-34,60 days,0.11,16307.92,5.57,San Francisco,Spanish,1824,8638,10,Foodies,2023-06-19
Innovate Industries,Display,Women 25-34,45 days,0.07,15871.17,3.31,Boston,English,1177,3753,2,Foodies,2023-06-25
Alpha Innovations,Search,Men 25-34,30 days,0.05,12971.59,7.04,Nueva Orleans,French,856,16910,8,Fashionistas,2023-06-12
Innovate Industries,Display,Men 25-34,60 days,0.06,18920.95,5.1,Chicago,French,1817,13084,9,Foodies,2023-06-26
