Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Innovate Industries,Email,All Ages,30 days,0.04,8823.57,4.16,Las Vegas,Spanish,1405,15036,4,Fashionistas,2022-03-19
NexGen Systems,Influencer,All Ages,15 days,0.11,17581.43,5.82,Nueva Orleans,Mandarin,1639,13475,4,Foodies,2022-03-03
Innovate Industries,Search,All Ages,45 days,0.09,11416.33,3.11,Nueva York,English,312,4877,5,Tech Enthusiasts,2022-03-04
Innovate Industries,Influencer,Women 25-34,60 days,0.04,10049.27,5.9,San Francisco,French,1127,13037,1,Foodies,2022-03-22
Innovate Industries,Social Media,Women 25-34,60 days,0.14,18555.98,5.29,Miami,Mandarin,556,14887,9,Tech Enthusiasts,2022-03-20
DataTech Solutions,Influencer,Men 25-34,60 days,0.14,10173.0,3.56,Miami,French,388,8612,3,Health & Wellness,2022-03-17
NexGen Systems,Email,Men 25-34,60 days,0.03,14125.96,3.77,Nueva Orleans,English,911,1646,8,Tech Enthusiasts,2022-03-15
DataTech Solutions,Influencer,Men 18-24,60 days,0.02,14007.18,2.49,Seattle,French,1086,7955,4,Fashionistas,2022-03-04
NexGen Systems,Email,Men 18-24,60 days,0.04,16948.06,7.94,Seattle,German,1278,4711,5,Foodies,2022-03-05
Innovate Industries,Social Media,All Ages,15 days,0.07,11471.01,6.21,Los Ángeles,Spanish,1622,5058,2,Tech Enthusiasts,2022-03-01
NexGen Systems,Search,Men 18-24,45 days,0.06,8721.18,4.28,Nueva York,German,958,15635,10,Fashionistas,2022-03-20
Alpha Innovations,Display,Women 35-44,30 days,0.04,19432.86,4.3,Boston,Spanish,1380,19672,8,Health & Wellness,2022-03-01
NexGen Systems,Influencer,Men 25-34,60 days,0.01,19058.88,2.69,Los Ángeles,English,154,11365,1,Health & Wellness,2022-03-09
DataTech Solutions,Display,Women 35-44,30 days,0.04,9449.72,4.77,Chicago,German,1234,14128,7,Fashionistas,2022-03-04
Alpha Innovations,Search,All Ages,30 days,0.12,13448.72,7.71,Nueva York,Spanish,1193,4041,7,Outdoor Adventurers,2022-03-17
Alpha Innovations,Email,Men 18-24,15 days,0.08,10231.91,5.22,Los Ángeles,Spanish,798,11831,8,Health & Wellness,2022-03-23
TechCorp,Email,Men 18-24,15 days,0.01,7922.69,5.48,Chicago,German,522,15062,7,Fashionistas,2022-03-17
NexGen Systems,Display,Women 35-44,60 days,0.08,19125.8,7.85,San Francisco,French,885,5490,8,Health & Wellness,2022-03-29
Alpha Innovations,Display,Women 35-44,60 days,0.14,8353.17,4.74,Las Vegas,Spanish,732,2997,2,Health & Wellness,2022-03-17
Innovate Industries,Email,Women 35-44,30 days,0.04,15028.97,6.43,Las Vegas,Mandarin,854,5486,10,Foodies,2022-03-14
TechCorp,Influencer,All Ages,30 days,0.15,19356.4,5.2,Los Ángeles,German,1585,5667,6,Foodies,2022-03-27
Innovate Industries,Influencer,Women 35-44,30 days,0.07,5118.27,7.23,Nueva York,German,1335,11585,9,Foodies,2022-03-14
Alpha Innovations,Display,All Ages,15 days,0.11,7367.3,5.65,Washington D.C.,Spanish,1852,12974,1,Health & Wellness,2022-03-28
TechCorp,Email,Men 25-34,45 days,0.03,18349.89,2.4,Nueva Orleans,English,887,11883,2,Foodies,2022-03-29
DataTech Solutions,Influencer,Women 35-44,30 days,0.03,16823.84,4.58,Washington D.C.,German,1664,16390,4,Health & Wellness,2022-03-01
DataTech Solutions,Social Media,Men 25-34,45 days,0.08,19992.11,2.6,Miami,Mandarin,813,8790,3,Tech Enthusiasts,2022-03-06
NexGen Systems,Search,All Ages,15 days,0.04,17903.35,5.88,Boston,Mandarin,765,8907,6,Fashionistas,2022-03-22
DataTech Solutions,Search,All Ages,45 days,0.04,17541.14,7.98,Chicago,German,1257,6218,1,Fashionistas,2022-03-30
DataTech Solutions,Email,Women 35-44,30 days,0.1,15586.93,7.2,Washington D.C.,German,499,6538,6,Outdoor Adventurers,2022-03-08
DataTech Solutions,Social Media,Women 25-34,45 days,0.1,11961.6,6.44,Washington D.C.,Mandarin,2000,15884,1,Tech Enthusiasts,2022-03-18
Alpha Innovations,Influencer,Women 35-44,60 days,0.15,13350.59,6.21,Los Ángeles,Mandarin,1904,7553,1,Foodies,2022-03-27
Alpha Innovations,Influencer,Women 25-34,45 days,0.15,10571.91,2.31,Chicago,German,501,8458,3,Foodies,2022-03-08
Alpha Innovations,Email,Men 18-24,60 days,0.13,11405.51,4.87,Washington D.C.,Spanish,511,7048,2,Tech Enthusiasts,2022-03-18
Innovate Industries,Influencer,Women 25-34,30 days,0.03,10654.32,6.47,Nueva Orleans,German,1099,16078,7,Tech Enthusiasts,2022-03-29
TechCorp,Email,Women 35-44,45 days,0.02,7131.21,5.08,San Francisco,French,652,8439,2,Foodies,2022-03-11
NexGen Systems,Display,Women 25-34,30 days,0.12,11930.28,5.33,Nueva York,German,123,5068,3,Fashionistas,2022-03-24
Alpha Innovations,Search,Men 18-24,45 days,0.14,8977.28,3.7,Nueva York,German,469,12573,8,Outdoor Adventurers,2022-03-12
Alpha Innovations,Email,All Ages,15 days,0.09,13528.55,7.7,Nueva York,Spanish,1075,13068,5,Outdoor Adventurers,2022-03-30
NexGen Systems,Social Media,Men 18-24,30 days,0.05,6640.53,7.63,Seattle,Spanish,1471,10789,6,Health & Wellness,2022-03-05
NexGen Systems,Influencer,All Ages,30 days,0.07,12412.79,6.07,Washington D.C.,German,137,12181,1,Outdoor Adventurers,2022-03-15
TechCorp,Search,All Ages,30 days,0.04,5495.44,5.08,Nueva York,German,1157,12418,7,Fashionistas,2022-03-24
Alpha Innovations,Display,Women 25-34,30 days,0.11,12118.05,2.38,Chicago,English,556,3639,1,Health & Wellness,2022-03-07
Alpha Innovations,Display,Men 18-24,60 days,0.12,16571.89,4.12,Seattle,Mandarin,992,1841,4,Foodies,2022-03-12
