Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Alpha Innovations,Influencer,All Ages,15 days,0.02,6296.24,2.88,San Francisco,Spanish,179,10953,1,Foodies,2023-04-15
DataTech Solutions,Social Media,Men 18-24,15 days,0.09,17463.43,6.83,Washington D.C.,French,1640,14119,10,Health & Wellness,2023-04-15
Innovate Industries,Search,Men 18-24,60 days,0.13,19969.38,6.36,Washington D.C.,French,906,15216,3,Health & Wellness,2023-04-25
DataTech Solutions,Influencer,Men 25-34,15 days,0.09,9001.54,6.92,Nueva Orleans,Spanish,757,9210,3,Health & Wellness,2023-04-24
DataTech Solutions,Social Media,Men 25-34,60 days,0.07,14238.37,5.85,Washington D.C.,Spanish,497,14294,9,Fashionistas,2023-04-12
Alpha Innovations,Social Media,Women 25-34,30 days,0.1,17859.62,7.61,Los Ángeles,Spanish,120,9222,10,Foodies,2023-04-09
TechCorp,Email,All Ages,30 days,0.01,13895.75,5.61,Nueva Orleans,English,1623,16879,3,Outdoor Adventurers,2023-04-11
TechCorp,Influencer,Men 18-24,30 days,0.09,13684.84,2.74,Las Vegas,French,1877,15221,5,Tech Enthusiasts,2023-04-02
DataTech Solutions,Email,Women 25-34,15 days,0.03,18165.13,2.94,San Francisco,French,547,19198,9,Tech Enthusiasts,2023-04-25
NexGen Systems,Search,Women 35-44,45 days,0.12,16580.43,4.45,Miami,Mandarin,1586,2639,5,Fashionistas,2023-04-27
Innovate Industries,Influencer,All Ages,60 days,0.08,5790.01,5.23,Chicago,English,321,2415,1,Health & Wellness,2023-04-05
NexGen Systems,Email,Men 25-34,30 days,0.06,16503.94,6.04,Nueva Orleans,Spanish,1797,7031,3,Outdoor Adventurers,2023-04-27
NexGen Systems,Display,All Ages,45 days,0.02,6274.75,7.33,Miami,Spanish,1457,11627,6,Health & Wellness,2023-04-11
Innovate Industries,Social Media,All Ages,15 days,0.13,7675.05,3.44,Miami,Spanish,1322,15291,5,Foodies,2023-04-07
Innovate Industries,Display,Women 35-44,45 days,0.09,10419.1,6.08,Nueva Orleans,German,371,14830,7,Tech Enthusiasts,2023-04-03
TechCorp,Display,Women 25-34,30 days,0.01,14911.83,5.51,Nueva Orleans,French,1555,14889,10,Foodies,2023-04-07
Alpha Innovations,Email,All Ages,60 days,0.05,9305.94,5.86,Las Vegas,French,1478,7988,7,Tech Enthusiasts,2023-04-03
Innovate Industries,Social Media,Women 25-34,15 days,0.12,5006.51,4.41,Seattle,French,194,5406,8,Tech Enthusiasts,2023-04-03
NexGen Systems,Influencer,Men 25-34,15 days,0.06,14035.82,6.38,Nueva York,English,256,19080,4,Health & Wellness,2023-04-13
Innovate Industries,Search,Men 25-34,15 days,0.05,18580.99,7.54,Washington D.C.,English,759,3434,1,Fashionistas,2023-04-24
Alpha Innovations,Social Media,Men 25-34,60 days,0.07,17522.79,5.2,San Francisco,English,773,3949,6,Foodies,2023-04-21
DataTech Solutions,Search,Men 25-34,15 days,0.1,12008.45,4.34,San Francisco,Spanish,486,17146,9,Tech Enthusiasts,2023-04-18
TechCorp,Search,Men 25-34,60 days,0.09,10452.59,3.16,Miami,German,1891,10913,4,Health & Wellness,2023-04-11
Innovate Industries,Influencer,All Ages,15 days,0.15,16128.91,2.54,Los Ángeles,French,1902,16011,2,Health & Wellness,2023-04-07
TechCorp,Search,Women 35-44,60 days,0.12,12149.28,4.56,San Francisco,English,782,12602,3,Tech Enthusiasts,2023-04-02
DataTech Solutions,Display,Women 25-34,30 days,0.1,19399.68,4.17,Nueva Orleans,Spanish,822,15220,1,Fashionistas,2023-04-01
TechCorp,Social Media,Men 25-34,15 days,0.11,17403.0,5.59,Nueva York,Spanish,536,16984,10,Foodies,2023-04-09
Innovate Industries,Display,All Ages,45 days,0.09,18131.91,3.59,Nueva Orleans,English,1894,19766,2,Fashionistas,2023-04-17
Innovate Industries,Email,Women 25-34,60 days,0.09,15913.92,4.62,Miami,Spanish,384,12850,8,Outdoor Adventurers,2023-04-14
NexGen Systems,Influencer,All Ages,45 days,0.03,17357.48,7.55,Nueva Orleans,English,941,5287,10,Tech Enthusiasts,2023-04-13
TechCorp,Search,All Ages,30 days,0.15,9973.15,6.34,Seattle,Spanish,1330,18340,9,Outdoor Adventurers,2023-04-15
Innovate Industries,Social Media,Men 18-24,60 days,0.06,8573.27,6.03,Nueva York,French,1455,5475,4,Foodies,2023-04-28
Alpha Innovations,Social Media,Men 18-24,60 days,0.03,7409.05,4.91,Miami,English,1680,4483,5,Fashionistas,2023-04-04
Alpha Innovations,Social Media,All Ages,30 days,0.04,10598.69,2.82,Los Ángeles,Mandarin,202,7401,4,Outdoor Adventurers,2023-04-28
TechCorp,Email,Women 35-44,60 days,0.05,12330.93,6.55,Los Ángeles,English,1620,18916,2,Fashionistas,2023-04-22
Innovate Industries,Email,All Ages,45 days,0.04,6930.97,4.97,Miami,French,1614,10785,7,Health & Wellness,2023-04-18
Innovate Industries,Social Media,Men 25-34,60 days,0.08,9216.87,7.68,Boston,German,1632,4504,3,Foodies,2023-04-29
Alpha Innovations,Social Media,Men 25-34,60 days,0.09,11732.57,4.58,San Francisco,German,1293,9721,3,Foodies,2023-04-18
NexGen Systems,Social Media,Women 25-34,30 days,0.06,17889.4,2.63,Boston,German,1783,9601,8,Fashionistas,2023-04-22
Alpha Innovations,Display,All Ages,15 days,0.1,6470.63,7.91,Nueva Orleans,German,717,18056,9,Outdoor Adventurers,2023-04-14
Innovate Industries,Search,Women 35-44,30 days,0.11,7759.37,6.14,Los Ángeles,German,1525,4168,8,Outdoor Adventurers,2023-04-18
Innovate Industries,Social Media,Women 25-34,30 days,0.06,12286.36,6.12,Chicago,German,1838,9955,6,Foodies,2023-04-12
DataTech Solutions,Search,Women 25-34,60 days,0.06,15456.56,4.25,Las Vegas,Mandarin,1880,12662,3,Tech Enthusiasts,2023-04-15
TechCorp,Influencer,Men 25-34,60 days,0.08,12232.76,3.82,Washington D.C.,French,1867,13097,1,Health & Wellness,2023-04-05
Innovate Industries,Social Media,Women 35-44,45 days,0.07,5360.69,4.84,Nueva York,Spanish,639,7029,5,Foodies,2023-04-29
Innovate Industries,Email,Women 35-44,30 days,0.09,15710.41,4.27,San Francisco,French,867,3221,1,Health & Wellness,2023-04-06
NexGen Systems,Social Media,Women 35-44,45 days,0.09,9708.91,7.64,Los Ángeles,Spanish,340,11920,9,Fashionistas,2023-04-15
Alpha Innovations,Email,Men 18-24,30 days,0.06,10894.36,6.0,Seattle,Mandarin,126,4564,9,Health & Wellness,2023-04-21
TechCorp,Display,All Ages,60 days,0.07,15951.98,5.78,Nueva Orleans,English,921,11282,3,Fashionistas,2023-04-05
Innovate Industries,Display,Women 25-34,30 days,0.11,19618.63,5.16,Seattle,German,778,19615,2,Foodies,2023-04-21
Innovate Industries,Email,Men 25-34,30 days,0.09,19082.27,2.64,Los Ángeles,English,1074,14570,6,Health & Wellness,2023-04-29
Innovate Industries,Email,Women 25-34,60 days,0.13,10798.96,4.83,Seattle,German,890,17557,4,Foodies,2023-04-20
Alpha Innovations,Social Media,Women 35-44,60 days,0.08,5702.24,2.81,Miami,German,822,16262,7,Fashionistas,2023-04-03
