Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Alpha Innovations,Influencer,Women 25-34,45 days,0.06,6314.79,5.99,Los Ángeles,English,1121,11025,7,Tech Enthusiasts,2023-10-11
NexGen Systems,Search,All Ages,60 days,0.11,7595.04,5.8,Chicago,Mandarin,1658,4957,9,Outdoor Adventurers,2023-10-07
TechCorp,Display,All Ages,30 days,0.02,8669.49,7.38,Boston,Spanish,111,7760,7,Foodies,2023-10-01
Alpha Innovations,Social Media,All Ages,15 days,0.05,11235.65,4.49,Los Ángeles,German,476,15910,8,Fashionistas,2023-10-23
TechCorp,Email,Women 35-44,30 days,0.02,7266.83,6.69,Las Vegas,Mandarin,1670,9187,8,Foodies,2023-10-28
DataTech Solutions,Email,All Ages,60 days,0.08,17167.17,5.18,Chicago,Spanish,1375,15671,1,Fashionistas,2023-10-16
Alpha Innovations,Social Media,Women 35-44,15 days,0.14,11917.1,7.97,Chicago,German,631,2648,10,Health & Wellness,2023-10-29
DataTech Solutions,Influencer,Men 25-34,60 days,0.08,14248.06,3.07,Las Vegas,French,1659,1615,4,Tech Enthusiasts,2023-10-19
DataTech Solutions,Search,Men 25-34,30 days,0.15,13826.16,5.06,Los Ángeles,German,418,12801,7,Outdoor Adventurers,2023-10-04
DataTech Solutions,Influencer,Women 25-34,30 days,0.01,16196.7,3.26,Chicago,German,846,10054,2,Outdoor Adventurers,2023-10-03
Alpha Innovations,Search,Women 25-34,15 days,0.14,10649.45,7.02,Las Vegas,English,1821,2564,3,Fashionistas,2023-10-04
TechCorp,Social Media,Women 25-34,60 days,0.11,14997.55,7.62,Nueva Orleans,French,1178,2414,7,Tech Enthusiasts,2023-10-06
Innovate Industries,Influencer,Women 25-34,30 days,0.04,18888.77,6.76,Seattle,English,389,18800,10,Health & Wellness,2023-10-20
Alpha Innovations,Search,Men 25-34,60 days,0.03,11880.17,7.14,Boston,Mandarin,952,2321,4,Outdoor Adventurers,2023-10-09
NexGen Systems,Display,Men 25-34,30 days,0.03,5840.02,4.23,Nueva Orleans,English,283,11185,5,Outdoor Adventurers,2023-10-18
NexGen Systems,Search,Men 25-34,15 days,0.08,8663.01,6.68,Las Vegas,Spanish,1819,2527,9,Fashionistas,2023-10-12
DataTech Solutions,Search,Women 25-34,60 days,0.08,16834.81,6.96,Chicago,French,1648,19049,2,Fashionistas,2023-10-19
NexGen Systems,Email,All Ages,60 days,0.08,8710.19,5.31,Los Ángeles,German,163,12929,4,Health & Wellness,2023-10-10
TechCorp,Email,Women 25-34,60 days,0.05,16959.08,5.89,Nueva Orleans,German,1626,16253,10,Outdoor Adventurers,2023-10-24
Innovate Industries,Influencer,All Ages,60 days,0.11,11537.06,6.25,Seattle,Mandarin,311,19797,2,Tech Enthusiasts,2023-10-16
TechCorp,Search,Women 35-44,30 days,0.13,8852.2,3.19,San Francisco,Spanish,1021,18105,9,Health & Wellness,2023-10-26
Innovate Industries,Email,Men 18-24,30 days,0.02,12458.47,5.39,Las Vegas,English,661,5230,7,Foodies,2023-10-16
TechCorp,Social Media,Men 25-34,45 days,0.04,11270.84,2.24,Seattle,German,1245,16848,2,Health & Wellness,2023-10-01
Innovate Industries,Social Media,Men 25-34,30 days,0.15,18369.89,7.4,Washington D.C.,German,992,3579,9,Fashionistas,2023-10-16
NexGen Systems,Display,Men 25-34,45 days,0.14,19763.07,6.17,San Francisco,English,1854,12534,5,Health & Wellness,2023-10-20
DataTech Solutions,Search,Women 25-34,60 days,0.08,17258.99,2.18,Boston,English,1780,19270,4,Fashionistas,2023-10-29
NexGen Systems,Email,Men 18-24,30 days,0.13,16477.79,2.77,Chicago,French,499,18996,2,Health & Wellness,2023-10-26
TechCorp,Display,Women 35-44,15 days,0.14,19575.3,7.68,Washington D.C.,French,897,15408,7,Outdoor Adventurers,2023-10-03
Alpha Innovations,Display,Men 18-24,15 days,0.11,12659.94,4.88,Chicago,English,731,14773,7,Tech Enthusiasts,2023-10-18
Alpha Innovations,Search,Men 18-24,15 days,0.1,13991.45,7.02,Chicago,Mandarin,1445,5461,1,Tech Enthusiasts,2023-10-27
DataTech Solutions,Influencer,All Ages,30 days,0.06,9359.07,6.93,Boston,Mandarin,130,10743,2,Outdoor Adventurers,2023-10-10
DataTech Solutions,Search,Women 35-44,30 days,0.14,9985.49,3.17,San Francisco,English,687,12044,6,Fashionistas,2023-10-07
TechCorp,Influencer,Women 25-34,15 days,0.14,8876.85,5.34,Boston,German,857,15287,4,Fashionistas,2023-10-24
NexGen Systems,Social Media,Men 25-34,45 days,0.01,16460.38,6.88,Los Ángeles,French,1764,1415,8,Health & Wellness,2023-10-22
DataTech Solutions,Display,Women 25-34,60 days,0.06,5533.91,7.54,Las Vegas,Mandarin,824,13936,1,Tech Enthusiasts,2023-10-19
DataTech Solutions,Email,All Ages,30 days,0.06,15850.12,6.9,Los Ángeles,French,1287,17877,7,Foodies,2023-10-23
Alpha Innovations,Influencer,Women 35-44,45 days,0.05,11476.73,6.86,Chicago,Mandarin,903,6147,1,Foodies,2023-10-14
