Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Display,All Ages,60 days,0.11,9813.89,7.74,Chicago,German,198,5583,4,Tech Enthusiasts,2023-07-19
DataTech Solutions,Email,All Ages,60 days,0.11,14944.61,5.51,Las Vegas,English,1645,13897,7,Health & Wellness,2023-07-01
DataTech Solutions,Search,Women 25-34,15 days,0.05,6814.98,3.16,San Francisco,Mandarin,1401,7056,9,Fashionistas,2023-07-29
Alpha Innovations,Influencer,Men 25-34,30 days,0.04,8517.69,4.06,Washington D.C.,English,1659,16674,1,Outdoor Adventurers,2023-07-12
Alpha Innovations,Social Media,Women 35-44,60 days,0.11,10814.53,5.25,Los Ángeles,German,1014,12847,2,Foodies,2023-07-29
Innovate Industries,Influencer,Men 18-24,45 days,0.05,14632.93,5.33,Washington D.C.,German,627,12345,3,Outdoor Adventurers,2023-07-19
TechCorp,Display,Men 25-34,45 days,0.13,18750.58,7.6,Nueva Orleans,Mandarin,1500,13293,8,Foodies,2023-07-01
Innovate Industries,Search,Women 25-34,45 days,0.01,5150.31,5.29,Boston,French,1503,3472,1,Fashionistas,2023-07-11
NexGen Systems,Influencer,All Ages,45 days,0.06,14591.56,7.46,Chicago,English,1038,13785,4,Fashionistas,2023-07-08
DataTech Solutions,Social Media,Men 25-34,30 days,0.06,5880.06,4.8,Nueva York,French,1682,14039,7,Health & Wellness,2023-07-30
Alpha Innovations,Influencer,Women 35-44,15 days,0.13,17584.76,4.87,Boston,French,401,16999,5,Health & Wellness,2023-07-01
Innovate Industries,Influencer,Men 18-24,30 days,0.08,16155.91,4.88,Las Vegas,Spanish,953,16076,8,Health & Wellness,2023-07-16
Innovate Industries,Display,Women 25-34,15 days,0.12,14943.82,3.6,Los Ángeles,German,1857,3282,3,Foodies,2023-07-02
Alpha Innovations,Social Media,All Ages,30 days,0.09,13766.0,3.99,Boston,Spanish,1178,6478,6,Tech Enthusiasts,2023-07-03
TechCorp,Influencer,Women 35-44,15 days,0.14,14205.41,4.68,Washington D.C.,English,1763,14048,4,Tech Enthusiasts,2023-07-09
Innovate Industries,Social Media,Men 18-24,60 days,0.09,10819.76,2.72,Nueva York,Spanish,168,6825,3,Health & Wellness,2023-07-19
Innovate Industries,Social Media,Men 25-34,30 days,0.06,13421.16,5.77,Boston,French,1337,13976,7,Tech Enthusiasts,2023-07-13
DataTech Solutions,Search,All Ages,30 days,0.05,18104.24,6.82,Las Vegas,French,1139,17923,7,Outdoor Adventurers,2023-07-06
DataTech Solutions,Display,All Ages,15 days,0.13,10059.48,7.67,Los Ángeles,English,1519,12860,10,Foodies,2023-07-04
DataTech Solutions,Search,Women 25-34,30 days,0.02,19505.22,5.05,Los Ángeles,English,1981,12935,1,Health & Wellness,2023-07-25
Alpha Innovations,Display,Women 35-44,15 days,0.14,16687.71,2.22,Los Ángeles,Spanish,1587,3341,2,Foodies,2023-07-24
Innovate Industries,Search,All Ages,30 days,0.11,18001.98,7.59,Los Ángeles,Spanish,1512,4092,9,Outdoor Adventurers,2023-07-26
Alpha Innovations,Influencer,Women 25-34,60 days,0.13,9233.93,7.75,Los Ángeles,French,854,11072,9,Foodies,2023-07-01
Innovate Industries,Influencer,Men 18-24,60 days,0.13,10805.85,7.93,Miami,English,978,5027,7,Tech Enthusiasts,2023-07-09
TechCorp,Email,Women 25-34,30 days,0.02,15133.75,4.98,Chicago,Mandarin,280,15372,9,Health & Wellness,2023-07-13
Alpha Innovations,Influencer,Men 18-24,15 days,0.12,10249.01,7.03,Washington D.C.,Spanish,113,3027,2,Health & Wellness,2023-07-11
Innovate Industries,Display,Women 35-44,45 days,0.1,8884.45,3.96,Chicago,German,1734,4423,6,Health & Wellness,2023-07-16
Alpha Innovations,Email,All Ages,15 days,0.09,13442.57,4.98,Boston,German,1364,2527,8,Outdoor Adventurers,2023-07-22
DataTech Solutions,Search,Men 18-24,15 days,0.04,15908.15,6.22,Washington D.C.,Spanish,316,16608,3,Fashionistas,2023-07-12
