Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Influencer,Women 25-34,45 days,0.09,7044.01,4.85,Los Ángeles,English,505,9450,5,Fashionistas,2023-04-25
NexGen Systems,Influencer,Women 35-44,15 days,0.05,12454.24,7.12,Miami,Spanish,1831,15337,3,Foodies,2023-04-10
Alpha Innovations,Influencer,Women 35-44,30 days,0.12,10640.4,3.06,Las Vegas,French,1256,15418,2,Fashionistas,2023-04-24
DataTech Solutions,Social Media,Women 35-44,45 days,0.07,19200.96,6.07,Nueva Orleans,Mandarin,827,7222,8,Foodies,2023-04-29
Alpha Innovations,Email,Men 18-24,60 days,0.04,8177.89,7.31,Las Vegas,German,223,12554,10,Foodies,2023-04-03
DataTech Solutions,Display,Women 25-34,60 days,0.12,16218.94,4.85,Seattle,English,1915,11067,7,Foodies,2023-04-22
DataTech Solutions,Email,Men 25-34,15 days,0.05,15137.03,2.35,Miami,German,1370,6435,2,Fashionistas,2023-04-02
Innovate Industries,Influencer,Men 18-24,15 days,0.06,7662.08,6.61,San Francisco,Mandarin,1034,15971,5,Foodies,2023-04-29
Innovate Industries,Influencer,All Ages,60 days,0.04,13197.02,6.21,Nueva York,German,1547,4209,2,Foodies,2023-04-18
DataTech Solutions,Social Media,Men 18-24,30 days,0.07,5753.44,6.51,Chicago,German,213,3581,3,Outdoor Adventurers,2023-04-08
Alpha Innovations,Display,Men 25-34,60 days,0.12,16859.87,2.85,Nueva York,Spanish,1834,13765,6,Foodies,2023-04-07
TechCorp,Email,Women 35-44,60 days,0.04,11863.68,3.64,Seattle,Spanish,1729,17644,5,Foodies,2023-04-15
Innovate Industries,Display,Men 25-34,30 days,0.04,12646.82,5.23,Nueva York,English,1021,14332,8,Fashionistas,2023-04-05
DataTech Solutions,Influencer,Men 18-24,15 days,0.14,16884.76,5.06,Los Ángeles,Spanish,1390,15257,1,Health & Wellness,2023-04-28
Alpha Innovations,Influencer,All Ages,15 days,0.13,19960.67,4.93,Nueva Orleans,French,1880,5517,5,Fashionistas,2023-04-27
TechCorp,Influencer,Women 35-44,15 days,0.07,6502.23,7.98,Nueva York,German,132,15742,1,Tech Enthusiasts,2023-04-11
Innovate Industries,Search,Women 35-44,60 days,0.03,19167.83,7.17,Washington D.C.,French,1447,2853,3,Tech Enthusiasts,2023-04-23
NexGen Systems,Search,Women 25-34,45 days,0.05,11492.99,2.6,Chicago,French,1579,12149,3,Outdoor Adventurers,2023-04-07
NexGen Systems,Search,Men 18-24,15 days,0.12,18973.07,7.33,Chicago,Spanish,1856,8751,4,Tech Enthusiasts,2023-04-15
DataTech Solutions,Influencer,All Ages,30 days,0.03,7078.17,6.92,Nueva York,Mandarin,523,9752,6,Tech Enthusiasts,2023-04-16
Alpha Innovations,Social Media,Women 25-34,45 days,0.03,10307.47,6.44,Chicago,English,1588,2862,3,Health & Wellness,2023-04-04
DataTech Solutions,Social Media,All Ages,15 days,0.14,14584.34,7.35,Seattle,English,123,14380,4,Foodies,2023-04-02
NexGen Systems,Influencer,Women 35-44,45 days,0.1,18564.34,3.29,Washington D.C.,German,732,9045,2,Outdoor Adventurers,2023-04-19
DataTech Solutions,Influencer,Women 25-34,30 days,0.13,7461.45,2.61,Washington D.C.,English,1536,17383,4,Tech Enthusiasts,2023-04-19
Innovate Industries,Search,Men 18-24,15 days,0.13,17653.41,2.22,Nueva York,English,1580,4196,7,Fashionistas,2023-04-04
NexGen Systems,Influencer,All Ages,60 days,0.14,9311.1,6.36,Washington D.C.,Spanish,795,2122,3,Outdoor Adventurers,2023-04-24
Innovate Industries,Display,Men 25-34,45 days,0.14,18532.56,6.02,Chicago,English,210,4852,9,Outdoor Adventurers,2023-04-05
DataTech Solutions,Email,Men 18-24,60 days,0.13,13032.43,2.81,Los Ángeles,Mandarin,1695,18448,5,Tech Enthusiasts,2023-04-01
Alpha Innovations,Influencer,All Ages,15 days,0.13,9960.12,7.44,Las Vegas,French,1200,15834,10,Health & Wellness,2023-04-20
Alpha Innovations,Email,Men 18-24,15 days,0.07,9550.75,2.91,San Francisco,German,1995,10168,9,Foodies,2023-04-06
DataTech Solutions,Search,Women 35-44,30 days,0.1,18897.56,6.89,Miami,German,1997,5910,1,Outdoor Adventurers,2023-04-15
Alpha Innovations,Email,Men 18-24,30 days,0.03,7121.19,5.29,San Francisco,English,429,17193,10,Foodies,2023-04-11
DataTech Solutions,Display,Women 35-44,45 days,0.02,11465.06,2.27,Boston,Spanish,255,15413,1,Fashionistas,2023-04-06
TechCorp,Social Media,Women 35-44,15 days,0.14,19298.54,6.57,Los Ángeles,French,1092,3761,6,Outdoor Adventurers,2023-04-28
Innovate Industries,Influencer,Women 35-44,45 days,0.04,12828.35,2.17,Chicago,French,595,12102,5,Health & Wellness,2023-04-17
DataTech Solutions,Search,Women 35-44,45 days,0.09,14219.54,6.72,Seattle,Spanish,1048,15846,10,Foodies,2023-04-21
TechCorp,Display,Men 18-24,30 days,0.05,10338.78,3.28,Washington D.C.,German,221,17291,6,Foodies,2023-04-09
NexGen Systems,Display,Women 35-44,30 days,0.06,13034.98,3.05,Los Ángeles,Spanish,807,8355,10,Fashionistas,2023-04-06
TechCorp,Social Media,Men 25-34,30 days,0.02,9145.58,2.63,San Francisco,English,1900,3880,7,Health & Wellness,2023-04-13
NexGen Systems,Search,Women 35-44,45 days,0.04,19817.37,2.06,Nueva York,German,1855,14999,2,Tech Enthusiasts,2023-04-10
NexGen Systems,Display,Women 25-34,60 days,0.08,14409.79,3.95,Miami,Mandarin,1439,9349,2,Foodies,2023-04-20
Innovate Industries,Influencer,Men 18-24,15 days,0.03,14901.38,4.4,Washington D.C.,German,1163,15832,10,Foodies,2023-04-28
Alpha Innovations,Influencer,Men 18-24,60 days,0.02,14087.89,3.72,Nueva Orleans,Spanish,1865,11030,9,Tech Enthusiasts,2023-04-19
DataTech Solutions,Email,All Ages,60 days,0.08,11709.73,5.6,Chicago,French,316,18302,1,Tech Enthusiasts,2023-04-26
Innovate Industries,Display,Women 25-34,15 days,0.08,18315.19,4.11,Miami,English,1743,13814,1,Outdoor Adventurers,2023-04-04
NexGen Systems,Influencer,Men 25-34,30 days,0.02,13732.29,6.29,Las Vegas,English,233,9888,3,Outdoor Adventurers,2023-04-25
DataTech Solutions,Display,Women 25-34,15 days,0.09,13567.09,4.18,Los Ángeles,Spanish,791,15955,3,Tech Enthusiasts,2023-04-04
NexGen Systems,Social Media,Men 25-34,15 days,0.08,17235.89,2.57,Nueva York,German,1255,8783,1,Health & Wellness,2023-04-29
Alpha Innovations,Search,All Ages,60 days,0.04,10365.6,4.06,Nueva York,French,984,16292,3,Tech Enthusiasts,2023-04-29
NexGen Systems,Influencer,Women 35-44,45 days,0.06,17396.54,5.99,Las Vegas,French,205,7082,9,Health & Wellness,2023-04-25
TechCorp,Display,Women 35-44,45 days,0.12,14873.08,2.18,Nueva Orleans,Mandarin,1077,7821,8,Tech Enthusiasts,2023-04-13
NexGen Systems,Influencer,All Ages,15 days,0.05,15728.74,5.22,Miami,German,1916,15173,6,Fashionistas,2023-04-21
Alpha Innovations,Influencer,Men 25-34,60 days,0.03,6845.37,5.56,Nueva Orleans,French,1488,13666,2,Tech Enthusiasts,2023-04-15
Innovate Industries,Display,Women 25-34,60 days,0.01,10854.21,3.1,Las Vegas,English,1401,3179,4,Tech Enthusiasts,2023-04-24
Alpha Innovations,Search,Men 18-24,15 days,0.03,15590.7,7.54,San Francisco,Spanish,889,15012,9,Fashionistas,2023-04-18
Alpha Innovations,Influencer,Women 35-44,45 days,0.12,11588.8,5.15,Nueva Orleans,German,420,12047,6,Fashionistas,2023-04-22
TechCorp,Influencer,Men 25-34,30 days,0.09,6670.0,7.73,Nueva York,French,102,7753,3,Health & Wellness,2023-04-29
Innovate Industries,Email,All Ages,45 days,0.03,9231.27,2.19,Seattle,French,1787,1510,9,Fashionistas,2023-04-18
DataTech Solutions,Search,All Ages,15 days,0.08,5073.35,3.78,Seattle,German,724,12534,9,Health & Wellness,2023-04-04
TechCorp,Email,Women 35-44,45 days,0.09,13677.56,6.42,San Francisco,Spanish,269,10949,7,Fashionistas,2023-04-17
NexGen Systems,Email,All Ages,15 days,0.14,11983.02,5.02,Boston,Mandarin,556,4288,10,Outdoor Adventurers,2023-04-23
Alpha Innovations,Search,Women 35-44,45 days,0.05,12799.78,4.84,Boston,French,1046,7546,4,Outdoor Adventurers,2023-04-26
DataTech Solutions,Display,All Ages,15 days,0.1,18101.45,5.45,Miami,German,1987,6015,1,Tech Enthusiasts,2023-04-21
DataTech Solutions,Email,Men 25-34,60 days,0.07,13256.75,7.58,Boston,French,617,18515,1,Health & Wellness,2023-04-06
Alpha Innovations,Display,Women 35-44,60 days,0.13,8796.33,7.46,Nueva Orleans,Spanish,646,1129,9,Health & Wellness,2023-04-25
TechCorp,Social Media,Men 25-34,60 days,0.06,16472.44,3.67,Washington D.C.,French,1985,5029,7,Tech Enthusiasts,2023-04-11
Innovate Industries,Search,All Ages,15 days,0.14,7557.51,6.7,San Francisco,German,167,16708,7,Health & Wellness,2023-04-24
NexGen Systems,Search,Women 25-34,60 days,0.08,17591.61,6.12,San Francisco,Spanish,293,9750,3,Fashionistas,2023-04-12
NexGen Systems,Email,Women 35-44,45 days,0.11,6573.3,6.65,Boston,Spanish,313,15334,5,Health & Wellness,2023-04-18
NexGen Systems,Email,Men 25-34,30 days,0.01,19349.51,5.81,Nueva Orleans,French,798,7791,10,Tech Enthusiasts,2023-04-23
Innovate Industries,Email,Women 25-34,15 days,0.12,17640.02,6.01,San Francisco,Mandarin,643,7839,1,Tech Enthusiasts,2023-04-27
NexGen Systems,Search,Women 25-34,60 days,0.07,6092.7,5.92,Washington D.C.,Mandarin,611,1388,10,Health & Wellness,2023-04-18
Alpha Innovations,Email,Women 25-34,30 days,0.13,16968.96,7.48,San Francisco,German,1633,17180,4,Fashionistas,2023-04-10
Alpha Innovations,Social Media,Men 18-24,45 days,0.06,14206.34,5.07,Chicago,French,750,9594,7,Tech Enthusiasts,2023-04-24
Alpha Innovations,Influencer,Women 25-34,30 days,0.04,11326.76,2.22,Chicago,German,899,11734,6,Outdoor Adventurers,2023-04-05
Innovate Industries,Social Media,Women 25-34,30 days,0.06,13239.11,3.26,Seattle,English,1846,1438,5,Outdoor Adventurers,2023-04-21
DataTech Solutions,Email,Men 18-24,30 days,0.02,11740.32,7.29,San Francisco,German,1328,10368,2,Outdoor Adventurers,2023-04-22
