Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Email,Men 18-24,60 days,0.11,15274.95,6.29,Las Vegas,Spanish,1800,12032,10,Foodies,2022-06-15
Alpha Innovations,Search,Men 18-24,30 days,0.14,19615.47,7.86,Miami,Mandarin,1463,7586,3,Foodies,2022-06-07
Alpha Innovations,Display,All Ages,45 days,0.07,9990.27,5.89,Miami,French,479,8760,4,Foodies,2022-06-14
NexGen Systems,Influencer,All Ages,15 days,0.11,14784.61,7.54,Nueva Orleans,Mandarin,1452,1877,4,Foodies,2022-06-06
TechCorp,Social Media,Men 18-24,60 days,0.11,13983.12,7.9,Nueva Orleans,French,310,18972,1,Health & Wellness,2022-06-21
DataTech Solutions,Search,Men 18-24,30 days,0.14,10022.38,4.39,Las Vegas,English,1787,10293,6,Tech Enthusiasts,2022-06-05
NexGen Systems,Influencer,Men 18-24,45 days,0.07,18562.68,4.59,Nueva York,German,1622,19388,2,Foodies,2022-06-22
Alpha Innovations,Display,All Ages,45 days,0.01,14625.48,3.02,Las Vegas,Mandarin,984,10433,5,Outdoor Adventurers,2022-06-01
Innovate Industries,Email,Men 25-34,15 days,0.05,14568.43,7.09,Washington D.C.,German,1807,3867,2,Fashionistas,2022-06-09
DataTech Solutions,Social Media,Women 35-44,15 days,0.11,10859.22,3.93,Los Ángeles,Spanish,1607,5197,4,Health & Wellness,2022-06-12
Alpha Innovations,Influencer,All Ages,30 days,0.12,7108.55,2.75,Las Vegas,English,801,15688,4,Fashionistas,2022-06-06
TechCorp,Search,Men 18-24,60 days,0.04,5204.21,3.81,Miami,Mandarin,985,12453,5,Outdoor Adventurers,2022-06-13
NexGen Systems,Email,Women 35-44,45 days,0.13,7203.12,2.51,Chicago,English,1047,9374,4,Outdoor Adventurers,2022-06-18
