Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Influencer,Men 18-24,45 days,0.08,18388.35,2.61,Las Vegas,English,758,16102,8,Outdoor Adventurers,2023-09-24
Innovate Industries,Email,Men 25-34,60 days,0.05,17739.28,4.41,Las Vegas,English,1076,11042,1,Fashionistas,2023-09-21
NexGen Systems,Display,Women 35-44,60 days,0.02,15211.73,4.21,Seattle,French,197,8192,7,Outdoor Adventurers,2023-09-09
Alpha Innovations,Search,Women 35-44,60 days,0.04,19405.36,4.2,Seattle,German,429,16986,10,Health & Wellness,2023-09-17
TechCorp,Display,Men 18-24,45 days,0.01,9359.91,2.34,Las Vegas,French,353,3981,2,Tech Enthusiasts,2023-09-03
TechCorp,Search,Women 25-34,15 days,0.03,10520.28,3.73,Los Ángeles,Spanish,972,12873,3,Fashionistas,2023-09-16
Innovate Industries,Influencer,Women 25-34,30 days,0.09,19758.56,6.41,Seattle,French,705,9671,7,Tech Enthusiasts,2023-09-08
TechCorp,Search,Women 25-34,15 days,0.11,14921.34,4.43,Las Vegas,Mandarin,357,17896,5,Foodies,2023-09-16
Alpha Innovations,Influencer,Women 35-44,15 days,0.07,11985.56,6.39,Chicago,German,658,2908,4,Outdoor Adventurers,2023-09-27
Innovate Industries,Social Media,All Ages,60 days,0.13,9201.03,2.76,San Francisco,English,1525,3073,4,Tech Enthusiasts,2023-09-03
TechCorp,Display,All Ages,30 days,0.07,7566.34,3.41,Las Vegas,French,1363,3689,2,Fashionistas,2023-09-07
Alpha Innovations,Influencer,Men 25-34,45 days,0.07,13215.08,4.68,Washington D.C.,French,214,16711,10,Health & Wellness,2023-09-09
TechCorp,Search,Men 18-24,15 days,0.03,7284.31,2.32,Los Ángeles,German,1728,6173,6,Health & Wellness,2023-09-23
Innovate Industries,Search,Women 35-44,45 days,0.04,17481.96,5.11,Las Vegas,French,1527,2180,8,Outdoor Adventurers,2023-09-24
NexGen Systems,Display,Women 35-44,30 days,0.05,11750.29,7.05,San Francisco,Spanish,1878,12726,1,Outdoor Adventurers,2023-09-21
TechCorp,Search,Men 25-34,30 days,0.11,12754.65,3.25,Seattle,French,698,2352,5,Foodies,2023-09-12
NexGen Systems,Display,Women 35-44,60 days,0.02,8319.84,4.14,Washington D.C.,Mandarin,1054,11516,3,Foodies,2023-09-13
DataTech Solutions,Influencer,Men 25-34,15 days,0.08,16733.43,5.45,Chicago,Mandarin,1587,17066,5,Health & Wellness,2023-09-24
Alpha Innovations,Influencer,Men 25-34,30 days,0.03,17887.48,4.97,Miami,Mandarin,734,3937,4,Outdoor Adventurers,2023-09-09
DataTech Solutions,Social Media,Women 35-44,30 days,0.05,14300.79,7.86,Miami,Mandarin,1800,6183,1,Foodies,2023-09-11
Innovate Industries,Search,Women 35-44,60 days,0.05,8585.93,3.71,Washington D.C.,Spanish,1778,10780,3,Tech Enthusiasts,2023-09-09
NexGen Systems,Email,Women 35-44,15 days,0.03,15344.82,5.62,Boston,Spanish,210,17536,6,Fashionistas,2023-09-24
Alpha Innovations,Influencer,Men 18-24,30 days,0.09,19496.95,4.6,Miami,Spanish,1547,19370,8,Tech Enthusiasts,2023-09-18
TechCorp,Influencer,Men 18-24,60 days,0.07,18318.17,7.79,Seattle,German,1860,10481,10,Foodies,2023-09-09
Innovate Industries,Email,Men 18-24,60 days,0.03,19114.9,6.6,Boston,French,1822,16376,5,Health & Wellness,2023-09-06
Innovate Industries,Display,Women 35-44,60 days,0.1,9401.07,5.84,Los Ángeles,German,1475,2738,6,Outdoor Adventurers,2023-09-20
TechCorp,Search,Women 25-34,45 days,0.09,16676.31,2.3,Seattle,French,1779,3209,5,Tech Enthusiasts,2023-09-10
NexGen Systems,Display,Women 25-34,45 days,0.07,17336.71,4.61,Miami,German,1782,1668,2,Foodies,2023-09-20
Innovate Industries,Search,All Ages,30 days,0.07,17521.69,5.03,Seattle,German,414,16737,5,Health & Wellness,2023-09-17
DataTech Solutions,Email,All Ages,45 days,0.04,13333.9,3.58,Miami,Mandarin,1750,6901,8,Foodies,2023-09-18
DataTech Solutions,Display,Women 25-34,45 days,0.12,11453.91,6.73,Chicago,English,1563,16923,2,Foodies,2023-09-06
Innovate Industries,Influencer,Women 35-44,60 days,0.06,16890.24,5.99,Chicago,Mandarin,724,12617,10,Tech Enthusiasts,2023-09-27
Alpha Innovations,Social Media,Women 35-44,45 days,0.12,8628.96,4.27,San Francisco,English,388,1113,1,Foodies,2023-09-23
Alpha Innovations,Display,Women 25-34,45 days,0.01,12067.66,4.95,Nueva Orleans,English,142,19149,7,Foodies,2023-09-02
NexGen Systems,Social Media,Men 25-34,15 days,0.12,8994.68,6.97,Nueva Orleans,Mandarin,174,14008,3,Health & Wellness,2023-09-28
DataTech Solutions,Email,Men 25-34,15 days,0.02,7537.5,6.9,Boston,Spanish,429,2948,6,Foodies,2023-09-13
TechCorp,Display,Women 25-34,60 days,0.01,13080.47,2.08,Chicago,English,1291,17428,5,Fashionistas,2023-09-24
TechCorp,Social Media,Women 35-44,30 days,0.07,19380.33,5.11,Seattle,French,371,6431,4,Outdoor Adventurers,2023-09-07
NexGen Systems,Email,Women 25-34,60 days,0.13,7914.17,3.59,San Francisco,French,1093,17500,10,Fashionistas,2023-09-16
Alpha Innovations,Search,Men 18-24,60 days,0.1,13200.38,7.13,Boston,Mandarin,1746,11172,5,Foodies,2023-09-17
DataTech Solutions,Search,Men 25-34,30 days,0.04,14599.14,6.05,Seattle,English,869,7784,9,Tech Enthusiasts,2023-09-27
DataTech Solutions,Email,All Ages,60 days,0.15,8930.92,7.07,Los Ángeles,German,104,12821,6,Foodies,2023-09-29
Alpha Innovations,Influencer,Women 25-34,15 days,0.07,5796.21,3.36,Seattle,Mandarin,346,8678,4,Fashionistas,2023-09-01
NexGen Systems,Display,Men 18-24,60 days,0.05,18389.89,7.12,Washington D.C.,French,352,6027,2,Outdoor Adventurers,2023-09-04
NexGen Systems,Email,Men 18-24,30 days,0.04,6069.05,7.36,Chicago,Spanish,448,16804,8,Tech Enthusiasts,2023-09-03
NexGen Systems,Influencer,All Ages,45 days,0.06,10621.38,2.18,Nueva York,Spanish,1468,10112,2,Foodies,2023-09-25
NexGen Systems,Influencer,Men 25-34,15 days,0.11,19136.78,2.03,Los Ángeles,English,1325,7157,1,Tech Enthusiasts,2023-09-13
Alpha Innovations,Search,Women 25-34,30 days,0.14,8169.22,5.51,Boston,Mandarin,1147,7448,10,Outdoor Adventurers,2023-09-05
TechCorp,Email,All Ages,30 days,0.11,19456.32,5.36,Washington D.C.,Mandarin,925,13830,10,Tech Enthusiasts,2023-09-29
NexGen Systems,Email,Women 25-34,15 days,0.02,13129.34,2.7,Boston,Spanish,975,6403,1,Foodies,2023-09-02
TechCorp,Search,Men 25-34,45 days,0.03,19750.92,3.57,Nueva Orleans,English,994,1515,7,Fashionistas,2023-09-24
Innovate Industries,Display,Women 35-44,45 days,0.12,6085.89,6.39,Washington D.C.,Mandarin,584,18774,8,Tech Enthusiasts,2023-09-11
DataTech Solutions,Email,Women 25-34,45 days,0.04,17786.19,2.83,San Francisco,English,1877,19373,5,Tech Enthusiasts,2023-09-18
DataTech Solutions,Influencer,Women 25-34,45 days,0.13,12561.97,5.56,Nueva York,Spanish,294,18185,9,Health & Wellness,2023-09-10
TechCorp,Search,Women 35-44,45 days,0.11,17241.58,5.51,Seattle,English,1223,18264,10,Health & Wellness,2023-09-27
Innovate Industries,Social Media,Women 35-44,30 days,0.02,17855.22,7.25,Miami,German,466,19160,8,Foodies,2023-09-15
Innovate Industries,Search,Men 18-24,60 days,0.04,8843.6,3.52,Miami,Spanish,1550,2668,2,Outdoor Adventurers,2023-09-17
NexGen Systems,Search,Women 35-44,60 days,0.07,19512.85,5.37,Seattle,Spanish,474,19847,3,Tech Enthusiasts,2023-09-17
NexGen Systems,Display,Women 25-34,45 days,0.03,12939.38,6.43,Los Ángeles,English,1481,11394,10,Fashionistas,2023-09-12
TechCorp,Search,Women 35-44,30 days,0.15,17256.57,6.63,Seattle,Mandarin,308,13952,5,Tech Enthusiasts,2023-09-14
NexGen Systems,Email,Women 25-34,60 days,0.07,18574.92,6.37,Las Vegas,French,732,8737,2,Fashionistas,2023-09-10
TechCorp,Influencer,Men 18-24,45 days,0.14,10497.17,7.71,Seattle,German,646,15899,4,Tech Enthusiasts,2023-09-14
DataTech Solutions,Display,Women 35-44,15 days,0.03,19108.43,3.37,Los Ángeles,German,1413,6207,9,Foodies,2023-09-18
Alpha Innovations,Email,Men 25-34,60 days,0.06,18915.97,3.83,Las Vegas,Spanish,1152,17018,7,Tech Enthusiasts,2023-09-13
Alpha Innovations,Social Media,Women 25-34,45 days,0.13,14673.47,7.95,San Francisco,German,509,1008,8,Tech Enthusiasts,2023-09-17
TechCorp,Search,All Ages,30 days,0.06,16596.51,5.75,Nueva York,Mandarin,1371,2584,6,Fashionistas,2023-09-27
Alpha Innovations,Email,Women 35-44,60 days,0.05,19593.37,2.35,Miami,German,913,18822,9,Tech Enthusiasts,2023-09-06
NexGen Systems,Influencer,Women 25-34,30 days,0.11,6244.28,4.3,Chicago,French,706,10833,7,Health & Wellness,2023-09-11
TechCorp,Email,All Ages,15 days,0.09,6258.76,4.59,Las Vegas,French,807,17547,9,Outdoor Adventurers,2023-09-16
DataTech Solutions,Email,Men 25-34,15 days,0.03,7292.38,4.28,Nueva Orleans,French,1138,16849,9,Foodies,2023-09-25
NexGen Systems,Search,Women 25-34,45 days,0.13,13482.21,6.48,Chicago,Spanish,1892,5688,5,Fashionistas,2023-09-05
TechCorp,Display,Women 35-44,60 days,0.04,8087.01,3.95,Chicago,English,434,12087,2,Foodies,2023-09-25
Alpha Innovations,Search,Women 25-34,60 days,0.04,16805.09,5.5,Nueva York,Mandarin,428,13725,2,Tech Enthusiasts,2023-09-12
TechCorp,Email,Women 35-44,15 days,0.12,9154.5,4.54,San Francisco,Mandarin,638,15912,10,Outdoor Adventurers,2023-09-27
Innovate Industries,Influencer,Men 18-24,45 days,0.12,6220.63,2.71,Las Vegas,French,1830,4903,6,Fashionistas,2023-09-07
NexGen Systems,Search,Men 25-34,60 days,0.11,11112.2,5.35,Nueva Orleans,Spanish,1315,19609,10,Tech Enthusiasts,2023-09-15
Alpha Innovations,Social Media,All Ages,60 days,0.08,15417.27,7.83,Miami,Spanish,376,5780,4,Fashionistas,2023-09-29
Alpha Innovations,Email,Men 18-24,45 days,0.01,13175.3,3.49,Washington D.C.,English,738,5647,8,Outdoor Adventurers,2023-09-15
Innovate Industries,Search,All Ages,30 days,0.06,17664.91,4.67,Miami,German,966,8477,4,Health & Wellness,2023-09-28
TechCorp,Influencer,Women 35-44,15 days,0.03,9287.62,7.95,Seattle,English,1852,17980,2,Foodies,2023-09-05
TechCorp,Social Media,All Ages,30 days,0.1,19588.53,3.19,Miami,French,1530,13116,1,Foodies,2023-09-12
NexGen Systems,Social Media,All Ages,45 days,0.05,6907.0,5.18,Los Ángeles,French,475,18897,4,Health & Wellness,2023-09-09
DataTech Solutions,Email,Men 18-24,30 days,0.13,6204.31,6.96,Nueva York,French,1487,4676,4,Health & Wellness,2023-09-24
TechCorp,Influencer,All Ages,15 days,0.01,10548.82,3.71,Nueva York,English,1079,11556,1,Health & Wellness,2023-09-07
