Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Alpha Innovations,Search,Men 25-34,30 days,0.07,16346.44,5.94,Miami,English,1679,2930,5,Foodies,2023-07-04
NexGen Systems,Influencer,Men 25-34,45 days,0.13,11430.21,6.23,Seattle,English,1141,11046,8,Tech Enthusiasts,2023-07-17
NexGen Systems,Email,Men 25-34,45 days,0.02,5049.23,2.89,Las Vegas,Mandarin,975,6018,5,Tech Enthusiasts,2023-07-16
DataTech Solutions,Search,Women 35-44,45 days,0.09,11662.35,4.95,Las Vegas,German,885,8450,10,Health & Wellness,2023-07-27
DataTech Solutions,Display,Women 35-44,15 days,0.05,6536.19,7.27,Miami,English,898,6558,3,Tech Enthusiasts,2023-07-02
Innovate Industries,Search,Men 25-34,30 days,0.15,17399.07,2.3,San Francisco,Spanish,1043,18952,7,Health & Wellness,2023-07-06
TechCorp,Search,Women 35-44,30 days,0.07,7716.21,7.54,Nueva York,Spanish,1517,9815,4,Tech Enthusiasts,2023-07-14
Alpha Innovations,Search,Women 25-34,60 days,0.03,10850.6,2.64,Boston,Spanish,934,4761,3,Fashionistas,2023-07-17
Innovate Industries,Influencer,Women 25-34,30 days,0.03,8948.97,6.58,Chicago,Spanish,579,19364,4,Foodies,2023-07-01
Alpha Innovations,Influencer,Women 35-44,45 days,0.13,18160.49,2.89,Miami,English,1696,9105,7,Outdoor Adventurers,2023-07-04
Innovate Industries,Search,Men 18-24,45 days,0.06,14864.97,3.14,Nueva Orleans,Mandarin,1841,16006,6,Health & Wellness,2023-07-02
Innovate Industries,Search,Men 25-34,45 days,0.13,15903.92,4.91,Boston,Mandarin,1878,11733,7,Foodies,2023-07-02
Innovate Industries,Search,All Ages,30 days,0.11,6495.24,3.73,Seattle,French,397,8581,6,Fashionistas,2023-07-18
Alpha Innovations,Social Media,Women 35-44,30 days,0.04,14737.89,2.52,Nueva York,German,264,17344,8,Tech Enthusiasts,2023-07-23
Innovate Industries,Display,Men 18-24,45 days,0.05,6062.97,2.69,Nueva Orleans,German,527,18224,2,Health & Wellness,2023-07-17
Alpha Innovations,Social Media,Men 25-34,60 days,0.05,5354.41,7.28,Seattle,English,1335,2873,5,Fashionistas,2023-07-17
TechCorp,Email,Women 25-34,15 days,0.01,12851.07,5.93,Boston,German,1576,1988,6,Outdoor Adventurers,2023-07-13
TechCorp,Influencer,All Ages,45 days,0.03,11445.21,6.86,Nueva Orleans,French,1988,15499,2,Health & Wellness,2023-07-01
DataTech Solutions,Influencer,Men 18-24,60 days,0.07,17763.5,2.77,Nueva Orleans,Mandarin,1570,12880,9,Health & Wellness,2023-07-26
Alpha Innovations,Social Media,Men 18-24,30 days,0.06,16732.18,7.48,San Francisco,Spanish,1125,16024,1,Tech Enthusiasts,2023-07-24
NexGen Systems,Display,Women 25-34,60 days,0.08,15955.13,6.31,Los Ángeles,Mandarin,992,8204,1,Tech Enthusiasts,2023-07-16
DataTech Solutions,Social Media,Men 25-34,60 days,0.04,14273.37,2.06,Washington D.C.,Mandarin,1151,9898,6,Foodies,2023-07-21
Alpha Innovations,Influencer,Women 25-34,45 days,0.06,13614.77,7.49,Chicago,English,1505,15222,9,Health & Wellness,2023-07-15
Innovate Industries,Email,Women 35-44,60 days,0.09,9245.08,6.99,Nueva York,German,972,13822,10,Outdoor Adventurers,2023-07-19
DataTech Solutions,Email,Men 25-34,30 days,0.07,16853.29,6.17,Nueva York,Mandarin,268,11529,8,Fashionistas,2023-07-11
Alpha Innovations,Email,Women 35-44,30 days,0.05,11191.83,7.35,Seattle,Mandarin,1386,10494,5,Foodies,2023-07-04
Alpha Innovations,Email,All Ages,45 days,0.11,9558.47,3.53,Miami,French,1238,2088,5,Outdoor Adventurers,2023-07-13
Alpha Innovations,Email,Men 25-34,45 days,0.03,18700.77,5.78,Washington D.C.,French,191,5609,2,Foodies,2023-07-28
Alpha Innovations,Email,Men 25-34,15 days,0.11,14104.25,7.81,Miami,Mandarin,1394,18394,4,Foodies,2023-07-13
